2.3695 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
5.7492 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
6.5393 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026ADAFE2F10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026ADAFE2EB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026ADAFE2CD0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000026AE1606E50>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.5394 	EXP 	window1: mouseVisible = True
6.5394 	EXP 	window1: backgroundImage = ''
6.5394 	EXP 	window1: backgroundFit = 'none'
6.5411 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.5411 	EXP 	window1: recordFrameIntervals = False
6.7052 	EXP 	window1: recordFrameIntervals = True
6.8896 	EXP 	Screen (0) actual frame rate measured at 59.80Hz
6.8896 	EXP 	window1: recordFrameIntervals = False
6.8898 	EXP 	window1: mouseVisible = False
9.0066 	EXP 	pilotv2: status = STARTED
9.0069 	EXP 	window1: mouseVisible = True
9.0166 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.    , 0.5625]), texRes=128.0, units='height', win=Window(...))
9.0169 	EXP 	window1: mouseVisible = True
9.0170 	EXP 	window1: mouseVisible = True
9.0174 	EXP 	window1: mouseVisible = True
9.0178 	EXP 	window1: mouseVisible = True
9.0380 	EXP 	window1: mouseVisible = True
9.0381 	EXP 	window1: mouseVisible = True
9.0385 	EXP 	window1: mouseVisible = True
9.0389 	EXP 	window1: mouseVisible = True
9.0565 	EXP 	window1: mouseVisible = True
9.0567 	EXP 	window1: mouseVisible = True
9.0568 	EXP 	window1: mouseVisible = True
9.0572 	EXP 	window1: mouseVisible = True
9.0576 	EXP 	window1: mouseVisible = True
9.0738 	EXP 	window1: mouseVisible = True
9.0739 	EXP 	window1: mouseVisible = True
9.0743 	EXP 	window1: mouseVisible = True
9.0747 	EXP 	window1: mouseVisible = True
9.0782 	EXP 	window1: mouseVisible = True
9.0783 	EXP 	window1: mouseVisible = True
9.1411 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.1413 	EXP 	window1: mouseVisible = True
9.1415 	EXP 	window1: mouseVisible = True
9.1419 	EXP 	window1: mouseVisible = True
9.1423 	EXP 	window1: mouseVisible = True
9.1651 	EXP 	window1: mouseVisible = True
9.1652 	EXP 	window1: mouseVisible = True
9.1656 	EXP 	window1: mouseVisible = True
9.1660 	EXP 	window1: mouseVisible = True
9.1760 	EXP 	window1: mouseVisible = True
9.1762 	EXP 	window1: mouseVisible = True
9.1763 	EXP 	window1: mouseVisible = True
9.1767 	EXP 	window1: mouseVisible = True
9.1771 	EXP 	window1: mouseVisible = True
9.1864 	EXP 	window1: mouseVisible = True
9.1865 	EXP 	window1: mouseVisible = True
9.1869 	EXP 	window1: mouseVisible = True
9.1874 	EXP 	window1: mouseVisible = True
9.1906 	EXP 	window1: mouseVisible = True
9.1907 	EXP 	window1: mouseVisible = True
9.1943 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
9.1944 	EXP 	window1: mouseVisible = True
9.1989 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.1991 	EXP 	window1: mouseVisible = True
9.1993 	EXP 	window1: mouseVisible = True
9.1997 	EXP 	window1: mouseVisible = True
9.2001 	EXP 	window1: mouseVisible = True
9.2038 	EXP 	window1: mouseVisible = True
9.2039 	EXP 	window1: mouseVisible = True
9.2043 	EXP 	window1: mouseVisible = True
9.2047 	EXP 	window1: mouseVisible = True
9.2080 	EXP 	window1: mouseVisible = True
9.2082 	EXP 	window1: mouseVisible = True
9.2083 	EXP 	window1: mouseVisible = True
9.2087 	EXP 	window1: mouseVisible = True
9.2091 	EXP 	window1: mouseVisible = True
9.2129 	EXP 	window1: mouseVisible = True
9.2130 	EXP 	window1: mouseVisible = True
9.2134 	EXP 	window1: mouseVisible = True
9.2138 	EXP 	window1: mouseVisible = True
9.2170 	EXP 	window1: mouseVisible = True
9.2171 	EXP 	window1: mouseVisible = True
9.2208 	EXP 	Created image_18 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj2.png', interpolate=True, mask=None, maskParams=None, name='image_18', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
9.2209 	EXP 	window1: mouseVisible = True
9.2255 	EXP 	Created text_10 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_10', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.2257 	EXP 	window1: mouseVisible = True
9.2258 	EXP 	window1: mouseVisible = True
9.2262 	EXP 	window1: mouseVisible = True
9.2266 	EXP 	window1: mouseVisible = True
9.2304 	EXP 	window1: mouseVisible = True
9.2305 	EXP 	window1: mouseVisible = True
9.2309 	EXP 	window1: mouseVisible = True
9.2313 	EXP 	window1: mouseVisible = True
9.2345 	EXP 	window1: mouseVisible = True
9.2347 	EXP 	window1: mouseVisible = True
9.2348 	EXP 	window1: mouseVisible = True
9.2352 	EXP 	window1: mouseVisible = True
9.2356 	EXP 	window1: mouseVisible = True
9.2394 	EXP 	window1: mouseVisible = True
9.2395 	EXP 	window1: mouseVisible = True
9.2399 	EXP 	window1: mouseVisible = True
9.2403 	EXP 	window1: mouseVisible = True
9.2435 	EXP 	window1: mouseVisible = True
9.2437 	EXP 	window1: mouseVisible = True
9.2475 	EXP 	Created image_19 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori2.png', interpolate=True, mask=None, maskParams=None, name='image_19', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
9.2476 	EXP 	window1: mouseVisible = True
9.2523 	EXP 	Created text_11 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_11', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.2525 	EXP 	window1: mouseVisible = True
9.2527 	EXP 	window1: mouseVisible = True
9.2531 	EXP 	window1: mouseVisible = True
9.2535 	EXP 	window1: mouseVisible = True
9.2572 	EXP 	window1: mouseVisible = True
9.2573 	EXP 	window1: mouseVisible = True
9.2577 	EXP 	window1: mouseVisible = True
9.2581 	EXP 	window1: mouseVisible = True
9.2614 	EXP 	window1: mouseVisible = True
9.2616 	EXP 	window1: mouseVisible = True
9.2617 	EXP 	window1: mouseVisible = True
9.2621 	EXP 	window1: mouseVisible = True
9.2625 	EXP 	window1: mouseVisible = True
9.2664 	EXP 	window1: mouseVisible = True
9.2665 	EXP 	window1: mouseVisible = True
