InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide1.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.67297710001003,1.6729706000187434,0.0

extraInfo
participant,
session,
date,2023-11-06_22h18.06.230
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.14216405517527
expStart,2023-11-06 22h18.15.855159 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide2.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,3.1370782000012696,3.137072600016836,0.0

extraInfo
participant,
session,
date,2023-11-06_22h18.06.230
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.14216405517527
expStart,2023-11-06 22h18.15.855159 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide3.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.0859375,1.085924499988323,0.0

extraInfo
participant,
session,
date,2023-11-06_22h18.06.230
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.14216405517527
expStart,2023-11-06 22h18.15.855159 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide4.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,0.9338256999908481,0.9338126999791712,0.0

extraInfo
participant,
session,
date,2023-11-06_22h18.06.230
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.14216405517527
expStart,2023-11-06 22h18.15.855159 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide5.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.0991587000025902,1.099153999995906,0.0

extraInfo
participant,
session,
date,2023-11-06_22h18.06.230
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.14216405517527
expStart,2023-11-06 22h18.15.855159 +0100
