InstructionsFilepath,instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,Instructions1.stopped,buttonNext.numClicks,buttonNext.timesOn,buttonNext.timesOff,buttonBack.numClicks,buttonBack.timesOn,buttonBack.timesOff,test1.started,text_8.started,button.started,button_2.started,image_17.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
instructions//slide1.png,0,0,0,0,0,0,0,0,0.056668999983230606,,0.019843999994918704,0.020233699993696064,0.02503900000010617,0.056668999983230606,0.056668999983230606,0.056668999983230606,12.961216899973806,1,[12.925914000021294],[12.925919300003443],0,,,,,,,,,,2023-11-06_22h05.02.136,pilotv2,2023.2.3,59.84945468150406,2023-11-06 22h05.07.822042 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,12.986535299976822,13.005686799995601,13.005686799995601,13.005686799995601,13.005686799995601,,,,,,,,
