InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide1.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.3555163000128232,1.3555075000040233,0.0

extraInfo
participant,
session,
date,2023-11-06_22h19.49.016
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.11801164914007
expStart,2023-11-06 22h19.59.653466 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide2.png,1.0,1.0,1.0,0.0,1.9077264000079595,1.9077149000077043,0.0,0.0,0.0,'','',0.0

extraInfo
participant,
session,
date,2023-11-06_22h19.49.016
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.11801164914007
expStart,2023-11-06 22h19.59.653466 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide1.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.288853799982462,1.2888425999844912,0.0

extraInfo
participant,
session,
date,2023-11-06_22h19.49.016
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.11801164914007
expStart,2023-11-06 22h19.59.653466 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide2.png,1.0,1.0,1.0,0.0,1.0231697999988683,1.023159600008512,0.0,0.0,0.0,'','',0.0

extraInfo
participant,
session,
date,2023-11-06_22h19.49.016
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.11801164914007
expStart,2023-11-06 22h19.59.653466 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide1.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.3427401999942958,1.3427281999902334,0.0

extraInfo
participant,
session,
date,2023-11-06_22h19.49.016
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.11801164914007
expStart,2023-11-06 22h19.59.653466 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide2.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.0163205999997444,1.0163088999979664,0.0

extraInfo
participant,
session,
date,2023-11-06_22h19.49.016
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.11801164914007
expStart,2023-11-06 22h19.59.653466 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide3.png,1.0,1.0,1.0,0.0,7.966815099993255,7.966809700010344,0.0,0.0,0.0,'','',0.0

extraInfo
participant,
session,
date,2023-11-06_22h19.49.016
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.11801164914007
expStart,2023-11-06 22h19.59.653466 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide2.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.6933023000019602,1.6932978999975603,0.0

extraInfo
participant,
session,
date,2023-11-06_22h19.49.016
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.11801164914007
expStart,2023-11-06 22h19.59.653466 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide3.png,1.0,1.0,1.0,0.0,0.8906754000054207,0.8906625999952666,0.0,0.0,0.0,'','',0.0

extraInfo
participant,
session,
date,2023-11-06_22h19.49.016
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.11801164914007
expStart,2023-11-06 22h19.59.653466 +0100
