instructions_controller.thisRepN,instructions_controller.thisTrialN,instructions_controller.thisN,instructions_controller.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,InstructionsFilepath,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.13382599997567013,,0.025690099981147796,0.02616079998551868,0.03150889999233186,0.13382599997567013,0.13382599997567013,0.13382599997567013,,,,,,,,
