category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,interval,trainingLoop.thisRepN,trainingLoop.thisTrialN,trainingLoop.thisN,trainingLoop.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,response.started,fixCross.started,text1.started,text2.started,text3.started,text4.started,text5.started,text6.started,text7.started,text8.started,kb.started,num1.started,num2.started,num3.started,num4.started,response.stopped,kb.keys,kb.rt,kb.duration,codeAcc.started,codeAcc.stopped,ITI.started,fixCrossR.started,text_total.started,text_acc.started,text_total.stopped,text_acc.stopped,fixCrossR.stopped,ITI.stopped,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
turtle,1,stim//ori2.png,stim//turtle1.png,Shoe,Car,Horse,Turtle,Half Left,Half Right,Full Right,Full Left,True,2.579,,,,,0,3,3,3,0,0,0,0,33.25676379998913,,,,,,,,,,,32.140327400004026,32.15585479995934,33.14013919996796,33.141159899998456,33.25676379998913,33.25676379998913,33.50696829997469,33.50696829997469,33.49098609999055,33.490998499968555,33.50696829997469,33.85722059995169,33.741113299969584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
turtle,1,stim//ori2.png,stim//turtle1.png,Shoe,Car,Horse,Turtle,Half Left,Half Right,Full Right,Full Left,True,2.579,,,,,0,3,3,3,1,0,1,0,33.85722059995169,,,,,,,,,,,,,,33.741424899955746,33.85722059995169,33.85722059995169,34.10751139995409,34.10751139995409,34.091592699987814,34.0916229999857,34.10751139995409,34.52435049996711,34.34192380000604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
turtle,1,stim//ori2.png,stim//turtle1.png,Shoe,Car,Horse,Turtle,Half Left,Half Right,Full Right,Full Left,True,2.579,,,,,0,3,3,3,2,0,2,0,34.52435049996711,,,,,,,,,,,,,,34.34241589996964,34.52435049996711,34.52435049996711,34.7747644999763,34.7747644999763,34.75871409999672,34.75874449999537,34.7747644999763,35.058222999970894,35.008928399998695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
turtle,1,stim//ori2.png,stim//turtle1.png,Shoe,Car,Horse,Turtle,Half Left,Half Right,Full Right,Full Left,True,2.579,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.030727899982594,35.058222999970894,35.058222999970894,35.058222999970894,35.058222999970894,35.058222999970894,35.058222999970894,35.058222999970894,35.058222999970894,35.058222999970894,35.058222999970894,35.058222999970894,35.058222999970894,35.058222999970894,35.058222999970894,38.01107219996629,4,2.033269100007601,None,38.012211499968544,38.01261199999135,38.012623699964024,38.02747079997789,38.02747079997789,38.02747079997789,39.22808599995915,39.22808599995915,40.61256109998794,40.597052600001916,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,1,stim//ori1.png,stim//shoe1.png,Horse,Car,Turtle,Shoe,Half Right,Full Right,Full Left,Half Left,True,2.549,,,,,0,4,4,4,0,0,0,0,41.71375120000448,,,,,,,,,,,40.597432199981995,40.61256109998794,41.59743109997362,41.59834069997305,41.71375120000448,41.71375120000448,41.96390390000306,41.96390390000306,41.9487537999521,41.948783900006674,41.96390390000306,42.31419790000655,42.198079099995084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.71375120000448,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,1,stim//ori1.png,stim//shoe1.png,Horse,Car,Turtle,Shoe,Half Right,Full Right,Full Left,Half Left,True,2.549,,,,,0,4,4,4,1,0,1,0,42.31419790000655,,,,,,,,,,,,,,42.19848799996544,42.31419790000655,42.31419790000655,42.56443249998847,42.56443249998847,42.54868669999996,42.548715899989475,42.56443249998847,42.98155729996506,42.79865730000893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,1,stim//ori1.png,stim//shoe1.png,Horse,Car,Turtle,Shoe,Half Right,Full Right,Full Left,Half Left,True,2.549,,,,,0,4,4,4,2,0,2,0,42.98155729996506,,,,,,,,,,,,,,42.79891979997046,42.98155729996506,42.98155729996506,43.23206409998238,43.23206409998238,43.215799500001594,43.21581359999254,43.23206409998238,43.5152262999909,43.46574509999482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,1,stim//ori1.png,stim//shoe1.png,Horse,Car,Turtle,Shoe,Half Right,Full Right,Full Left,Half Left,True,2.549,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.48954229999799,43.5152262999909,43.5152262999909,43.5152262999909,43.5152262999909,43.5152262999909,43.5152262999909,43.5152262999909,43.5152262999909,43.5152262999909,43.5152262999909,43.5152262999909,43.5152262999909,43.5152262999909,43.5152262999909,46.46800299995812,2,1.8722948999493383,None,46.46922369999811,46.46964379999554,46.46965529996669,46.48428229999263,46.48428229999263,46.48428229999263,47.685170299955644,47.685170299955644,49.036568699986674,49.020298499963246,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,3,stim//obj1.png,stim//shoe3.png,Full Left,Half Left,Half Right,Full Right,Horse,Shoe,Car,Turtle,False,2.599,,,,,0,5,5,5,0,0,0,0,50.13747079996392,,,,,,,,,,,49.02060419996269,49.036568699986674,50.02079219999723,50.02161509997677,50.13747079996392,50.13747079996392,50.38769040000625,50.38769040000625,50.371155500004534,50.37116879998939,50.38769040000625,50.737744999991264,50.621824399975594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,3,stim//obj1.png,stim//shoe3.png,Full Left,Half Left,Half Right,Full Right,Horse,Shoe,Car,Turtle,False,2.599,,,,,0,5,5,5,1,0,1,0,50.737744999991264,,,,,,,,,,,,,,50.622371799952816,50.737744999991264,50.737744999991264,50.988213799952064,50.988213799952064,50.97212249995209,50.9721520000021,50.988213799952064,51.40505719999783,51.2221167999669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,3,stim//obj1.png,stim//shoe3.png,Full Left,Half Left,Half Right,Full Right,Horse,Shoe,Car,Turtle,False,2.599,,,,,0,5,5,5,2,0,2,0,51.40505719999783,,,,,,,,,,,,,,51.22239889996126,51.40505719999783,51.40505719999783,51.655364999955054,51.655364999955054,51.63945849996526,51.63948449998861,51.655364999955054,51.956189599994104,51.88972559996182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,3,stim//obj1.png,stim//shoe3.png,Full Left,Half Left,Half Right,Full Right,Horse,Shoe,Car,Turtle,False,2.599,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.918725900002755,51.956189599994104,51.956189599994104,51.956189599994104,51.956189599994104,51.956189599994104,51.956189599994104,51.956189599994104,51.956189599994104,51.956189599994104,51.956189599994104,51.956189599994104,51.956189599994104,51.956189599994104,51.956189599994104,54.891694199992344,3,1.9359416000079364,None,54.89327979995869,54.893576900009066,54.893588299979456,54.90808999998262,54.90808999998262,54.90808999998262,56.10942489997251,56.10942489997251,57.51014149998082,57.4942942999769,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
horse,2,stim//ori1.png,stim//horse2.png,Full Left,Half Right,Full Right,Half Left,Shoe,Horse,Turtle,Car,False,2.829,,,,,0,6,6,6,0,0,0,0,58.61122139997315,,,,,,,,,,,57.49477419996401,57.51014149998082,58.49498299998231,58.495490800007246,58.61122139997315,58.61122139997315,58.86131969996495,58.86131969996495,58.84524850000162,58.84527779999189,58.86131969996495,59.21145229996182,59.0954769999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
horse,2,stim//ori1.png,stim//horse2.png,Full Left,Half Right,Full Right,Half Left,Shoe,Horse,Turtle,Car,False,2.829,,,,,0,6,6,6,1,0,1,0,59.21145229996182,,,,,,,,,,,,,,59.095868000003975,59.21145229996182,59.21145229996182,59.461888499965426,59.461888499965426,59.445938499993645,59.44596199999796,59.461888499965426,59.86537680000765,59.69554539996898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
horse,2,stim//ori1.png,stim//horse2.png,Full Left,Half Right,Full Right,Half Left,Shoe,Horse,Turtle,Car,False,2.829,,,,,0,6,6,6,2,0,2,0,59.86537680000765,,,,,,,,,,,,,,59.69593970000278,59.86537680000765,59.86537680000765,60.11259679996874,60.11259679996874,60.098480999993626,60.09850419999566,60.11259679996874,60.41311589995166,60.34685259999242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
horse,2,stim//ori1.png,stim//horse2.png,Full Left,Half Right,Full Right,Half Left,Shoe,Horse,Turtle,Car,False,2.829,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.37880859995494,60.41311589995166,60.41311589995166,60.41311589995166,60.41311589995166,60.41311589995166,60.41311589995166,60.41311589995166,60.41311589995166,60.41311589995166,60.41311589995166,60.41311589995166,60.41311589995166,60.41311589995166,60.41311589995166,63.34843129996443,2,0.8469829999958165,None,63.34972110000672,63.34999679995235,63.35000809998019,63.36512069997843,63.36512069997843,63.36512069997843,64.56613319995813,64.56613319995813,66.20077900000615,66.18505679996451,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,3,stim//obj2.png,stim//shoe3.png,Turtle,Car,Horse,Shoe,Half Right,Full Right,Full Left,Half Left,True,2.537,,,,,0,7,7,7,0,0,0,0,67.30365660000825,,,,,,,,,,,66.18546539999079,66.20077900000615,67.18557359999977,67.18638949998422,67.30365660000825,67.30365660000825,67.55196539999451,67.55196539999451,67.53597039997112,67.53598529996816,67.55196539999451,67.90214939997531,67.78595180000411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.30365660000825,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,3,stim//obj2.png,stim//shoe3.png,Turtle,Car,Horse,Shoe,Half Right,Full Right,Full Left,Half Left,True,2.537,,,,,0,7,7,7,1,0,1,0,67.90214939997531,,,,,,,,,,,,,,67.78620129998308,67.90214939997531,67.90214939997531,68.15247159998398,68.15247159998398,68.13639050000347,68.13640319998376,68.15247159998398,68.57029679999687,68.38646149996202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,3,stim//obj2.png,stim//shoe3.png,Turtle,Car,Horse,Shoe,Half Right,Full Right,Full Left,Half Left,True,2.537,,,,,0,7,7,7,2,0,2,0,68.57029679999687,,,,,,,,,,,,,,68.38688859995455,68.57029679999687,68.57029679999687,68.81968759995652,68.81968759995652,68.80358079995494,68.80359379999572,68.81968759995652,69.11993569997139,69.0539834999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
shoe,3,stim//obj2.png,stim//shoe3.png,Turtle,Car,Horse,Shoe,Half Right,Full Right,Full Left,Half Left,True,2.537,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.08890139998402,69.11993569997139,69.11993569997139,69.11993569997139,69.11993569997139,69.11993569997139,69.11993569997139,69.11993569997139,69.11993569997139,69.11993569997139,69.11993569997139,69.11993569997139,69.11993569997139,69.11993569997139,69.11993569997139,72.05602869996801,4,1.2994192999904044,None,72.05736809998052,72.05762549996143,72.05763699999079,72.07239659997867,72.07239659997867,72.07239659997867,73.27341460000025,73.27341460000025,74.62450129998615,74.60828769998625,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
horse,4,stim//obj1.png,stim//horse4.png,Shoe,Car,Horse,Turtle,Half Left,Half Right,Full Left,Full Right,True,2.507,,,,,0,8,8,8,0,0,0,0,75.72589229996083,,,,,,,,,,,74.60865399998147,74.62450129998615,75.60880859999452,75.6096367999562,75.72589229996083,75.72589229996083,75.97577249997994,75.97577249997994,75.95976539998082,75.95983409998007,75.97577249997994,76.32917089998955,76.20987209997838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
horse,4,stim//obj1.png,stim//horse4.png,Shoe,Car,Horse,Turtle,Half Left,Half Right,Full Left,Full Right,True,2.507,,,,,0,8,8,8,1,0,1,0,76.32917089998955,,,,,,,,,,,,,,76.21012329997029,76.32917089998955,76.32917089998955,76.57937379996292,76.57937379996292,76.56500999996206,76.56503959995462,76.57937379996292,76.9930945999804,76.8135053999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
horse,4,stim//obj1.png,stim//horse4.png,Shoe,Car,Horse,Turtle,Half Left,Half Right,Full Left,Full Right,True,2.507,,,,,0,8,8,8,2,0,2,0,76.9930945999804,,,,,,,,,,,,,,76.81388859997969,76.9930945999804,76.9930945999804,77.24333759996807,77.24333759996807,77.22751669998979,77.22754659998463,77.24333759996807,77.54354220000096,77.47758249996696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
horse,4,stim//obj1.png,stim//horse4.png,Shoe,Car,Horse,Turtle,Half Left,Half Right,Full Left,Full Right,True,2.507,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.51562259998173,77.54354220000096,77.54354220000096,77.54354220000096,77.54354220000096,77.54354220000096,77.54354220000096,77.54354220000096,77.54354220000096,77.54354220000096,77.54354220000096,77.54354220000096,77.54354220000096,77.54354220000096,77.54354220000096,80.47927579999669,3,0.6283171999966726,None,80.4811866999953,80.4814513999736,80.48146320000524,80.49596789997304,80.49596789997304,80.49596789997304,81.69708029995672,81.69708029995672,83.01474999997299,82.9987550000078,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
turtle,2,stim//ori2.png,stim//turtle2.png,Full Right,Half Left,Half Right,Full Left,Shoe,Turtle,Horse,Car,False,2.42,,,,,0,9,9,9,0,0,0,0,84.1162151999888,,,,,,,,,,,82.99928829999408,83.01474999997299,83.99916359997587,84.00004389998503,84.1162151999888,84.1162151999888,84.36601179995341,84.36601179995341,84.34985659999074,84.3498861999833,84.36601179995341,84.71600269997725,84.60032669996144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
turtle,2,stim//ori2.png,stim//turtle2.png,Full Right,Half Left,Half Right,Full Left,Shoe,Turtle,Horse,Car,False,2.42,,,,,0,9,9,9,1,0,1,0,84.71600269997725,,,,,,,,,,,,,,84.60079090000363,84.71600269997725,84.71600269997725,84.96643410000252,84.96643410000252,84.95018939999864,84.95021519996226,84.96643410000252,85.38335560000269,85.20043369999621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
turtle,2,stim//ori2.png,stim//turtle2.png,Full Right,Half Left,Half Right,Full Left,Shoe,Turtle,Horse,Car,False,2.42,,,,,0,9,9,9,2,0,2,0,85.38335560000269,,,,,,,,,,,,,,85.20068559999345,85.38335560000269,85.38335560000269,85.63367469998775,85.63367469998775,85.61741909995908,85.61744189995807,85.63367469998775,85.93654079997214,85.86792609997792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
turtle,2,stim//ori2.png,stim//turtle2.png,Full Right,Half Left,Half Right,Full Left,Shoe,Turtle,Horse,Car,False,2.42,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.91090249997796,85.93654079997214,85.93654079997214,85.93654079997214,85.93654079997214,85.93654079997214,85.93654079997214,85.93654079997214,85.93654079997214,85.93654079997214,85.93654079997214,85.93654079997214,85.93654079997214,85.93654079997214,85.93654079997214,88.87001579999924,2,0.6829180999775417,None,88.87191759998677,88.87231969996355,88.87233109999215,88.8862884999835,88.8862884999835,88.8862884999835,90.08741879998706,90.08741879998706,91.32173229998443,91.30585559998872,,44,6,2023-11-07_11h00.28.447,pilotv2,2023.2.3,60.062982047077824,2023-11-07 11h02.15.954782 +0100,
