trainingLoop.thisRepN,trainingLoop.thisTrialN,trainingLoop.thisN,trainingLoop.thisIndex,babySteps.thisRepN,babySteps.thisTrialN,babySteps.thisN,babySteps.thisIndex,category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,correctButton,interval,babyloop.thisRepN,babyloop.thisTrialN,babyloop.thisN,babyloop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,IntroBaby.started,key_resp_14.started,text_17.started,IntroBaby.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.duration,taskcue.started,cue.started,fixCrossR_6.started,cue.stopped,fixCrossR_6.stopped,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017061699996702373,0.017590100003872067,0.01795100001618266,0.033930999983567744,0.033930999983567744,3.2682847999967635,['space'],[3.2276772999903187],[None],,,,,,,,,,,,,,,12,1,2023-11-09_13h42.42.650,pilotv2,2023.2.3,60.202050110223766,2023-11-09 13h42.50.434902 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.484235299983993,,,,,,,,,,,3.280428899975959,3.3007372000138275,3.3007372000138275,4.484235299983993,4.484235299983993,4.284216200001538,4.2846547000226565,4.484235299983993,4.484235299983993,4.733749800012447,4.733749800012447,4.717827500018757,4.717860499978997,4.733749800012447,,,,,,,,
