instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.01913490000879392,0.01941940002143383,,,,,,,,
