instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,InstructionsFilepath,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.236995500017656,,0.14634400000795722,0.14683000001241453,0.1514078000036534,0.236995500017656,0.236995500017656,0.236995500017656,,,,,,,,
