2.4407 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
9.4271 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
10.1965 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F807B97040>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F807B80FD0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F807B80E80>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F808117FD0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.1967 	EXP 	window1: mouseVisible = True
10.1967 	EXP 	window1: backgroundImage = ''
10.1967 	EXP 	window1: backgroundFit = 'none'
10.1982 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.1982 	EXP 	window1: recordFrameIntervals = False
10.3626 	EXP 	window1: recordFrameIntervals = True
10.5455 	EXP 	Screen (0) actual frame rate measured at 60.22Hz
10.5455 	EXP 	window1: recordFrameIntervals = False
10.5456 	EXP 	window1: mouseVisible = False
12.6637 	EXP 	pilotv2: status = STARTED
12.6640 	EXP 	window1: mouseVisible = True
