InstructionsFilepath,instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,Instructions1.stopped,buttonNext.numClicks,buttonNext.timesOn,buttonNext.timesOff,buttonBack.numClicks,buttonBack.timesOn,buttonBack.timesOff,test1.started,text_8.started,button.started,button_2.started,image_17.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
instructions//slide1.png,0,0,0,0,0,0,0,0,0.052919300011126325,,0.024368800019146875,0.024681700015207753,0.029339700005948544,0.052919300011126325,0.052919300011126325,0.052919300011126325,1.5422528999915812,1,[1.5012371000193525],[1.501246900006663],0,,,,,,,,,,2023-11-06_22h04.18.531,pilotv2,2023.2.3,59.79673892966042,2023-11-06 22h04.24.151567 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,1.5716735000023618,1.5987352000083774,1.5987352000083774,1.5987352000083774,1.5987352000083774,,,,,,,,
