InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide1.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,0.7092386999865994,0.7092191999836359,0.0

extraInfo
participant,
session,
date,2023-11-06_22h31.12.347
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.2087557965742
expStart,2023-11-06 22h31.18.276446 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide2.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,0.35508460001437925,0.3550748999987263,0.0

extraInfo
participant,
session,
date,2023-11-06_22h31.12.347
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.2087557965742
expStart,2023-11-06 22h31.18.276446 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide3.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.8831135999935213,1.8831095999921672,0.0

extraInfo
participant,
session,
date,2023-11-06_22h31.12.347
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.2087557965742
expStart,2023-11-06 22h31.18.276446 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide4.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.3204456999956165,1.3204333999892697,0.0

extraInfo
participant,
session,
date,2023-11-06_22h31.12.347
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.2087557965742
expStart,2023-11-06 22h31.18.276446 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide5.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,0.9491329000156838,0.9491243000084069,0.0

extraInfo
participant,
session,
date,2023-11-06_22h31.12.347
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.2087557965742
expStart,2023-11-06 22h31.18.276446 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide6.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,5.018731199990725,5.018726999987848,0.0

extraInfo
participant,
session,
date,2023-11-06_22h31.12.347
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.2087557965742
expStart,2023-11-06 22h31.18.276446 +0100
