n,order,,
3.0,0.0, 1.0, 2.0

extraInfo
participant,44
session,2
date,2023-11-07_10h44.54.909
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.149435246420175
expStart,2023-11-07 10h45.14.090230 +0100
﻿n,order,,
3.0,0.0, 1.0, 2.0

extraInfo
participant,44
session,2
date,2023-11-07_10h44.54.909
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.149435246420175
expStart,2023-11-07 10h45.14.090230 +0100
﻿n,order,,
3.0,0.0, 1.0, 2.0

extraInfo
participant,44
session,2
date,2023-11-07_10h44.54.909
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.149435246420175
expStart,2023-11-07 10h45.14.090230 +0100
