InstructionsFilepath,instructionsCont.thisRepN,instructionsCont.thisTrialN,instructionsCont.thisN,instructionsCont.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,Instructions1.stopped,buttonNext.numClicks,buttonNext.timesOn,buttonNext.timesOff,buttonBack.numClicks,buttonBack.timesOn,buttonBack.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
instructions//slide1.png,0,0,0,0,0,0,0,0,0.13470029999734834,,0.027706399996532127,0.028221000015037134,0.03323679999448359,0.13470029999734834,0.13470029999734834,0.13470029999734834,1.4591015999903902,1,[1.3555075000040233],[1.3555163000128232],0,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide2.png,1,0,1,0,0,0,0,0,1.6022660000016913,,1.5060823000094388,1.5065710000053514,1.5117421000031754,1.6022660000016913,1.6022660000016913,1.6022660000016913,3.490988200006541,0,,,1,[1.9077149000077043],[1.9077264000079595],,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide1.png,2,0,2,0,0,0,0,0,3.656319000001531,,3.539978599990718,3.5404372999910265,3.544982899999013,3.656319000001531,3.656319000001531,3.656319000001531,4.92544170000474,1,[1.2888425999844912],[1.288853799982462],0,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide2.png,3,0,3,0,0,0,0,0,5.0843962999933865,,4.96762189999572,4.96808580000652,4.9723612999951,5.0843962999933865,5.0843962999933865,5.0843962999933865,6.086184100015089,0,,,1,[1.023159600008512],[1.0231697999988683],,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide1.png,4,0,4,0,0,0,0,0,6.234353700012434,,6.135963300010189,6.136405800003558,6.140969200001564,6.234353700012434,6.234353700012434,6.234353700012434,7.552424199995585,1,[1.3427281999902334],[1.3427401999942958],0,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide2.png,5,0,5,0,0,0,0,0,7.69048560000374,,7.60180480001145,7.60219929998857,7.606748299993342,7.69048560000374,7.69048560000374,7.69048560000374,8.691356399998767,1,[1.0163088999979664],[1.0163205999997444],0,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide3.png,6,0,6,0,0,0,0,0,8.845340100000612,,8.749379899993073,8.74987629998941,8.754903099994408,8.845340100000612,8.845340100000612,8.845340100000612,16.79098300001351,0,,,1,[7.966809700010344],[7.966815099993255],,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide2.png,7,0,7,0,0,0,0,0,16.950858500000322,,16.849395400000503,16.84974720000173,16.854131300002337,16.950858500000322,16.950858500000322,16.950858500000322,18.61925789999077,1,[1.6932978999975603],[1.6933023000019602],0,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide3.png,8,0,8,0,0,0,0,0,18.788535100000445,,18.697250400000485,18.697663400002057,18.701793599990197,18.788535100000445,18.788535100000445,18.788535100000445,19.661516299995128,0,,,1,[0.8906625999952666],[0.8906754000054207],,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide2.png,9,0,9,0,0,0,0,0,19.850860300008208,,19.732338300003903,19.732712700002594,19.73689820000436,19.850860300008208,19.850860300008208,19.850860300008208,21.185726099996828,1,[1.3577703000046313],[1.3577746999799274],0,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide3.png,10,0,10,0,0,0,0,0,21.35068579998915,,21.256792800006224,21.257213000004413,21.26130579999881,21.35068579998915,21.35068579998915,21.35068579998915,22.28541119999136,0,,,1,[0.955265500000678],[0.9552753000170924],,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide2.png,11,0,11,0,0,0,0,0,22.45692150000832,,22.365240299986908,22.365681099996436,22.370284600008745,22.45692150000832,22.45692150000832,22.45692150000832,23.107816600007936,1,[0.6693009000155143],[0.6693058000237215],0,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide3.png,12,0,12,0,0,0,0,0,23.28411499998765,,23.186140900012106,23.1866461999889,23.191300500009675,23.28411499998765,23.28411499998765,23.28411499998765,23.33520500001032,1,[0.07421560000511818],[0.07422040001256391],0,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide4.png,13,0,13,0,0,0,0,0,23.519832499994664,,23.4229675999959,23.423495700000785,23.428341299993917,23.519832499994664,23.519832499994664,23.519832499994664,23.859594700013986,1,[0.360828600008972],[0.36083740001777187],0,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide5.png,14,0,14,0,0,0,0,0,24.050750399997924,,23.95226140000159,23.952679600013653,23.957612099999096,24.050750399997924,24.050750399997924,24.050750399997924,24.752291400014656,1,[0.7238101999973878],[0.7238218999991659],0,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide6.png,15,0,15,0,0,0,0,0,24.9508507999999,,24.851947599992855,24.85250919999089,24.857688999996753,24.9508507999999,24.9508507999999,24.9508507999999,27.75175369999488,0,,,1,[2.825526100001298],[2.825531000009505],,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide5.png,16,0,16,0,0,0,0,0,27.951996499992674,,27.844388500001514,27.844880599994212,27.849429099995177,27.951996499992674,27.951996499992674,27.951996499992674,28.21921619999921,0,,,1,[0.2859547999978531],[0.28596029998152517],,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide4.png,17,0,17,0,0,0,0,0,28.419971199997235,,28.323020500014536,28.323468899994623,28.328318399988348,28.419971199997235,28.419971199997235,28.419971199997235,28.476285599987023,0,,,1,[0.07722139998804778],[0.0772311000037007],,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
instructions//slide3.png,18,0,18,0,0,0,0,0,28.710608599998523,,28.58788549999008,28.5883984999964,28.593168699997477,28.710608599998523,28.710608599998523,28.710608599998523,29.85620639999979,1,[1.167923700006213],[1.167932699987432],0,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h19.49.016,pilotv2,2023.2.3,60.11801164914007,2023-11-06 22h19.59.653466 +0100,
,,,,,,,,,30.050670399999944,,29.957040400011465,29.957408299989766,29.961529299995163,30.050670399999944,30.050670399999944,30.050670399999944,,,,,,,,,,,,,,,
