instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,InstructionsFilepath,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.05435970000689849,,0.022859100019559264,0.023295699997106567,0.02791620002244599,0.05435970000689849,0.05435970000689849,0.05435970000689849,,,,,,,,
