category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,interval,trialstest.thisRepN,trialstest.thisTrialN,trialstest.thisN,trialstest.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,testcancel.thisRepN,testcancel.thisTrialN,testcancel.thisN,testcancel.thisIndex,thisRow.t,notes,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,response.started,fixCross.started,text1.started,text2.started,text3.started,text4.started,text5.started,text6.started,text7.started,text8.started,kb.started,num1.started,num2.started,num3.started,num4.started,response.stopped,kb.keys,kb.rt,kb.duration,accCheck.started,text_18.started,text_19.started,accCheck.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
horse,4,stim//obj1.png,stim//horse4.png,full right,slight right,slight left,full left,horse,car,shoe,turtle,False,2.161,,,,,0,2,2,2,1,0,1,0,,,,,17.545606300001964,,,,,,,,,,,,17.429842699988512,17.545606300001964,17.545606300001964,17.795640500000445,17.795640500000445,17.779384599998593,17.779408600006718,17.795640500000445,18.21410330000799,18.029635999992024,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_15h53.16.987,pilotv1,2023.2.3,59.890711430781494,2023-11-06 15h53.28.066257 +0100,
horse,4,stim//obj1.png,stim//horse4.png,full right,slight right,slight left,full left,horse,car,shoe,turtle,False,2.161,,,,,0,2,2,2,2,0,2,0,,,,,18.21410330000799,,,,,,,,,,,,18.03005679999478,18.21410330000799,18.21410330000799,18.464681299985386,18.464681299985386,18.450866200000746,18.450880399992457,18.464681299985386,18.72904770000605,18.699320199986687,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_15h53.16.987,pilotv1,2023.2.3,59.890711430781494,2023-11-06 15h53.28.066257 +0100,
turtle,1,stim//obj1.png,stim//turtle1.png,full left,full right,slight left,slight right,shoe,turtle,horse,car,False,2.629,,,,,0,3,3,3,0,0,0,0,,,,,22.829084400000283,,,,,,,,,21.713664799986873,21.72869119999814,22.712022199993953,22.713023199990857,22.829084400000283,22.829084400000283,23.078790400002617,23.078790400002617,23.062584800005425,23.062597699987236,23.078790400002617,23.445512400008738,23.31298099999549,18.699398500000825,18.72904770000605,18.72904770000605,18.72904770000605,18.72904770000605,18.72904770000605,18.72904770000605,18.72904770000605,18.72904770000605,18.72904770000605,18.72904770000605,18.72904770000605,18.72904770000605,18.72904770000605,18.72904770000605,21.712370699999155,None,,,21.71354130000691,,,,,001,2023-11-06_15h53.16.987,pilotv1,2023.2.3,59.890711430781494,2023-11-06 15h53.28.066257 +0100,
turtle,1,stim//obj1.png,stim//turtle1.png,full left,full right,slight left,slight right,shoe,turtle,horse,car,False,2.629,,,,,0,3,3,3,1,0,1,0,,,,,23.445512400008738,,,,,,,,,,,,23.31327019998571,23.445512400008738,23.445512400008738,23.695610099995974,23.695610099995974,23.679338099987945,23.679351400001906,23.695610099995974,24.11215689999517,23.929274299996905,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_15h53.16.987,pilotv1,2023.2.3,59.890711430781494,2023-11-06 15h53.28.066257 +0100,
turtle,1,stim//obj1.png,stim//turtle1.png,full left,full right,slight left,slight right,shoe,turtle,horse,car,False,2.629,,,,,0,3,3,3,2,0,2,0,,,,,24.11215689999517,,,,,,,,,,,,23.92969550000271,24.11215689999517,24.11215689999517,24.362011899997015,24.362011899997015,24.346147300006123,24.34615979998489,24.362011899997015,24.62884039999335,24.59603019998758,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_15h53.16.987,pilotv1,2023.2.3,59.890711430781494,2023-11-06 15h53.28.066257 +0100,
car,2,stim//obj1.png,stim//car2.png,car,shoe,horse,turtle,slight left,full right,full left,slight right,True,2.548,,,,,0,4,4,4,0,0,0,0,,,,,28.72842909998144,,,,,,,,,27.614620599983027,27.62882620000164,28.61221170000499,28.612729399988893,28.72842909998144,28.72842909998144,28.978765000007115,28.978765000007115,28.96247779999976,28.962491099984618,28.978765000007115,29.34529399999883,29.212774599989643,24.59611079999013,24.62884039999335,24.62884039999335,24.62884039999335,24.62884039999335,24.62884039999335,24.62884039999335,24.62884039999335,24.62884039999335,24.62884039999335,24.62884039999335,24.62884039999335,24.62884039999335,24.62884039999335,24.62884039999335,27.612176599999657,None,,,27.61449619999621,,,,,001,2023-11-06_15h53.16.987,pilotv1,2023.2.3,59.890711430781494,2023-11-06 15h53.28.066257 +0100,
car,2,stim//obj1.png,stim//car2.png,car,shoe,horse,turtle,slight left,full right,full left,slight right,True,2.548,,,,,0,4,4,4,1,0,1,0,,,,,29.34529399999883,,,,,,,,,,,,29.21302399999695,29.34529399999883,29.34529399999883,29.595468699990306,29.595468699990306,29.579242499981774,29.579266099986853,29.595468699990306,30.011954399989918,29.82907300000079,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_15h53.16.987,pilotv1,2023.2.3,59.890711430781494,2023-11-06 15h53.28.066257 +0100,
car,2,stim//obj1.png,stim//car2.png,car,shoe,horse,turtle,slight left,full right,full left,slight right,True,2.548,,,,,0,4,4,4,2,0,2,0,,,,,30.011954399989918,,,,,,,,,,,,29.829463200003374,30.011954399989918,30.011954399989918,30.262086700007785,30.262086700007785,30.246265499998117,30.24629760000971,30.262086700007785,30.52888850000454,30.49619159998838,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_15h53.16.987,pilotv1,2023.2.3,59.890711430781494,2023-11-06 15h53.28.066257 +0100,
car,2,stim//obj1.png,stim//car2.png,car,shoe,horse,turtle,slight left,full right,full left,slight right,True,2.548,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.496350400004303,30.52888850000454,30.52888850000454,30.52888850000454,30.52888850000454,30.52888850000454,30.52888850000454,30.52888850000454,30.52888850000454,30.52888850000454,30.52888850000454,30.52888850000454,30.52888850000454,30.52888850000454,30.52888850000454,33.51224740000907,1,1.2286530999990646,None,33.51363830000628,33.52867840000545,33.52867840000545,34.51212790000136,,001,2023-11-06_15h53.16.987,pilotv1,2023.2.3,59.890711430781494,2023-11-06 15h53.28.066257 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.52849259998766,,,,,,,,,34.51249039999675,34.52849259998766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
