3.0044 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
7.8051 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
8.6837 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E8C3D5E20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E8C3D5DC0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023E8C3D5BE0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023E8C956D90>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.6838 	EXP 	window1: mouseVisible = True
8.6838 	EXP 	window1: backgroundImage = ''
8.6838 	EXP 	window1: backgroundFit = 'none'
8.6854 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.6854 	EXP 	window1: recordFrameIntervals = False
8.8491 	EXP 	window1: recordFrameIntervals = True
9.0331 	EXP 	Screen (0) actual frame rate measured at 59.99Hz
9.0331 	EXP 	window1: recordFrameIntervals = False
9.0333 	EXP 	window1: mouseVisible = False
11.3798 	EXP 	pilotv2: status = STARTED
11.3804 	EXP 	window1: mouseVisible = True
11.3910 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.96, 0.54]), texRes=128.0, units='height', win=Window(...))
11.3912 	EXP 	window1: mouseVisible = True
11.3914 	EXP 	window1: mouseVisible = True
11.3918 	EXP 	window1: mouseVisible = True
11.3922 	EXP 	window1: mouseVisible = True
11.4080 	EXP 	window1: mouseVisible = True
11.4081 	EXP 	window1: mouseVisible = True
11.4085 	EXP 	window1: mouseVisible = True
11.4089 	EXP 	window1: mouseVisible = True
11.4241 	EXP 	window1: mouseVisible = True
11.4244 	EXP 	window1: mouseVisible = True
11.4245 	EXP 	window1: mouseVisible = True
11.4249 	EXP 	window1: mouseVisible = True
11.4253 	EXP 	window1: mouseVisible = True
11.4392 	EXP 	window1: mouseVisible = True
11.4393 	EXP 	window1: mouseVisible = True
11.4398 	EXP 	window1: mouseVisible = True
11.4402 	EXP 	window1: mouseVisible = True
11.4529 	EXP 	window1: mouseVisible = True
11.4531 	EXP 	window1: mouseVisible = True
11.5300 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.5303 	EXP 	window1: mouseVisible = True
11.5304 	EXP 	window1: mouseVisible = True
11.5308 	EXP 	window1: mouseVisible = True
11.5312 	EXP 	window1: mouseVisible = True
11.5559 	EXP 	window1: mouseVisible = True
11.5560 	EXP 	window1: mouseVisible = True
11.5565 	EXP 	window1: mouseVisible = True
11.5569 	EXP 	window1: mouseVisible = True
11.5676 	EXP 	window1: mouseVisible = True
11.5679 	EXP 	window1: mouseVisible = True
11.5680 	EXP 	window1: mouseVisible = True
11.5685 	EXP 	window1: mouseVisible = True
11.5689 	EXP 	window1: mouseVisible = True
11.5781 	EXP 	window1: mouseVisible = True
11.5783 	EXP 	window1: mouseVisible = True
11.5787 	EXP 	window1: mouseVisible = True
11.5791 	EXP 	window1: mouseVisible = True
11.5827 	EXP 	window1: mouseVisible = True
11.5828 	EXP 	window1: mouseVisible = True
11.5871 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
11.5872 	EXP 	window1: mouseVisible = True
11.5922 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.5924 	EXP 	window1: mouseVisible = True
11.5926 	EXP 	window1: mouseVisible = True
11.5930 	EXP 	window1: mouseVisible = True
11.5935 	EXP 	window1: mouseVisible = True
11.5976 	EXP 	window1: mouseVisible = True
11.5977 	EXP 	window1: mouseVisible = True
11.5982 	EXP 	window1: mouseVisible = True
11.5986 	EXP 	window1: mouseVisible = True
11.6022 	EXP 	window1: mouseVisible = True
11.6024 	EXP 	window1: mouseVisible = True
11.6025 	EXP 	window1: mouseVisible = True
11.6030 	EXP 	window1: mouseVisible = True
11.6034 	EXP 	window1: mouseVisible = True
11.6075 	EXP 	window1: mouseVisible = True
11.6076 	EXP 	window1: mouseVisible = True
11.6081 	EXP 	window1: mouseVisible = True
11.6085 	EXP 	window1: mouseVisible = True
11.6120 	EXP 	window1: mouseVisible = True
11.6121 	EXP 	window1: mouseVisible = True
11.6168 	EXP 	Created image_18 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj2.png', interpolate=True, mask=None, maskParams=None, name='image_18', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
11.6172 	EXP 	window1: mouseVisible = True
11.6223 	EXP 	Created text_10 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_10', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.6225 	EXP 	window1: mouseVisible = True
11.6226 	EXP 	window1: mouseVisible = True
11.6231 	EXP 	window1: mouseVisible = True
11.6235 	EXP 	window1: mouseVisible = True
11.6276 	EXP 	window1: mouseVisible = True
11.6277 	EXP 	window1: mouseVisible = True
11.6281 	EXP 	window1: mouseVisible = True
11.6286 	EXP 	window1: mouseVisible = True
11.6322 	EXP 	window1: mouseVisible = True
11.6324 	EXP 	window1: mouseVisible = True
11.6325 	EXP 	window1: mouseVisible = True
11.6330 	EXP 	window1: mouseVisible = True
11.6334 	EXP 	window1: mouseVisible = True
11.6375 	EXP 	window1: mouseVisible = True
11.6377 	EXP 	window1: mouseVisible = True
11.6381 	EXP 	window1: mouseVisible = True
11.6386 	EXP 	window1: mouseVisible = True
11.6422 	EXP 	window1: mouseVisible = True
11.6422 	EXP 	window1: mouseVisible = True
11.6465 	EXP 	Created image_19 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori2.png', interpolate=True, mask=None, maskParams=None, name='image_19', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
11.6467 	EXP 	window1: mouseVisible = True
11.6518 	EXP 	Created text_11 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_11', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.6520 	EXP 	window1: mouseVisible = True
11.6522 	EXP 	window1: mouseVisible = True
11.6526 	EXP 	window1: mouseVisible = True
11.6531 	EXP 	window1: mouseVisible = True
11.6572 	EXP 	window1: mouseVisible = True
11.6573 	EXP 	window1: mouseVisible = True
11.6578 	EXP 	window1: mouseVisible = True
11.6582 	EXP 	window1: mouseVisible = True
11.6618 	EXP 	window1: mouseVisible = True
11.6620 	EXP 	window1: mouseVisible = True
11.6622 	EXP 	window1: mouseVisible = True
11.6626 	EXP 	window1: mouseVisible = True
11.6630 	EXP 	window1: mouseVisible = True
11.6673 	EXP 	window1: mouseVisible = True
11.6675 	EXP 	window1: mouseVisible = True
11.6679 	EXP 	window1: mouseVisible = True
11.6683 	EXP 	window1: mouseVisible = True
11.6719 	EXP 	window1: mouseVisible = True
11.6720 	EXP 	window1: mouseVisible = True
11.6767 	EXP 	Created image_20 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj1.png', interpolate=True, mask=None, maskParams=None, name='image_20', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
11.6768 	EXP 	window1: mouseVisible = True
11.6867 	EXP 	Created imageInstruct_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.96, 0.54]), texRes=128.0, units='height', win=Window(...))
11.6870 	EXP 	window1: mouseVisible = True
11.6871 	EXP 	window1: mouseVisible = True
11.6876 	EXP 	window1: mouseVisible = True
11.6880 	EXP 	window1: mouseVisible = True
11.6919 	EXP 	window1: mouseVisible = True
11.6920 	EXP 	window1: mouseVisible = True
11.6925 	EXP 	window1: mouseVisible = True
11.6929 	EXP 	window1: mouseVisible = True
11.6968 	EXP 	window1: mouseVisible = True
11.6970 	EXP 	window1: mouseVisible = True
11.6972 	EXP 	window1: mouseVisible = True
11.6976 	EXP 	window1: mouseVisible = True
11.6980 	EXP 	window1: mouseVisible = True
11.7019 	EXP 	window1: mouseVisible = True
11.7021 	EXP 	window1: mouseVisible = True
11.7025 	EXP 	window1: mouseVisible = True
11.7029 	EXP 	window1: mouseVisible = True
11.7065 	EXP 	window1: mouseVisible = True
11.7066 	EXP 	window1: mouseVisible = True
11.7192 	EXP 	Created text_12 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_12', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.7194 	EXP 	window1: mouseVisible = True
