category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,interval,delete.thisRepN,delete.thisTrialN,delete.thisN,delete.thisIndex,babySteps.thisRepN,babySteps.thisTrialN,babySteps.thisN,babySteps.thisIndex,babyloop.thisRepN,babyloop.thisTrialN,babyloop.thisN,babyloop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,cue.stopped,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,bResponse.started,fixCross_2.started,text1_2.started,text2_2.started,text3_2.started,text4_2.started,text5_2.started,text6_2.started,text7_2.started,text8_2.started,kb_2.started,num1_2.started,num2_2.started,num3_2.started,num4_2.started,key_resp_2.started,bResponse.stopped,kb_2.keys,kb_2.rt,kb_2.duration,key_resp_2.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02137050003511831,0.02169660001527518,0.022064900025725365,0.0365555000025779,0.0365555000025779,1.1557379000005312,['5'],[1.1056861000251956],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
car,2,stim//obj2.png,stim//car2.png,Turtle,Horse,Car,Shoe,Full Left,Half Right,Half Left,Full Right,True,2.475,,,,,0,0,0,0,0,0,0,0,2.3551481000031345,,,,,,,,,,,1.1632438999949954,1.1711262000026181,2.3551481000031345,2.1556593000423163,2.1561043999972753,2.3551481000031345,2.3551481000031345,2.6054463000036776,2.6054463000036776,2.5894987999927253,2.589511800033506,2.6054463000036776,2.955620100023225,2.839301100000739,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
car,2,stim//obj2.png,stim//car2.png,Turtle,Horse,Car,Shoe,Full Left,Half Right,Half Left,Full Right,True,2.475,,,,,0,0,0,0,1,0,1,0,2.955620100023225,,,,,,,,,,,,,,,2.839586000016425,2.955620100023225,2.955620100023225,3.205919400032144,3.205919400032144,3.1894901000196114,3.1895027999999,3.205919400032144,3.622575599991251,3.4398802000214346,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
car,2,stim//obj2.png,stim//car2.png,Turtle,Horse,Car,Shoe,Full Left,Half Right,Half Left,Full Right,True,2.475,,,,,0,0,0,0,2,0,2,0,3.622575599991251,,,,,,,,,,,,,,,3.440300300018862,3.622575599991251,3.622575599991251,3.8729575000470504,3.8729575000470504,3.8568606000044383,3.8568838000064716,3.8729575000470504,4.1901087000151165,4.106967700005043,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
car,2,stim//obj2.png,stim//car2.png,Turtle,Horse,Car,Shoe,Full Left,Half Right,Half Left,Full Right,True,2.475,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.134707799996249,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,4.1901087000151165,7.110091800044756,3,1.1522011999622919,None,None,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
horse,1,stim//ori2.png,stim//horse1.png,Half Left,Full Right,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2.425,,,,,0,1,1,1,0,0,0,0,8.226312900020275,,,,,,,,,,,7.111636599991471,7.125860000029206,8.226312900020275,8.11050680000335,8.1109522000188,8.226312900020275,8.226312900020275,8.476718900026754,8.476718900026754,8.460683999990579,8.460707999998704,8.476718900026754,8.826858400017954,8.710884700005408,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
horse,1,stim//ori2.png,stim//horse1.png,Half Left,Full Right,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2.425,,,,,0,1,1,1,1,0,1,0,8.826858400017954,,,,,,,,,,,,,,,8.711130400013644,8.826858400017954,8.826858400017954,9.077328300045338,9.077328300045338,9.061849499994423,9.061873300001025,9.077328300045338,9.494119300041348,9.311532600026112,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
horse,1,stim//ori2.png,stim//horse1.png,Half Left,Full Right,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2.425,,,,,0,1,1,1,2,0,2,0,9.494119300041348,,,,,,,,,,,,,,,9.31187360000331,9.494119300041348,9.494119300041348,9.744486900046468,9.744486900046468,9.728492500027642,9.728505300008692,9.744486900046468,10.045076600043103,9.978718300000764,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
horse,1,stim//ori2.png,stim//horse1.png,Half Left,Full Right,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2.425,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.009792900003958,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,10.045076600043103,14.733395999995992,2,4.66484829998808,None,None,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
car,1,stim//obj1.png,stim//car1.png,Half Left,Full Right,Full Left,Half Right,Car,Turtle,Horse,Shoe,False,2.877,,,,,0,2,2,2,0,0,0,0,15.849672500044107,,,,,,,,,,,14.734563400037587,14.748863700020593,15.849672500044107,15.733580100000836,15.734245700004976,15.849672500044107,15.849672500044107,16.099994000047445,16.099994000047445,16.083789700001944,16.08381320000626,16.099994000047445,16.44995880004717,16.333954700035974,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h50.37.746,pilotv2,2023.2.3,60.27731181417759,2023-11-08 15h50.54.048554 +0100,
