InstructionsFilepath,Instructions2Filepath,category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,interval,trainingLoop.thisRepN,trainingLoop.thisTrialN,trainingLoop.thisN,trainingLoop.thisIndex,instructions_controller.thisRepN,instructions_controller.thisTrialN,instructions_controller.thisN,instructions_controller.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,instructions2_controller.thisRepN,instructions2_controller.thisTrialN,instructions2_controller.thisN,instructions2_controller.thisIndex,instruction2_slide_loop.thisRepN,instruction2_slide_loop.thisTrialN,instruction2_slide_loop.thisN,instruction2_slide_loop.thisIndex,babySteps.thisRepN,babySteps.thisTrialN,babySteps.thisN,babySteps.thisIndex,babyloop.thisRepN,babyloop.thisTrialN,babyloop.thisN,babyloop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,Instructions1.stopped,buttonNext.numClicks,buttonNext.timesOn,buttonNext.timesOff,buttonBack.numClicks,buttonBack.timesOn,buttonBack.timesOff,test1.started,text_8.started,button.started,button_2.started,image_17.started,test1.stopped,button.numClicks,button.timesOn,button.timesOff,button_2.numClicks,button_2.timesOn,button_2.timesOff,test2.started,text_9.started,button_3.started,button_4.started,image_18.started,test2.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,button_4.numClicks,button_4.timesOn,button_4.timesOff,test3.started,text_10.started,button_5.started,button_7.started,image_19.started,test3.stopped,button_5.numClicks,button_5.timesOn,button_5.timesOff,button_7.numClicks,button_7.timesOn,button_7.timesOff,test4.started,text_11.started,button_6.started,button_8.started,image_20.started,test4.stopped,button_6.numClicks,button_6.timesOn,button_6.timesOff,button_8.numClicks,button_8.timesOn,button_8.timesOff,instruction2prep.started,instruction2prep.stopped,Instructions2.started,imageInstruct_2.started,buttonNext_2.started,buttonBack_2.started,Instructions2.stopped,buttonNext_2.numClicks,buttonNext_2.timesOn,buttonNext_2.timesOff,buttonBack_2.numClicks,buttonBack_2.timesOn,buttonBack_2.timesOff,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,cue.stopped,taskcue.stopped,babyStim.started,babyStim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,bResponse.started,fixCross_2.started,text1_2.started,text2_2.started,text3_2.started,text4_2.started,text5_2.started,text6_2.started,text7_2.started,text8_2.started,kb_2.started,num1_2.started,num2_2.started,num3_2.started,num4_2.started,key_resp_2.started,bResponse.stopped,kb_2.keys,kb_2.rt,kb_2.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,horse,1,stim//ori2.png,stim//horse1.png,Half Left,Full Right,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2.425,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,17.984189399983734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.96944999997504,16.983155099966098,17.984189399983734,17.968088799971156,17.968698699958622,17.968930899980478,17.968943699961528,17.984189399983734,18.234434599988163,18.218235999986064,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,horse,1,stim//ori2.png,stim//horse1.png,Half Left,Full Right,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2.425,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,18.234434599988163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.218651200004388,18.218945699976757,18.218956600001547,18.234434599988163,18.484474500000942,18.468426699982956,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,horse,1,stim//ori2.png,stim//horse1.png,Half Left,Full Right,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2.425,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,0,2,0,18.484474500000942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.468847799987998,18.46914000000106,18.46916219999548,18.484474500000942,18.901379199989606,18.718967999971937,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,horse,1,stim//ori2.png,stim//horse1.png,Half Left,Full Right,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2.425,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.86713959998451,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,18.901379199989606,20.02040149999084,2,0.5518477999721654,None,space,1.111593300011009,None,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,car,1,stim//obj1.png,stim//car1.png,Half Left,Full Right,Full Left,Half Right,Car,Turtle,Horse,Shoe,False,2.877,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,21.036371499998495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.02165780001087,20.035565299971495,21.036371499998495,21.020412499958184,21.02086559997406,21.02118459995836,21.021196299989242,21.036371499998495,21.287039199960418,21.270461099979002,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,car,1,stim//obj1.png,stim//car1.png,Half Left,Full Right,Full Left,Half Right,Car,Turtle,Horse,Shoe,False,2.877,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,0,1,0,21.287039199960418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.270885100006126,21.271231399965473,21.27125549997436,21.287039199960418,21.536866699985694,21.520945099997334,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,car,1,stim//obj1.png,stim//car1.png,Half Left,Full Right,Full Left,Half Right,Car,Turtle,Horse,Shoe,False,2.877,,,,,,,,,,,,,,,,,,,,,0,2,2,2,2,0,2,0,21.536866699985694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.52136239997344,21.521575499966275,21.52158820000477,21.536866699985694,21.93713579996256,21.771456099988427,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,car,1,stim//obj1.png,stim//car1.png,Half Left,Full Right,Full Left,Half Right,Car,Turtle,Horse,Shoe,False,2.877,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9138730999548,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,21.93713579996256,22.60569439997198,3,0.24431340000592172,None,space,0.6600026999949478,None,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Full Left,Half Left,Horse,Shoe,Car,Turtle,False,2.181,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,23.621963099983986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.606950099987444,22.62188980000792,23.621963099983986,23.606037799967453,23.606483099982142,23.60674699995434,23.60675939999055,23.621963099983986,23.872451299976092,23.85638159996597,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Full Left,Half Left,Horse,Shoe,Car,Turtle,False,2.181,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,0,1,0,23.872451299976092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.856880099978298,23.85716799995862,23.8571898000082,23.872451299976092,24.12217609997606,24.106551699980628,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Full Left,Half Left,Horse,Shoe,Car,Turtle,False,2.181,,,,,,,,,,,,,,,,,,,,,0,3,3,3,2,0,2,0,24.12217609997606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.10680259997025,24.107010099978652,24.107020399998873,24.12217609997606,24.540122099977452,24.356521199981216,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Full Left,Half Left,Horse,Shoe,Car,Turtle,False,2.181,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.503323899989482,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,24.540122099977452,25.27487999998266,4,0.26668509998125955,None,space,0.7283409000374377,None,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,car,1,stim//ori2.png,stim//car1.png,Turtle,Car,Horse,Shoe,Half Right,Half Left,Full Right,Full Left,True,2.47,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,26.290836400003172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.276221100008115,25.29009619995486,26.290836400003172,26.27531249995809,26.275809299957473,26.27608899999177,26.276101499970537,26.290836400003172,26.541309599997476,26.525272300001234,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,car,1,stim//ori2.png,stim//car1.png,Turtle,Car,Horse,Shoe,Half Right,Half Left,Full Right,Full Left,True,2.47,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,0,1,0,26.541309599997476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.525522199983243,26.5257861999562,26.525796599977184,26.541309599997476,26.791506699984893,26.77557269996032,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,car,1,stim//ori2.png,stim//car1.png,Turtle,Car,Horse,Shoe,Half Right,Half Left,Full Right,Full Left,True,2.47,,,,,,,,,,,,,,,,,,,,,0,4,4,4,2,0,2,0,26.791506699984893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.775817599962465,26.77609579998534,26.776106000004802,26.791506699984893,27.291819999984,27.02570920001017,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
,,car,1,stim//ori2.png,stim//car1.png,Turtle,Car,Horse,Shoe,Half Right,Half Left,Full Right,Full Left,True,2.47,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.258471699955408,27.291819999984,27.291819999984,27.291819999984,27.291819999984,27.291819999984,27.291819999984,27.291819999984,27.291819999984,27.291819999984,27.291819999984,27.291819999984,27.291819999984,27.291819999984,27.291819999984,27.291819999984,28.04355379997287,1,0.23408620001282543,None,space,0.7384263999992982,None,15,0,2023-11-08_15h13.55.739,pilotv2,2023.2.3,59.62901213158018,2023-11-08 15h14.07.630121 +0100,
