2.8739 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
13.5647 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
14.6154 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3293A0F40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3293A0FA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D3293A0DC0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D329924FD0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.6156 	EXP 	window1: mouseVisible = True
14.6157 	EXP 	window1: backgroundImage = ''
14.6157 	EXP 	window1: backgroundFit = 'none'
14.6185 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.6186 	EXP 	window1: recordFrameIntervals = False
14.7811 	EXP 	window1: recordFrameIntervals = True
14.9647 	EXP 	Screen (0) actual frame rate measured at 60.00Hz
14.9647 	EXP 	window1: recordFrameIntervals = False
14.9649 	EXP 	window1: mouseVisible = False
18.4743 	EXP 	pilotv2: status = STARTED
18.4748 	EXP 	window1: mouseVisible = True
18.4896 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
18.4900 	EXP 	window1: mouseVisible = True
18.4902 	EXP 	window1: mouseVisible = True
18.4909 	EXP 	window1: mouseVisible = True
18.4915 	EXP 	window1: mouseVisible = True
18.5440 	EXP 	window1: mouseVisible = True
18.5443 	EXP 	window1: mouseVisible = True
18.5453 	EXP 	window1: mouseVisible = True
18.5460 	EXP 	window1: mouseVisible = True
18.5896 	EXP 	window1: mouseVisible = True
18.5900 	EXP 	window1: mouseVisible = True
18.5902 	EXP 	window1: mouseVisible = True
18.5908 	EXP 	window1: mouseVisible = True
18.5915 	EXP 	window1: mouseVisible = True
18.6172 	EXP 	window1: mouseVisible = True
18.6174 	EXP 	window1: mouseVisible = True
18.6181 	EXP 	window1: mouseVisible = True
18.6188 	EXP 	window1: mouseVisible = True
18.6238 	EXP 	window1: mouseVisible = True
18.6241 	EXP 	window1: mouseVisible = True
18.7180 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
18.7184 	EXP 	window1: mouseVisible = True
18.7186 	EXP 	window1: mouseVisible = True
18.7193 	EXP 	window1: mouseVisible = True
18.7199 	EXP 	window1: mouseVisible = True
18.7582 	EXP 	window1: mouseVisible = True
18.7585 	EXP 	window1: mouseVisible = True
18.7591 	EXP 	window1: mouseVisible = True
18.7598 	EXP 	window1: mouseVisible = True
18.7752 	EXP 	window1: mouseVisible = True
18.7756 	EXP 	window1: mouseVisible = True
18.7757 	EXP 	window1: mouseVisible = True
18.7764 	EXP 	window1: mouseVisible = True
18.7770 	EXP 	window1: mouseVisible = True
18.7904 	EXP 	window1: mouseVisible = True
18.7906 	EXP 	window1: mouseVisible = True
18.7913 	EXP 	window1: mouseVisible = True
18.7921 	EXP 	window1: mouseVisible = True
18.7977 	EXP 	window1: mouseVisible = True
18.7978 	EXP 	window1: mouseVisible = True
18.8035 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
18.8037 	EXP 	window1: mouseVisible = True
18.8113 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
18.8116 	EXP 	window1: mouseVisible = True
18.8118 	EXP 	window1: mouseVisible = True
18.8125 	EXP 	window1: mouseVisible = True
18.8131 	EXP 	window1: mouseVisible = True
18.8189 	EXP 	window1: mouseVisible = True
18.8191 	EXP 	window1: mouseVisible = True
18.8197 	EXP 	window1: mouseVisible = True
18.8204 	EXP 	window1: mouseVisible = True
18.8261 	EXP 	window1: mouseVisible = True
18.8264 	EXP 	window1: mouseVisible = True
18.8266 	EXP 	window1: mouseVisible = True
18.8272 	EXP 	window1: mouseVisible = True
18.8279 	EXP 	window1: mouseVisible = True
