category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,correctButton,interval,trainingLoop.thisRepN,trainingLoop.thisTrialN,trainingLoop.thisN,trainingLoop.thisIndex,babyEnter.thisRepN,babyEnter.thisTrialN,babyEnter.thisN,babyEnter.thisIndex,babySteps.thisRepN,babySteps.thisTrialN,babySteps.thisN,babySteps.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,fixCrossR_6.started,cue.stopped,fixCrossR_6.stopped,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,response.started,fixCross.started,text1.started,text2.started,text3.started,text4.started,text5.started,text6.started,text7.started,text8.started,kb.started,num1.started,num2.started,num3.started,num4.started,response.stopped,kb.keys,kb.rt,kb.duration,codeAcc.started,codeAcc.stopped,ITI.started,fixCrossR.started,fixCrossR.stopped,ITI.stopped,tybb.started,key_resp_13.started,fixCrossR_5.started,tybb.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025335999962408096,0.002793699997710064,0.010422099992865697,0.013960199998109601,0.013960199998109601,11.810662499992759,['5'],[11.792566100004478],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
shoe,2,stim//ori2.png,stim//shoe2.png,Full Right,Half Left,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2,2.43,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13.081552399991779,,,,,,,,,,,11.840732800003025,11.846684499992989,11.846684499992989,13.081552399991779,13.081552399991779,12.825364399992395,12.826754800000344,13.081552399991779,13.081552399991779,13.324100500001805,13.324100500001805,13.309170699998504,13.309199199997238,13.324100500001805,13.657849099996383,13.557769699997152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
shoe,2,stim//ori2.png,stim//shoe2.png,Full Right,Half Left,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2,2.43,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,13.657849099996383,,,,,,,,,,,,,,,,,13.558088000005228,13.657849099996383,13.657849099996383,13.907348399996408,13.907348399996408,13.89149229999748,13.891522199992323,13.907348399996408,14.252507900004275,14.141327100005583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
shoe,2,stim//ori2.png,stim//shoe2.png,Full Right,Half Left,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2,2.43,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,14.252507900004275,,,,,,,,,,,,,,,,,14.141863500000909,14.252507900004275,14.252507900004275,14.49052649999794,14.49052649999794,14.474492699999246,14.474520899995696,14.49052649999794,14.78081480000401,14.72453979999409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
shoe,2,stim//ori2.png,stim//shoe2.png,Full Right,Half Left,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2,2.43,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.744616299998597,14.78081480000401,14.78081480000401,14.78081480000401,14.78081480000401,14.78081480000401,14.78081480000401,14.78081480000401,14.78081480000401,14.78081480000401,14.78081480000401,14.78081480000401,14.78081480000401,14.78081480000401,14.78081480000401,17.72595310000179,2,1.7449242000002414,None,17.727281200001016,17.727713999993284,17.7277299999987,17.74114529999497,20.17187649999687,20.15688670000236,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
turtle,4,stim//ori2.png,stim//turtle4.png,Half Left,Half Right,Full Left,Full Right,Horse,Turtle,Car,Shoe,False,4,2.58,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,21.27202989999205,,,,,,,,,,,20.157277099991916,20.17187649999687,20.17187649999687,21.27202989999205,21.27202989999205,21.155855499993777,21.156963500005077,21.27202989999205,21.27202989999205,21.52149850000569,21.52149850000569,21.505779800005257,21.50580959999934,21.52149850000569,21.87003679999907,21.755457299994305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
turtle,4,stim//ori2.png,stim//turtle4.png,Half Left,Half Right,Full Left,Full Right,Horse,Turtle,Car,Shoe,False,4,2.58,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,21.87003679999907,,,,,,,,,,,,,,,,,21.755990799996653,21.87003679999907,21.87003679999907,22.10464669999783,22.10464669999783,22.088790299996617,22.088820200006012,22.10464669999783,22.451473299995996,22.338781800004654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
turtle,4,stim//ori2.png,stim//turtle4.png,Half Left,Half Right,Full Left,Full Right,Horse,Turtle,Car,Shoe,False,4,2.58,,,,,,,,,,,,,,,,,0,1,1,1,2,0,2,0,22.451473299995996,,,,,,,,,,,,,,,,,22.339365299994824,22.451473299995996,22.451473299995996,22.687881100006052,22.687881100006052,22.671952499993495,22.671980800005258,22.687881100006052,22.964599700004328,22.921974600001704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
turtle,4,stim//ori2.png,stim//turtle4.png,Half Left,Half Right,Full Left,Full Right,Horse,Turtle,Car,Shoe,False,4,2.58,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.945280100000673,22.964599700004328,22.964599700004328,22.964599700004328,22.964599700004328,22.964599700004328,22.964599700004328,22.964599700004328,22.964599700004328,22.964599700004328,22.964599700004328,22.964599700004328,22.964599700004328,22.964599700004328,22.964599700004328,25.922444499999983,4,1.0813859999907436,None,25.924487600001157,25.92502229999809,25.92504960000224,25.938513699991745,28.519137099996442,28.504993900001864,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
shoe,4,stim//ori2.png,stim//shoe4.png,Half Left,Full Right,Full Left,Half Right,Shoe,Car,Horse,Turtle,False,2,2.491,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,29.61894790000224,,,,,,,,,,,28.505232499999693,28.519137099996442,28.519137099996442,29.61894790000224,29.61894790000224,29.503176400001394,29.504289799995604,29.61894790000224,29.61894790000224,29.8687299000012,29.8687299000012,29.852595299991663,29.852615499999956,29.8687299000012,30.21759810000367,30.103199499993934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
shoe,4,stim//ori2.png,stim//shoe4.png,Half Left,Full Right,Full Left,Half Right,Shoe,Car,Horse,Turtle,False,2,2.491,,,,,,,,,,,,,,,,,0,2,2,2,1,0,1,0,30.21759810000367,,,,,,,,,,,,,,,,,30.10389650000434,30.21759810000367,30.21759810000367,30.4520843999926,30.4520843999926,30.436352100005024,30.43638430000283,30.4520843999926,30.801761399998213,30.686025300004985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
shoe,4,stim//ori2.png,stim//shoe4.png,Half Left,Full Right,Full Left,Half Right,Shoe,Car,Horse,Turtle,False,2,2.491,,,,,,,,,,,,,,,,,0,2,2,2,2,0,2,0,30.801761399998213,,,,,,,,,,,,,,,,,30.68670679999923,30.801761399998213,30.801761399998213,31.051842899993062,31.051842899993062,31.03577309999673,31.035800099998596,31.051842899993062,31.325106100004632,31.28574419999495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
shoe,4,stim//ori2.png,stim//shoe4.png,Half Left,Full Right,Full Left,Half Right,Shoe,Car,Horse,Turtle,False,2,2.491,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3076621999935,31.325106100004632,31.325106100004632,31.325106100004632,31.325106100004632,31.325106100004632,31.325106100004632,31.325106100004632,31.325106100004632,31.325106100004632,31.325106100004632,31.325106100004632,31.325106100004632,31.325106100004632,31.325106100004632,34.30186859999958,2,2.768662200003746,None,34.30301210000471,34.30334099999163,34.30335699999705,34.31912580000062,36.81625419999182,36.80204890000459,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
turtle,4,stim//obj2.png,stim//turtle4.png,Horse,Turtle,Car,Shoe,Half Right,Half Left,Full Left,Full Right,True,2,2.589,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,37.912263299993356,,,,,,,,,,,36.8022723000031,36.81625419999182,36.81625419999182,37.912263299993356,37.912263299993356,37.80052699999942,37.8016304000048,37.912263299993356,37.912263299993356,38.14955829999235,38.14955829999235,38.13375809999707,38.133789899991825,38.14955829999235,38.4978351000027,38.38360109999485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
turtle,4,stim//obj2.png,stim//turtle4.png,Horse,Turtle,Car,Shoe,Half Right,Half Left,Full Left,Full Right,True,2,2.589,,,,,,,,,,,,,,,,,0,3,3,3,1,0,1,0,38.4978351000027,,,,,,,,,,,,,,,,,38.38415199999872,38.4978351000027,38.4978351000027,38.73255919999792,38.73255919999792,38.71688530000392,38.71691339999961,38.73255919999792,39.081819500002894,38.96685169999546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
turtle,4,stim//obj2.png,stim//turtle4.png,Horse,Turtle,Car,Shoe,Half Right,Half Left,Full Left,Full Right,True,2,2.589,,,,,,,,,,,,,,,,,0,3,3,3,2,0,2,0,39.081819500002894,,,,,,,,,,,,,,,,,38.96743210000568,39.081819500002894,39.081819500002894,39.31585980000091,39.31585980000091,39.2998510000034,39.299881700004335,39.31585980000091,39.59515039999678,39.54989850000129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
