category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,correctButton,interval,trainingLoop.thisRepN,trainingLoop.thisTrialN,trainingLoop.thisN,trainingLoop.thisIndex,babyEnter.thisRepN,babyEnter.thisTrialN,babyEnter.thisN,babyEnter.thisIndex,babySteps.thisRepN,babySteps.thisTrialN,babySteps.thisN,babySteps.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,fixCrossR_6.started,cue.stopped,fixCrossR_6.stopped,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,response.started,fixCross.started,text1.started,text2.started,text3.started,text4.started,text5.started,text6.started,text7.started,text8.started,kb.started,num1.started,num2.started,num3.started,num4.started,response.stopped,kb.keys,kb.rt,kb.duration,codeAcc.started,codeAcc.stopped,ITI.started,fixCrossR.started,fixCrossR.stopped,ITI.stopped,tybb.started,key_resp_13.started,fixCrossR_5.started,tybb.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
turtle,4,stim//obj2.png,stim//turtle4.png,Horse,Turtle,Car,Shoe,Half Right,Half Left,Full Left,Full Right,True,2,2.589,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.57491120000486,39.59515039999678,39.59515039999678,39.59515039999678,39.59515039999678,39.59515039999678,39.59515039999678,39.59515039999678,39.59515039999678,39.59515039999678,39.59515039999678,39.59515039999678,39.59515039999678,39.59515039999678,39.59515039999678,42.55220140000165,2,1.6348736999934772,None,42.55335099999502,42.55368070000259,42.55369630000496,42.56715770000301,45.163850900004036,45.14994059999299,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,2,stim//ori2.png,stim//horse2.png,Half Left,Full Left,Half Right,Full Right,Turtle,Horse,Shoe,Car,False,1,2.191,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,46.25947069999529,,,,,,,,,,,45.15024829999311,45.163850900004036,45.163850900004036,46.25947069999529,46.25947069999529,46.14794809999876,46.149105699994834,46.25947069999529,46.25947069999529,46.49718760000542,46.49718760000542,46.48135829999228,46.48139620000438,46.49718760000542,46.847871599995415,46.731165899996995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,2,stim//ori2.png,stim//horse2.png,Half Left,Full Left,Half Right,Full Right,Turtle,Horse,Shoe,Car,False,1,2.191,,,,,,,,,,,,,,,,,0,4,4,4,1,0,1,0,46.847871599995415,,,,,,,,,,,,,,,,,46.73184379999293,46.847871599995415,46.847871599995415,47.09673999999359,47.09673999999359,47.08074679999845,47.08077950000006,47.09673999999359,47.442469699992216,47.330832399995415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,2,stim//ori2.png,stim//horse2.png,Half Left,Full Left,Half Right,Full Right,Turtle,Horse,Shoe,Car,False,1,2.191,,,,,,,,,,,,,,,,,0,4,4,4,2,0,2,0,47.442469699992216,,,,,,,,,,,,,,,,,47.33141369999794,47.442469699992216,47.442469699992216,47.679896200002986,47.679896200002986,47.66403260000516,47.66406159999315,47.679896200002986,47.961212900001556,47.91388740000548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,2,stim//ori2.png,stim//horse2.png,Half Left,Full Left,Half Right,Full Right,Turtle,Horse,Shoe,Car,False,1,2.191,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.94089620000159,47.961212900001556,47.961212900001556,47.961212900001556,47.961212900001556,47.961212900001556,47.961212900001556,47.961212900001556,47.961212900001556,47.961212900001556,47.961212900001556,47.961212900001556,47.961212900001556,47.961212900001556,47.961212900001556,50.92822960000194,1,1.636139499998535,None,50.92908269999316,50.92933859999175,50.92934960000275,50.94725899999321,53.144370699999854,53.13030809999327,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,1,stim//obj1.png,stim//horse1.png,Full Right,Half Left,Half Right,Full Left,Turtle,Shoe,Horse,Car,False,3,2.454,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,54.2407125000027,,,,,,,,,,,53.130534399999306,53.144370699999854,53.144370699999854,54.2407125000027,54.2407125000027,54.12859059999755,54.12969620000513,54.2407125000027,54.2407125000027,54.47765339999751,54.47765339999751,54.46183899999596,54.46187009999994,54.47765339999751,54.82419800000207,54.71183369999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,1,stim//obj1.png,stim//horse1.png,Full Right,Half Left,Half Right,Full Left,Turtle,Shoe,Horse,Car,False,3,2.454,,,,,,,,,,,,,,,,,0,5,5,5,1,0,1,0,54.82419800000207,,,,,,,,,,,,,,,,,54.712457300003734,54.82419800000207,54.82419800000207,55.060841400001664,55.060841400001664,55.04495539999334,55.04498419999436,55.060841400001664,55.404638199994224,55.294834899992566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,1,stim//obj1.png,stim//horse1.png,Full Right,Half Left,Half Right,Full Left,Turtle,Shoe,Horse,Car,False,3,2.454,,,,,,,,,,,,,,,,,0,5,5,5,2,0,2,0,55.404638199994224,,,,,,,,,,,,,,,,,55.29537769999297,55.404638199994224,55.404638199994224,55.64397819999431,55.64397819999431,55.6281455999997,55.628175000005285,55.64397819999431,55.92378009999811,55.87783670000499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,1,stim//obj1.png,stim//horse1.png,Full Right,Half Left,Half Right,Full Left,Turtle,Shoe,Horse,Car,False,3,2.454,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9072240999958,55.92378009999811,55.92378009999811,55.92378009999811,55.92378009999811,55.92378009999811,55.92378009999811,55.92378009999811,55.92378009999811,55.92378009999811,55.92378009999811,55.92378009999811,55.92378009999811,55.92378009999811,55.92378009999811,58.88048669999989,4,2.346106500001042,None,58.88162279999233,58.88194900000235,58.88196519999474,58.89441939999233,61.35855819999415,61.344370099992375,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,2,stim//obj2.png,stim//horse2.png,Half Left,Full Right,Half Right,Full Left,Car,Horse,Turtle,Shoe,False,2,2.604,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,62.45690439999453,,,,,,,,,,,61.34459409999545,61.35855819999415,61.35855819999415,62.45690439999453,62.45690439999453,62.34270090000064,62.34390249999706,62.45690439999453,62.45690439999453,62.69169099999999,62.69169099999999,62.6758731000009,62.675904699994135,62.69169099999999,63.03864389999944,62.925599299996975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,2,stim//obj2.png,stim//horse2.png,Half Left,Full Right,Half Right,Full Left,Car,Horse,Turtle,Shoe,False,2,2.604,,,,,,,,,,,,,,,,,0,6,6,6,1,0,1,0,63.03864389999944,,,,,,,,,,,,,,,,,62.926181200004066,63.03864389999944,63.03864389999944,63.27465619999566,63.27465619999566,63.258876499996404,63.25890339999751,63.27465619999566,63.62075059999188,63.50883099999919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,2,stim//obj2.png,stim//horse2.png,Half Left,Full Right,Half Right,Full Left,Car,Horse,Turtle,Shoe,False,2,2.604,,,,,,,,,,,,,,,,,0,6,6,6,2,0,2,0,63.62075059999188,,,,,,,,,,,,,,,,,63.509413899999345,63.62075059999188,63.62075059999188,63.85809880000306,63.85809880000306,63.842335399996955,63.84241349999502,63.85809880000306,64.1428648000001,64.09222629999567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
horse,2,stim//obj2.png,stim//horse2.png,Half Left,Full Right,Half Right,Full Left,Car,Horse,Turtle,Shoe,False,2,2.604,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.12543849999201,64.1428648000001,64.1428648000001,64.1428648000001,64.1428648000001,64.1428648000001,64.1428648000001,64.1428648000001,64.1428648000001,64.1428648000001,64.1428648000001,64.1428648000001,64.1428648000001,64.1428648000001,64.1428648000001,67.10855340000126,2,2.5281903999857605,None,67.11065719999897,67.11112820000562,67.11114979999547,67.12475210000412,69.7390876999998,69.72500389999186,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
car,2,stim//ori1.png,stim//car2.png,Horse,Turtle,Car,Shoe,Full Right,Full Left,Half Left,Half Right,True,3,2.473,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,70.84094919999188,,,,,,,,,,,69.72523139999248,69.7390876999998,69.7390876999998,70.84094919999188,70.84094919999188,70.72373280000465,70.72524359999807,70.84094919999188,70.84094919999188,71.08900330000324,71.08900330000324,71.07319290000305,71.073224199994,71.08900330000324,71.43057090000366,71.3227893000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
car,2,stim//ori1.png,stim//car2.png,Horse,Turtle,Car,Shoe,Full Right,Full Left,Half Left,Half Right,True,3,2.473,,,,,,,,,,,,,,,,,0,7,7,7,1,0,1,0,71.43057090000366,,,,,,,,,,,,,,,,,71.3232369000034,71.43057090000366,71.43057090000366,71.67219860000478,71.67219860000478,71.65632549999282,71.65635429999384,71.67219860000478,72.0197252999933,71.90615710000566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
car,2,stim//ori1.png,stim//car2.png,Horse,Turtle,Car,Shoe,Full Right,Full Left,Half Left,Half Right,True,3,2.473,,,,,,,,,,,,,,,,,0,7,7,7,2,0,2,0,72.0197252999933,,,,,,,,,,,,,,,,,71.90669269999489,72.0197252999933,72.0197252999933,72.25509320000128,72.25509320000128,72.23931259999517,72.2393379999994,72.25509320000128,72.5450295000046,72.48934030000237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
car,2,stim//ori1.png,stim//car2.png,Horse,Turtle,Car,Shoe,Full Right,Full Left,Half Left,Half Right,True,3,2.473,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.52487350000592,72.5450295000046,72.5450295000046,72.5450295000046,72.5450295000046,72.5450295000046,72.5450295000046,72.5450295000046,72.5450295000046,72.5450295000046,72.5450295000046,72.5450295000046,72.5450295000046,72.5450295000046,72.5450295000046,75.50636319999467,3,2.4291765999951167,None,75.50751209999726,75.50783960000263,75.50785419999738,75.52300359999936,78.00335810000252,77.98931869999797,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,Horse,Turtle,Car,Shoe,Full Left,Half Right,Full Right,Half Left,True,2,2.421,,,,,,,,,,,,,,,,,0,8,8,8,0,0,0,0,79.10042919999978,,,,,,,,,,,77.98984549999295,78.00335810000252,78.00335810000252,79.10042919999978,79.10042919999978,78.98725989999366,78.98841839999659,79.10042919999978,79.10042919999978,79.33640390000073,79.33640390000073,79.32025679999788,79.32028620000347,79.33640390000073,79.68224159999227,79.57034069999645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,Horse,Turtle,Car,Shoe,Full Left,Half Right,Full Right,Half Left,True,2,2.421,,,,,,,,,,,,,,,,,0,8,8,8,1,0,1,0,79.68224159999227,,,,,,,,,,,,,,,,,79.57092470000498,79.68224159999227,79.68224159999227,79.91938199999277,79.91938199999277,79.90376230000402,79.90383650000149,79.91938199999277,80.26906710000185,80.15357379999477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,Horse,Turtle,Car,Shoe,Full Left,Half Right,Full Right,Half Left,True,2,2.421,,,,,,,,,,,,,,,,,0,8,8,8,2,0,2,0,80.26906710000185,,,,,,,,,,,,,,,,,80.15424390000408,80.26906710000185,80.26906710000185,80.51925060000212,80.51925060000212,80.50335739999718,80.50338510000438,80.51925060000212,80.80709550000029,80.75321819999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,Horse,Turtle,Car,Shoe,Full Left,Half Right,Full Right,Half Left,True,2,2.421,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.79116769999382,80.80709550000029,80.80709550000029,80.80709550000029,80.80709550000029,80.80709550000029,80.80709550000029,80.80709550000029,80.80709550000029,80.80709550000029,80.80709550000029,80.80709550000029,80.80709550000029,80.80709550000029,80.80709550000029,83.7704500999971,2,2.6628968000004534,None,83.7724617000058,83.77300689999538,83.77303539999411,83.78624509999645,86.21698800000013,86.20313900000474,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
car,4,stim//ori2.png,stim//car4.png,Turtle,Shoe,Horse,Car,Half Left,Full Left,Half Right,Full Right,True,4,2.558,,,,,,,,,,,,,,,,,0,9,9,9,0,0,0,0,87.31066160000046,,,,,,,,,,,86.20336270000553,86.21698800000013,86.21698800000013,87.31066160000046,87.31066160000046,87.20134830000461,87.20239930000389,87.31066160000046,87.31066160000046,87.55063480000535,87.55063480000535,87.53503899999487,87.53508139999758,87.55063480000535,87.90325659999507,87.78482509999594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2023-11-10_15h03.37.530,pilotv2,2023.2.3,59.8446194295882,2023-11-10 15h03.49.570029 +0100,
