category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,correctButton,interval,trainingLoop.thisRepN,trainingLoop.thisTrialN,trainingLoop.thisN,trainingLoop.thisIndex,babyEnter.thisRepN,babyEnter.thisTrialN,babyEnter.thisN,babyEnter.thisIndex,babySteps.thisRepN,babySteps.thisTrialN,babySteps.thisN,babySteps.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,fixCrossR_6.started,cue.stopped,fixCrossR_6.stopped,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,response.started,fixCross.started,text1.started,text2.started,text3.started,text4.started,text5.started,text6.started,text7.started,text8.started,kb.started,num1.started,num2.started,num3.started,num4.started,response.stopped,kb.keys,kb.rt,kb.duration,codeAcc.started,codeAcc.stopped,ITI.started,fixCrossR.started,fixCrossR.stopped,ITI.stopped,tybb.started,key_resp_13.started,fixCrossR_5.started,tybb.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024399999965680763,0.0026981999981217086,0.010077300001285039,0.01338489999761805,0.01338489999761805,12.460020099999383,['5'],[12.429107600008138],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2,2023-11-10_16h29.22.200,pilotv2,2023.2.3,59.966886286312125,2023-11-10 16h29.38.733911 +0100,
shoe,2,stim//ori2.png,stim//shoe2.png,Full Right,Half Left,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2,2.43,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13.738337700007833,,,,,,,,,,,12.496157999994466,12.502051999996183,12.502051999996183,13.738337700007833,13.738337700007833,13.475442800001474,13.477385300007882,13.738337700007833,13.738337700007833,13.973483599998872,13.973483599998872,13.957768199994462,13.95780289999675,13.973483599998872,14.320080300007248,14.207559999995283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2,2023-11-10_16h29.22.200,pilotv2,2023.2.3,59.966886286312125,2023-11-10 16h29.38.733911 +0100,
shoe,2,stim//ori2.png,stim//shoe2.png,Full Right,Half Left,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2,2.43,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,14.320080300007248,,,,,,,,,,,,,,,,,14.208093099994585,14.320080300007248,14.320080300007248,14.55676360000507,14.55676360000507,14.540824099996826,14.540854999999283,14.55676360000507,14.90460370000801,14.790803299998515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2,2023-11-10_16h29.22.200,pilotv2,2023.2.3,59.966886286312125,2023-11-10 16h29.38.733911 +0100,
shoe,2,stim//ori2.png,stim//shoe2.png,Full Right,Half Left,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2,2.43,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,14.90460370000801,,,,,,,,,,,,,,,,,14.791332299995702,14.90460370000801,14.90460370000801,15.139924100003554,15.139924100003554,15.12425429999712,15.124291800006176,15.139924100003554,15.440072500001406,15.374205000000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2,2023-11-10_16h29.22.200,pilotv2,2023.2.3,59.966886286312125,2023-11-10 16h29.38.733911 +0100,
shoe,2,stim//ori2.png,stim//shoe2.png,Full Right,Half Left,Full Left,Half Right,Car,Horse,Shoe,Turtle,False,2,2.43,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.404215200003819,15.440072500001406,15.440072500001406,15.440072500001406,15.440072500001406,15.440072500001406,15.440072500001406,15.440072500001406,15.440072500001406,15.440072500001406,15.440072500001406,15.440072500001406,15.440072500001406,15.440072500001406,15.440072500001406,18.374693699995987,2,1.1952526000095531,None,18.376006100006634,18.376327200006926,18.376342799994745,18.39071680000052,20.82125019999512,20.806290499996976,,,,,,,,92,2,2023-11-10_16h29.22.200,pilotv2,2023.2.3,59.966886286312125,2023-11-10 16h29.38.733911 +0100,
turtle,4,stim//ori2.png,stim//turtle4.png,Half Left,Half Right,Full Left,Full Right,Horse,Turtle,Car,Shoe,False,4,2.58,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,21.921825800003717,,,,,,,,,,,20.806786800007103,20.82125019999512,20.82125019999512,21.921825800003717,21.921825800003717,21.805489799997304,21.806799600002705,21.921825800003717,21.921825800003717,22.170872400005464,22.170872400005464,22.155110100007732,22.155144200005452,22.170872400005464,22.51620749999711,22.40485219999391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2,2023-11-10_16h29.22.200,pilotv2,2023.2.3,59.966886286312125,2023-11-10 16h29.38.733911 +0100,
turtle,4,stim//ori2.png,stim//turtle4.png,Half Left,Half Right,Full Left,Full Right,Horse,Turtle,Car,Shoe,False,4,2.58,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,22.51620749999711,,,,,,,,,,,,,,,,,22.40538199999719,22.51620749999711,22.51620749999711,22.75399450000259,22.75399450000259,22.73812480000197,22.738154799997574,22.75399450000259,23.101316200001747,22.98824330000207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2,2023-11-10_16h29.22.200,pilotv2,2023.2.3,59.966886286312125,2023-11-10 16h29.38.733911 +0100,
turtle,4,stim//ori2.png,stim//turtle4.png,Half Left,Half Right,Full Left,Full Right,Horse,Turtle,Car,Shoe,False,4,2.58,,,,,,,,,,,,,,,,,0,1,1,1,2,0,2,0,23.101316200001747,,,,,,,,,,,,,,,,,22.98880839999765,23.101316200001747,23.101316200001747,23.337144300006912,23.337144300006912,23.321306700003333,23.3213367999997,23.337144300006912,23.613366899997345,23.571302299998933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2,2023-11-10_16h29.22.200,pilotv2,2023.2.3,59.966886286312125,2023-11-10 16h29.38.733911 +0100,
turtle,4,stim//ori2.png,stim//turtle4.png,Half Left,Half Right,Full Left,Full Right,Horse,Turtle,Car,Shoe,False,4,2.58,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.59476690000156,23.613366899997345,23.613366899997345,23.613366899997345,23.613366899997345,23.613366899997345,23.613366899997345,23.613366899997345,23.613366899997345,23.613366899997345,23.613366899997345,23.613366899997345,23.613366899997345,23.613366899997345,23.613366899997345,26.571454499993706,4,0.9418986000091536,None,26.572270400007255,26.57253610000771,26.572547100004158,26.587726900004782,29.168423399998574,29.15447480000148,,,,,,,,92,2,2023-11-10_16h29.22.200,pilotv2,2023.2.3,59.966886286312125,2023-11-10 16h29.38.733911 +0100,
shoe,4,stim//ori2.png,stim//shoe4.png,Half Left,Full Right,Full Left,Half Right,Shoe,Car,Horse,Turtle,False,2,2.491,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,30.267496100001154,,,,,,,,,,,29.154700300001423,29.168423399998574,29.168423399998574,30.267496100001154,30.267496100001154,30.15293969999766,30.15437820000807,30.267496100001154,30.267496100001154,30.501629599995795,30.501629599995795,30.486053500004346,30.48609469999792,30.501629599995795,30.85124010000436,30.735897000005934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2,2023-11-10_16h29.22.200,pilotv2,2023.2.3,59.966886286312125,2023-11-10 16h29.38.733911 +0100,
