InstructionsFilepath,instructionsCont.thisRepN,instructionsCont.thisTrialN,instructionsCont.thisN,instructionsCont.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,Instructions1.stopped,buttonNext.numClicks,buttonNext.timesOn,buttonNext.timesOff,buttonBack.numClicks,buttonBack.timesOn,buttonBack.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
instructions//slide1.png,0,0,0,0,0,0,0,0,0.1275657000078354,,0.020783200016012415,0.02142870001262054,0.027549599995836616,0.1275657000078354,0.1275657000078354,0.1275657000078354,1.5344878000032622,1,[1.4367328999796882],[1.4367372999840882],0,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
instructions//slide2.png,1,0,1,0,0,0,0,0,1.671882700000424,,1.575821000005817,1.5763157000183128,1.5809139999910258,1.671882700000424,1.671882700000424,1.671882700000424,1.7843255999905523,1,[0.13320920002297498],[0.13321840000571683],0,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
instructions//slide3.png,2,0,2,0,0,0,0,0,1.945143899996765,,1.825077000015881,1.8255049000144936,1.8301396000024397,1.945143899996765,1.945143899996765,1.945143899996765,1.9618767999927513,1,[0.03865650002262555],[0.038660400023218244],0,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
instructions//slide4.png,3,0,3,0,0,0,0,0,2.1321491000126116,,2.0094133999955375,2.009920000011334,2.0148110000009183,2.1321491000126116,2.1321491000126116,2.1321491000126116,2.171025899995584,1,[0.0593749999825377],[0.05938429999514483],0,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
instructions//slide5.png,4,0,4,0,0,0,0,0,2.3196402000030503,,2.2232598999980837,2.22368130000541,2.228007700003218,2.3196402000030503,2.3196402000030503,2.3196402000030503,2.3378423000103794,1,[0.03844649999518879],[0.03845539997564629],0,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
instructions//slide6.png,5,0,5,0,0,0,0,0,2.48420070001157,,2.393365600000834,2.3937426999909803,2.3978395000158343,2.48420070001157,2.48420070001157,2.48420070001157,3.5368382000015117,1,[1.0704451999918092],[1.0704544000036549],0,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h30.18.531,pilotv2,2023.2.3,59.751326919176165,2023-11-06 22h30.24.276253 +0100,
,,,,,,,,,,,3.5913178000191692,,,,,,,,,,,,,,,,,,,,
