2.3778 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
9.4310 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
10.2136 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000187580CF190>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000187580CF130>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001875813FFD0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000018758609130>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.2137 	EXP 	window1: mouseVisible = True
10.2137 	EXP 	window1: backgroundImage = ''
10.2137 	EXP 	window1: backgroundFit = 'none'
10.2154 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.2154 	EXP 	window1: recordFrameIntervals = False
10.3795 	EXP 	window1: recordFrameIntervals = True
10.5638 	EXP 	Screen (0) actual frame rate measured at 59.65Hz
10.5638 	EXP 	window1: recordFrameIntervals = False
10.5640 	EXP 	window1: mouseVisible = False
12.6876 	EXP 	pilotv2: status = STARTED
12.6880 	EXP 	window1: mouseVisible = True
12.6979 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.96, 0.54]), texRes=128.0, units='height', win=Window(...))
12.6982 	EXP 	window1: mouseVisible = True
12.6983 	EXP 	window1: mouseVisible = True
12.6987 	EXP 	window1: mouseVisible = True
12.6991 	EXP 	window1: mouseVisible = True
12.7217 	EXP 	window1: mouseVisible = True
12.7219 	EXP 	window1: mouseVisible = True
12.7223 	EXP 	window1: mouseVisible = True
12.7227 	EXP 	window1: mouseVisible = True
12.7459 	EXP 	window1: mouseVisible = True
12.7461 	EXP 	window1: mouseVisible = True
12.7463 	EXP 	window1: mouseVisible = True
12.7467 	EXP 	window1: mouseVisible = True
12.7471 	EXP 	window1: mouseVisible = True
12.7673 	EXP 	window1: mouseVisible = True
12.7675 	EXP 	window1: mouseVisible = True
12.7679 	EXP 	window1: mouseVisible = True
12.7683 	EXP 	window1: mouseVisible = True
12.7881 	EXP 	window1: mouseVisible = True
12.7883 	EXP 	window1: mouseVisible = True
12.8498 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.8500 	EXP 	window1: mouseVisible = True
12.8501 	EXP 	window1: mouseVisible = True
12.8505 	EXP 	window1: mouseVisible = True
12.8509 	EXP 	window1: mouseVisible = True
12.8739 	EXP 	window1: mouseVisible = True
12.8741 	EXP 	window1: mouseVisible = True
12.8745 	EXP 	window1: mouseVisible = True
12.8749 	EXP 	window1: mouseVisible = True
12.8848 	EXP 	window1: mouseVisible = True
12.8850 	EXP 	window1: mouseVisible = True
12.8852 	EXP 	window1: mouseVisible = True
12.8856 	EXP 	window1: mouseVisible = True
12.8860 	EXP 	window1: mouseVisible = True
12.8944 	EXP 	window1: mouseVisible = True
12.8945 	EXP 	window1: mouseVisible = True
12.8949 	EXP 	window1: mouseVisible = True
12.8953 	EXP 	window1: mouseVisible = True
12.8986 	EXP 	window1: mouseVisible = True
12.8986 	EXP 	window1: mouseVisible = True
12.9023 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
12.9024 	EXP 	window1: mouseVisible = True
12.9070 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.9072 	EXP 	window1: mouseVisible = True
12.9073 	EXP 	window1: mouseVisible = True
12.9077 	EXP 	window1: mouseVisible = True
12.9081 	EXP 	window1: mouseVisible = True
12.9120 	EXP 	window1: mouseVisible = True
12.9121 	EXP 	window1: mouseVisible = True
12.9125 	EXP 	window1: mouseVisible = True
12.9129 	EXP 	window1: mouseVisible = True
12.9162 	EXP 	window1: mouseVisible = True
12.9164 	EXP 	window1: mouseVisible = True
12.9165 	EXP 	window1: mouseVisible = True
12.9169 	EXP 	window1: mouseVisible = True
12.9173 	EXP 	window1: mouseVisible = True
12.9210 	EXP 	window1: mouseVisible = True
12.9211 	EXP 	window1: mouseVisible = True
12.9215 	EXP 	window1: mouseVisible = True
12.9219 	EXP 	window1: mouseVisible = True
12.9252 	EXP 	window1: mouseVisible = True
12.9253 	EXP 	window1: mouseVisible = True
12.9289 	EXP 	Created image_18 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj2.png', interpolate=True, mask=None, maskParams=None, name='image_18', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
12.9291 	EXP 	window1: mouseVisible = True
12.9337 	EXP 	Created text_10 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_10', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.9339 	EXP 	window1: mouseVisible = True
12.9340 	EXP 	window1: mouseVisible = True
12.9344 	EXP 	window1: mouseVisible = True
12.9348 	EXP 	window1: mouseVisible = True
12.9385 	EXP 	window1: mouseVisible = True
12.9386 	EXP 	window1: mouseVisible = True
12.9391 	EXP 	window1: mouseVisible = True
12.9394 	EXP 	window1: mouseVisible = True
12.9427 	EXP 	window1: mouseVisible = True
12.9429 	EXP 	window1: mouseVisible = True
12.9430 	EXP 	window1: mouseVisible = True
12.9434 	EXP 	window1: mouseVisible = True
12.9438 	EXP 	window1: mouseVisible = True
12.9475 	EXP 	window1: mouseVisible = True
12.9476 	EXP 	window1: mouseVisible = True
12.9480 	EXP 	window1: mouseVisible = True
12.9485 	EXP 	window1: mouseVisible = True
12.9518 	EXP 	window1: mouseVisible = True
12.9518 	EXP 	window1: mouseVisible = True
12.9556 	EXP 	Created image_19 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori2.png', interpolate=True, mask=None, maskParams=None, name='image_19', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
12.9558 	EXP 	window1: mouseVisible = True
12.9604 	EXP 	Created text_11 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_11', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.9606 	EXP 	window1: mouseVisible = True
12.9607 	EXP 	window1: mouseVisible = True
12.9611 	EXP 	window1: mouseVisible = True
12.9615 	EXP 	window1: mouseVisible = True
12.9652 	EXP 	window1: mouseVisible = True
12.9654 	EXP 	window1: mouseVisible = True
