InstructionsFilepath,Instructions2Filepath,category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,correctButton,interval,trainingLoop.thisRepN,trainingLoop.thisTrialN,trainingLoop.thisN,trainingLoop.thisIndex,instructions_controller.thisRepN,instructions_controller.thisTrialN,instructions_controller.thisN,instructions_controller.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,instructions2_controller.thisRepN,instructions2_controller.thisTrialN,instructions2_controller.thisN,instructions2_controller.thisIndex,instruction2_slide_loop.thisRepN,instruction2_slide_loop.thisTrialN,instruction2_slide_loop.thisN,instruction2_slide_loop.thisIndex,babySteps.thisRepN,babySteps.thisTrialN,babySteps.thisN,babySteps.thisIndex,babyloop.thisRepN,babyloop.thisTrialN,babyloop.thisN,babyloop.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,Instructions1.stopped,buttonNext.numClicks,buttonNext.timesOn,buttonNext.timesOff,buttonBack.numClicks,buttonBack.timesOn,buttonBack.timesOff,test1.started,text_8.started,button.started,button_2.started,image_17.started,test1.stopped,button.numClicks,button.timesOn,button.timesOff,button_2.numClicks,button_2.timesOn,button_2.timesOff,test2.started,text_9.started,button_3.started,button_4.started,image_18.started,test2.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,button_4.numClicks,button_4.timesOn,button_4.timesOff,test3.started,text_10.started,button_5.started,button_7.started,image_19.started,test3.stopped,button_5.numClicks,button_5.timesOn,button_5.timesOff,button_7.numClicks,button_7.timesOn,button_7.timesOff,test4.started,text_11.started,button_6.started,button_8.started,image_20.started,test4.stopped,button_6.numClicks,button_6.timesOn,button_6.timesOff,button_8.numClicks,button_8.timesOn,button_8.timesOff,instruction2prep.started,instruction2prep.stopped,Instructions2.started,imageInstruct_2.started,buttonNext_2.started,buttonBack_2.started,Instructions2.stopped,buttonNext_2.numClicks,buttonNext_2.timesOn,buttonNext_2.timesOff,buttonBack_2.numClicks,buttonBack_2.timesOn,buttonBack_2.timesOff,IntroBaby.started,key_resp_14.started,text_17.started,IntroBaby.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.duration,taskcue.started,cue.started,cue.stopped,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,bResponse.started,fixCross_2.started,text1_2.started,text2_2.started,text3_2.started,text4_2.started,text5_2.started,text6_2.started,text7_2.started,text8_2.started,kb_2.started,num1_2.started,num2_2.started,num3_2.started,num4_2.started,key_resp_2.started,bResponse.stopped,kb_2.keys,kb_2.rt,kb_2.duration,key_resp_2.keys,trainingIntro.started,text_20.started,key_resp_15.started,trainingIntro.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.duration,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,instructions//slide11.png,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,,,,,,,6.095732800022233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.998852699995041,5.999403499998152,6.003665000025649,6.095732800022233,6.095732800022233,6.095732800022233,6.3809857000014745,1,[0.3076666999841109],[0.3076754999929108],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,instructions//slide12.png,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,6.579462699999567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.486203400010709,6.486646100005601,6.490726499992888,6.579462699999567,6.579462699999567,6.579462699999567,6.897356300032698,1,[0.3370186000247486],[0.33702269999776036],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,7.346881200035568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0090747000067495,7.009580600017216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.335839300008956,7.346881200035568,7.346881200035568,8.198693300015293,['space'],[0.8393344000214711],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,shoe,4,stim//ori2.png,stim//shoe4.png,Half Right,Half Left,Full Left,Full Right,Turtle,Horse,Shoe,Car,False,4,2.476,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,9.439462100039236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.216178500035312,8.230909699981567,9.439462100039236,9.216057399986312,9.216670499998145,9.439462100039236,9.439462100039236,9.682166900020093,9.682166900020093,9.66614300000947,9.666158800013363,9.682166900020093,10.049078600015491,9.916384699987248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,shoe,4,stim//ori2.png,stim//shoe4.png,Half Right,Half Left,Full Left,Full Right,Turtle,Horse,Shoe,Car,False,4,2.476,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,10.049078600015491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.91680390003603,10.049078600015491,10.049078600015491,10.299473499995656,10.299473499995656,10.283556599984877,10.283570100029465,10.299473499995656,10.716286499984562,10.533673900004942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,shoe,4,stim//ori2.png,stim//shoe4.png,Half Right,Half Left,Full Left,Full Right,Turtle,Horse,Shoe,Car,False,4,2.476,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,10.716286499984562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.534104800026398,10.716286499984562,10.716286499984562,10.966625500004739,10.966625500004739,10.950686700001825,10.950718000007328,10.966625500004739,11.484188500035089,11.200866500032134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,shoe,4,stim//ori2.png,stim//shoe4.png,Half Right,Half Left,Full Left,Full Right,Turtle,Horse,Shoe,Car,False,4,2.476,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.422667699982412,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,11.484188500035089,14.720559299981687,1,0.23012950003612787,None,None,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,turtle,4,stim//obj2.png,stim//turtle4.png,Turtle,Car,Horse,Shoe,Full Left,Half Right,Full Right,Half Left,True,1,2.499,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,15.870716500037815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.721933700027876,14.753144900023472,15.870716500037815,15.73781570000574,15.73829960002331,15.870716500037815,15.870716500037815,16.120855399989523,16.120855399989523,16.104874400014523,16.104907700035255,16.120855399989523,16.470948700036388,16.35492890002206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,turtle,4,stim//obj2.png,stim//turtle4.png,Turtle,Car,Horse,Shoe,Full Left,Half Right,Full Right,Half Left,True,1,2.499,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,,,,,16.470948700036388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.355264400015585,16.470948700036388,16.470948700036388,16.72139220003737,16.72139220003737,16.70544130000053,16.705474800022785,16.72139220003737,17.138395000016317,16.955460600031074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,turtle,4,stim//obj2.png,stim//turtle4.png,Turtle,Car,Horse,Shoe,Full Left,Half Right,Full Right,Half Left,True,1,2.499,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,0,2,0,,,,,17.138395000016317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.95570490002865,17.138395000016317,17.138395000016317,17.388693400018383,17.388693400018383,17.372629899997264,17.372644099988975,17.388693400018383,17.80573970003752,17.622893000021577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,turtle,4,stim//obj2.png,stim//turtle4.png,Turtle,Car,Horse,Shoe,Full Left,Half Right,Full Right,Half Left,True,1,2.499,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.774931900028605,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,17.80573970003752,23.328094199998304,4,2.508693600015249,None,None,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,turtle,3,stim//ori1.png,stim//turtle3.png,Full Left,Full Right,Half Left,Half Right,Car,Shoe,Turtle,Horse,False,4,2.49,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,24.461072600039188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.329270499991253,23.3435777000268,24.461072600039188,24.32854140002746,24.32898520003073,24.461072600039188,24.461072600039188,24.711067700001877,24.711067700001877,24.695180299982894,24.69520040001953,24.711067700001877,25.07843860000139,24.945682700024918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,turtle,3,stim//ori1.png,stim//turtle3.png,Full Left,Full Right,Half Left,Half Right,Car,Shoe,Turtle,Horse,False,4,2.49,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,0,1,0,,,,,25.07843860000139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.945931700000074,25.07843860000139,25.07843860000139,25.328598099993542,25.328598099993542,25.31259330001194,25.31262570002582,25.328598099993542,25.74550319998525,25.562741000030655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,turtle,3,stim//ori1.png,stim//turtle3.png,Full Left,Full Right,Half Left,Half Right,Car,Shoe,Turtle,Horse,False,4,2.49,,,,,,,,,,,,,,,,,,,,,0,2,2,2,2,0,2,0,,,,,25.74550319998525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.563031500030775,25.74550319998525,25.74550319998525,25.995519599993713,25.995519599993713,25.979888800007757,25.979902799997944,25.995519599993713,26.412719000014476,26.230044900032226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,turtle,3,stim//ori1.png,stim//turtle3.png,Full Left,Full Right,Half Left,Half Right,Car,Shoe,Turtle,Horse,False,4,2.49,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.38351720001083,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,26.412719000014476,29.833551299991086,2,0.4054410000098869,None,None,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,car,3,stim//ori1.png,stim//car3.png,Horse,Car,Turtle,Shoe,Full Right,Full Left,Half Left,Half Right,True,4,2.453,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,30.96652409998933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.834974500001408,29.84899550001137,30.96652409998933,30.83375370001886,30.83429490000708,30.96652409998933,30.96652409998933,31.216825800016522,31.216825800016522,31.201130700006615,31.201163300022017,31.216825800016522,31.567626400035806,31.450981400033925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,car,3,stim//ori1.png,stim//car3.png,Horse,Car,Turtle,Shoe,Full Right,Full Left,Half Left,Half Right,True,4,2.453,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,0,1,0,,,,,31.567626400035806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.45129040000029,31.567626400035806,31.567626400035806,31.817371600016486,31.817371600016486,31.801463400013745,31.801497799984645,31.817371600016486,32.234126000024844,32.05155850003939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,car,3,stim//ori1.png,stim//car3.png,Horse,Car,Turtle,Shoe,Full Right,Full Left,Half Left,Half Right,True,4,2.453,,,,,,,,,,,,,,,,,,,,,0,3,3,3,2,0,2,0,,,,,32.234126000024844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.05208280001534,32.234126000024844,32.234126000024844,32.484588799998164,32.484588799998164,32.46836840000469,32.46838219999336,32.484588799998164,33.11845780001022,32.7186878999928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,car,3,stim//ori1.png,stim//car3.png,Horse,Car,Turtle,Shoe,Full Right,Full Left,Half Left,Half Right,True,4,2.453,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.087816899991594,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,33.11845780001022,37.37338659999659,1,1.2358413999900222,None,None,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,shoe,4,stim//obj1.png,stim//shoe4.png,Half Left,Half Right,Full Right,Full Left,Turtle,Car,Horse,Shoe,False,4,2.826,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,38.539388600038365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37524389999453,37.388329299981706,38.539388600038365,38.37351410003612,38.37445160001516,38.539388600038365,38.539388600038365,38.789760200015735,38.789760200015735,38.77365240000654,38.77368540002499,38.789760200015735,39.190745900035836,39.02412620000541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,shoe,4,stim//obj1.png,stim//shoe4.png,Half Left,Half Right,Full Right,Full Left,Turtle,Car,Horse,Shoe,False,4,2.826,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,0,1,0,,,,,39.190745900035836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.024710900033824,39.190745900035836,39.190745900035836,39.44193890003953,39.44193890003953,39.42774010001449,39.42776029999368,39.44193890003953,39.92399079998722,39.67605970002478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,shoe,4,stim//obj1.png,stim//shoe4.png,Half Left,Half Right,Full Right,Full Left,Turtle,Car,Horse,Shoe,False,4,2.826,,,,,,,,,,,,,,,,,,,,,0,4,4,4,2,0,2,0,,,,,39.92399079998722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.67640240001492,39.92399079998722,39.92399079998722,40.174280300037935,40.174280300037935,40.15840870002285,40.15844279999146,40.174280300037935,40.77472739998484,40.40853280003648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,shoe,4,stim//obj1.png,stim//shoe4.png,Half Left,Half Right,Full Right,Full Left,Turtle,Car,Horse,Shoe,False,4,2.826,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.732801600010134,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,40.77472739998484,44.06202499999199,3,0.2837059999583289,None,None,,,,,,,,,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,44.34485370002221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.324436100025196,44.34485370002221,44.34485370002221,50.26712700002827,['space'],[5.913563599984627],[None],,,,,,,,12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.59659020003164,50.616832500032615,50.616832500032615,51.968693000031635,['5'],[1.3376573999994434],[None],12,0,2023-11-08_18h53.23.574,pilotv2,2023.2.3,60.31410380829184,2023-11-08 18h53.39.881368 +0100,
