category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,interval,trialstest.thisRepN,trialstest.thisTrialN,trialstest.thisN,trialstest.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,testcancel.thisRepN,testcancel.thisTrialN,testcancel.thisN,testcancel.thisIndex,thisRow.t,notes,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,response.started,fixCross.started,text1.started,text2.started,text3.started,text4.started,text5.started,text6.started,text7.started,text8.started,kb.started,num1.started,num2.started,num3.started,num4.started,response.stopped,kb.keys,kb.rt,kb.duration,accCheck.started,text_18.started,text_19.started,accCheck.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
car,2,stim//obj1.png,stim//car2.png,car,shoe,horse,turtle,slight left,full right,full left,slight right,True,2.548,,,,,0,4,4,4,1,0,1,0,,,,,31.040450900007272,,,,,,,,,,,,30.87777369999094,31.040450900007272,31.040450900007272,31.29046250000829,31.29046250000829,31.274262099992484,31.274291500012623,31.29046250000829,31.773745300015435,31.524611200002255,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,2,stim//obj1.png,stim//car2.png,car,shoe,horse,turtle,slight left,full right,full left,slight right,True,2.548,,,,,0,4,4,4,2,0,2,0,,,,,31.773745300015435,,,,,,,,,,,,31.525149299995974,31.773745300015435,31.773745300015435,32.02371100001619,32.02371100001619,32.00788879999891,32.007907699997304,32.02371100001619,32.307007800001884,32.258012900012545,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,2,stim//obj1.png,stim//car2.png,car,shoe,horse,turtle,slight left,full right,full left,slight right,True,2.548,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.25816080000368,32.307007800001884,32.307007800001884,32.307007800001884,32.307007800001884,32.307007800001884,32.307007800001884,32.307007800001884,32.307007800001884,32.307007800001884,32.307007800001884,32.307007800001884,32.307007800001884,32.307007800001884,32.307007800001884,35.27377600001637,1,1.8927466000022832,None,35.27617279998958,35.2903093000059,35.2903093000059,36.27394220000133,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,1,stim//ori1.png,stim//car1.png,slight right,full left,slight left,full right,horse,turtle,shoe,car,False,2.304,,,,,0,5,5,5,0,0,0,0,,,,,37.44028440001421,,,,,,,,,36.27474700001767,36.29028610000387,37.27381260000402,37.27488680000533,37.44028440001421,37.44028440001421,37.69031880001421,37.69031880001421,37.67452460000641,37.674543100001756,37.69031880001421,38.07342060000519,37.924311000009766,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,1,stim//ori1.png,stim//car1.png,slight right,full left,slight left,full right,horse,turtle,shoe,car,False,2.304,,,,,0,5,5,5,1,0,1,0,,,,,38.07342060000519,,,,,,,,,,,,37.924839300016174,38.07342060000519,38.07342060000519,38.3238316999923,38.3238316999923,38.3077903999947,38.30782770001679,38.3238316999923,38.79367149999598,38.557588199997554,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,1,stim//ori1.png,stim//car1.png,slight right,full left,slight left,full right,horse,turtle,shoe,car,False,2.304,,,,,0,5,5,5,2,0,2,0,,,,,38.79367149999598,,,,,,,,,,,,38.558097400004044,38.79367149999598,38.79367149999598,39.04297549999319,39.04297549999319,39.02860590000637,39.02862450000248,39.04297549999319,39.340754300006665,39.276803899992956,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,1,stim//ori1.png,stim//car1.png,slight right,full left,slight left,full right,horse,turtle,shoe,car,False,2.304,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.276909700012766,39.340754300006665,39.340754300006665,39.340754300006665,39.340754300006665,39.340754300006665,39.340754300006665,39.340754300006665,39.340754300006665,39.340754300006665,39.340754300006665,39.340754300006665,39.340754300006665,39.340754300006665,39.340754300006665,42.29038120000041,4,1.4661212000064552,None,42.29306930000894,42.30672459999914,42.30672459999914,43.29014170001028,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,2,stim//obj2.png,stim//shoe2.png,shoe,turtle,horse,car,full right,slight right,slight left,full left,True,2.435,,,,,0,6,6,6,0,0,0,0,,,,,44.44350409999606,,,,,,,,,43.29055289999815,43.3067793000082,44.290411900001345,44.291392300016014,44.44350409999606,44.44350409999606,44.69285379999201,44.69285379999201,44.67837559999316,44.67839419998927,44.69285379999201,45.090345200005686,44.926815699989675,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,2,stim//obj2.png,stim//shoe2.png,shoe,turtle,horse,car,full right,slight right,slight left,full left,True,2.435,,,,,0,6,6,6,1,0,1,0,,,,,45.090345200005686,,,,,,,,,,,,44.9273926000169,45.090345200005686,45.090345200005686,45.34036540001398,45.34036540001398,45.32427400001325,45.324305000016466,45.34036540001398,45.82345080000232,45.57429859999684,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,2,stim//obj2.png,stim//shoe2.png,shoe,turtle,horse,car,full right,slight right,slight left,full left,True,2.435,,,,,0,6,6,6,2,0,2,0,,,,,45.82345080000232,,,,,,,,,,,,45.57482740000705,45.82345080000232,45.82345080000232,46.0735382999992,46.0735382999992,46.05763670001761,46.057655500015244,46.0735382999992,46.35747270000866,46.30758140000398,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,2,stim//obj2.png,stim//shoe2.png,shoe,turtle,horse,car,full right,slight right,slight left,full left,True,2.435,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.307736599992495,46.35747270000866,46.35747270000866,46.35747270000866,46.35747270000866,46.35747270000866,46.35747270000866,46.35747270000866,46.35747270000866,46.35747270000866,46.35747270000866,46.35747270000866,46.35747270000866,46.35747270000866,46.35747270000866,49.30828610001481,1,1.6811618999927305,None,49.31119000000763,49.3401298999961,49.3401298999961,50.32370360000641,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,turtle,car,horse,shoe,slight right,slight left,full right,full left,True,2.551,,,,,0,7,7,7,0,0,0,0,,,,,51.473352500004694,,,,,,,,,50.32428220001748,50.339941999991424,51.32373750000261,51.32487969999784,51.473352500004694,51.473352500004694,51.72325169999385,51.72325169999385,51.70713200001046,51.70715100000962,51.72325169999385,52.10660110000754,51.95755970000755,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,turtle,car,horse,shoe,slight right,slight left,full right,full left,True,2.551,,,,,0,7,7,7,1,0,1,0,,,,,52.10660110000754,,,,,,,,,,,,51.95810690001235,52.10660110000754,52.10660110000754,52.35677849999047,52.35677849999047,52.341030600015074,52.341064700012794,52.35677849999047,52.84035959999892,52.590946200012695,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,turtle,car,horse,shoe,slight right,slight left,full right,full left,True,2.551,,,,,0,7,7,7,2,0,2,0,,,,,52.84035959999892,,,,,,,,,,,,52.591499200003454,52.84035959999892,52.84035959999892,53.08985750001739,53.08985750001739,53.07419489999302,53.07421330001671,53.08985750001739,53.35681530000875,53.324248099990655,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,turtle,car,horse,shoe,slight right,slight left,full right,full left,True,2.551,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.32439900000463,53.35681530000875,53.35681530000875,53.35681530000875,53.35681530000875,53.35681530000875,53.35681530000875,53.35681530000875,53.35681530000875,53.35681530000875,53.35681530000875,53.35681530000875,53.35681530000875,53.35681530000875,53.35681530000875,56.34006459999364,1,2.8576592999743298,None,56.341998199990485,56.35680070001399,56.35680070001399,57.34029439999722,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,3,stim//ori1.png,stim//car3.png,slight left,slight right,full left,full right,car,turtle,horse,shoe,False,3.037,,,,,0,8,8,8,0,0,0,0,,,,,58.492720600013854,,,,,,,,,57.34080979999271,57.35675249999622,58.34030619999976,58.341486099991016,58.492720600013854,58.492720600013854,58.742604500002926,58.742604500002926,58.728304799995385,58.728334000014,58.742604500002926,59.140024199994514,58.97648499999195,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,3,stim//ori1.png,stim//car3.png,slight left,slight right,full left,full right,car,turtle,horse,shoe,False,3.037,,,,,0,8,8,8,1,0,1,0,,,,,59.140024199994514,,,,,,,,,,,,58.976828999991994,59.140024199994514,59.140024199994514,59.38999650001642,59.38999650001642,59.37394779999158,59.373967199993785,59.38999650001642,59.873529100004816,59.624009499995736,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,3,stim//ori1.png,stim//car3.png,slight left,slight right,full left,full right,car,turtle,horse,shoe,False,3.037,,,,,0,8,8,8,2,0,2,0,,,,,59.873529100004816,,,,,,,,,,,,59.62452179999673,59.873529100004816,59.873529100004816,60.12315810000291,60.12315810000291,60.107187100016745,60.10720600001514,60.12315810000291,60.40703790000407,60.35729139999603,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,3,stim//ori1.png,stim//car3.png,slight left,slight right,full left,full right,car,turtle,horse,shoe,False,3.037,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.35739769999054,60.40703790000407,60.40703790000407,60.40703790000407,60.40703790000407,60.40703790000407,60.40703790000407,60.40703790000407,60.40703790000407,60.40703790000407,60.40703790000407,60.40703790000407,60.40703790000407,60.40703790000407,60.40703790000407,63.37335350000649,2,1.1230156000237912,None,63.375797100015916,63.38984580000397,63.38984580000397,64.37353899999289,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,4,stim//obj2.png,stim//shoe4.png,slight right,full left,slight left,full right,car,horse,shoe,turtle,False,2.915,,,,,0,9,9,9,0,0,0,0,,,,,65.54068780000671,,,,,,,,,64.37393880001036,64.38975349999964,65.37338330000057,65.37413939999533,65.54068780000671,65.54068780000671,65.78992350000772,65.78992350000772,65.77362749999156,65.7736462999892,65.78992350000772,66.17502389999572,66.02387090001139,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,4,stim//obj2.png,stim//shoe4.png,slight right,full left,slight left,full right,car,horse,shoe,turtle,False,2.915,,,,,0,9,9,9,1,0,1,0,,,,,66.17502389999572,,,,,,,,,,,,66.0243948000134,66.17502389999572,66.17502389999572,66.4258686999965,66.4258686999965,66.41153750001104,66.41155710001476,66.4258686999965,66.90650979999918,66.66008780000266,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,4,stim//obj2.png,stim//shoe4.png,slight right,full left,slight left,full right,car,horse,shoe,turtle,False,2.915,,,,,0,9,9,9,2,0,2,0,,,,,66.90650979999918,,,,,,,,,,,,66.66049480001675,66.90650979999918,66.90650979999918,67.1564412000007,67.1564412000007,67.14050380000845,67.14052710001124,67.1564412000007,67.42451859998982,67.39071420000982,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
shoe,4,stim//obj2.png,stim//shoe4.png,slight right,full left,slight left,full right,car,horse,shoe,turtle,False,2.915,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.39087350000045,67.42451859998982,67.42451859998982,67.42451859998982,67.42451859998982,67.42451859998982,67.42451859998982,67.42451859998982,67.42451859998982,67.42451859998982,67.42451859998982,67.42451859998982,67.42451859998982,67.42451859998982,67.42451859998982,70.39353770000162,4,1.5027152999828104,None,70.39653319999343,70.40971750000608,70.40971750000608,71.3931631000014,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,1,stim//obj2.png,stim//car1.png,car,turtle,horse,shoe,slight left,full right,slight right,full left,True,2.298,,,,,0,10,10,10,0,0,0,0,,,,,72.54230249999091,,,,,,,,,71.39355330000399,71.41006510000443,72.39313030001358,72.39423669999815,72.54230249999091,72.54230249999091,72.7929099999892,72.7929099999892,72.7792727999913,72.77930280001601,72.7929099999892,73.1745052000042,73.02701849999721,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,1,stim//obj2.png,stim//car1.png,car,turtle,horse,shoe,slight left,full right,slight right,full left,True,2.298,,,,,0,10,10,10,1,0,1,0,,,,,73.1745052000042,,,,,,,,,,,,73.02755339999567,73.1745052000042,73.1745052000042,73.42632920001051,73.42632920001051,73.41188470000634,73.41191630001413,73.42632920001051,73.89294650001102,73.66039330000058,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,1,stim//obj2.png,stim//car1.png,car,turtle,horse,shoe,slight left,full right,slight right,full left,True,2.298,,,,,0,10,10,10,2,0,2,0,,,,,73.89294650001102,,,,,,,,,,,,73.66092359999311,73.89294650001102,73.89294650001102,74.14320809999481,74.14320809999481,74.12851589999627,74.12853479999467,74.14320809999481,74.42293220001739,74.37702250000439,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
car,1,stim//obj2.png,stim//car1.png,car,turtle,horse,shoe,slight left,full right,slight right,full left,True,2.298,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.37713040001108,74.42293220001739,74.42293220001739,74.42293220001739,74.42293220001739,74.42293220001739,74.42293220001739,74.42293220001739,74.42293220001739,74.42293220001739,74.42293220001739,74.42293220001739,74.42293220001739,74.42293220001739,74.42293220001739,77.38988870001049,1,0.6268856999813579,None,77.39291759999469,77.40621750001446,77.40621750001446,78.38977390000946,,001,2023-11-06_07h56.27.749,pilotv1,2023.2.3,59.989657784559924,2023-11-06 07h56.40.291860 +0100,
