instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,InstructionsFilepath,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.11818429999402724,,0.026971999992383644,0.027337599982274696,0.032000499981222674,0.11818429999402724,0.11818429999402724,0.11818429999402724,,,,,,,,
