instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.023034999991068617,0.023497899994254112,,,,,,,,
