InstructionsFilepath,Instructions2Filepath,category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,interval,trainingLoop.thisRepN,trainingLoop.thisTrialN,trainingLoop.thisN,trainingLoop.thisIndex,instructions_controller.thisRepN,instructions_controller.thisTrialN,instructions_controller.thisN,instructions_controller.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,instructions2_controller.thisRepN,instructions2_controller.thisTrialN,instructions2_controller.thisN,instructions2_controller.thisIndex,instruction2_slide_loop.thisRepN,instruction2_slide_loop.thisTrialN,instruction2_slide_loop.thisN,instruction2_slide_loop.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,Instructions1.stopped,buttonNext.numClicks,buttonNext.timesOn,buttonNext.timesOff,buttonBack.numClicks,buttonBack.timesOn,buttonBack.timesOff,test1.started,text_8.started,button.started,button_2.started,image_17.started,test1.stopped,button.numClicks,button.timesOn,button.timesOff,button_2.numClicks,button_2.timesOn,button_2.timesOff,test2.started,text_9.started,button_3.started,button_4.started,image_18.started,test2.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,button_4.numClicks,button_4.timesOn,button_4.timesOff,test3.started,text_10.started,button_5.started,button_7.started,image_19.started,test3.stopped,button_5.numClicks,button_5.timesOn,button_5.timesOff,button_7.numClicks,button_7.timesOn,button_7.timesOff,test4.started,text_11.started,button_6.started,button_8.started,image_20.started,test4.stopped,button_6.numClicks,button_6.timesOn,button_6.timesOff,button_8.numClicks,button_8.timesOn,button_8.timesOff,instruction2prep.started,instruction2prep.stopped,Instructions2.started,imageInstruct_2.started,buttonNext_2.started,buttonBack_2.started,Instructions2.stopped,buttonNext_2.numClicks,buttonNext_2.timesOn,buttonNext_2.timesOff,buttonBack_2.numClicks,buttonBack_2.timesOn,buttonBack_2.timesOff,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,response.started,fixCross.started,text1.started,text2.started,text3.started,text4.started,text5.started,text6.started,text7.started,text8.started,kb.started,num1.started,num2.started,num3.started,num4.started,response.stopped,kb.keys,kb.rt,kb.duration,ITI.started,fixCrossR.started,fixCrossR.stopped,ITI.stopped,codeAcc.started,codeAcc.stopped,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,turtle,4,stim//ori1.png,stim//turtle4.png,Turtle,Horse,Car,Shoe,Full Right,Full Left,Half Right,Half Left,True,2.775,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,73.96264010004234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.82915840001078,72.86161260004155,73.82922610000242,73.83030490000965,73.96264010004234,73.96264010004234,74.21269240003312,74.21269240003312,74.19682670000475,74.19685870001558,74.21269240003312,74.56271040003048,74.44673260004492,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,turtle,4,stim//ori1.png,stim//turtle4.png,Turtle,Horse,Car,Shoe,Full Right,Full Left,Half Right,Half Left,True,2.775,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,74.56271040003048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.44700139999622,74.56271040003048,74.56271040003048,74.81298810004955,74.81298810004955,74.79701430001296,74.79704030003631,74.81298810004955,75.23012690001633,75.0475591000286,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,turtle,4,stim//ori1.png,stim//turtle4.png,Turtle,Horse,Car,Shoe,Full Right,Full Left,Half Right,Half Left,True,2.775,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,0,2,0,75.23012690001633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.04801810003119,75.23012690001633,75.23012690001633,75.4806245000218,75.4806245000218,75.4642787000048,75.46429490001174,75.4806245000218,75.9641294000321,75.71438100002706,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,turtle,4,stim//ori1.png,stim//turtle4.png,Turtle,Horse,Car,Shoe,Full Right,Full Left,Half Right,Half Left,True,2.775,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93692050001118,75.9641294000321,75.9641294000321,75.9641294000321,75.9641294000321,75.9641294000321,75.9641294000321,75.9641294000321,75.9641294000321,75.9641294000321,75.9641294000321,75.9641294000321,75.9641294000321,75.9641294000321,75.9641294000321,78.71681700000772,1,1.6804700000211596,None,78.71794670005329,78.73321310000028,81.5187975000008,81.50250960001722,81.50252560002264,81.50278540002182,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,shoe,3,stim//ori1.png,stim//shoe3.png,Full Right,Half Right,Half Left,Full Left,Car,Shoe,Turtle,Horse,False,2.161,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,82.63622880005278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.50303050002549,81.5187975000008,82.50312450004276,82.5042506000027,82.63622880005278,82.63622880005278,82.88651730003767,82.88651730003767,82.87103600002592,82.87105010001687,82.88651730003767,83.2367095000227,83.12053870002273,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,shoe,3,stim//ori1.png,stim//shoe3.png,Full Right,Half Right,Half Left,Full Left,Car,Shoe,Turtle,Horse,False,2.161,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,0,1,0,83.2367095000227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1207873999956,83.2367095000227,83.2367095000227,83.48699140001554,83.48699140001554,83.4712025000481,83.47121630003676,83.48699140001554,83.90401600004407,83.72133820003364,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,shoe,3,stim//ori1.png,stim//shoe3.png,Full Right,Half Right,Half Left,Full Left,Car,Shoe,Turtle,Horse,False,2.161,,,,,,,,,,,,,,,,,,,,,0,2,2,2,2,0,2,0,83.90401600004407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.72173660004046,83.90401600004407,83.90401600004407,84.15445680002449,84.15445680002449,84.1382763000438,84.13830140000209,84.15445680002449,84.57138110004598,84.3886874000309,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,shoe,3,stim//ori1.png,stim//shoe3.png,Full Right,Half Right,Half Left,Full Left,Car,Shoe,Turtle,Horse,False,2.161,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5384563000407,84.57138110004598,84.57138110004598,84.57138110004598,84.57138110004598,84.57138110004598,84.57138110004598,84.57138110004598,84.57138110004598,84.57138110004598,84.57138110004598,84.57138110004598,84.57138110004598,84.57138110004598,84.57138110004598,87.3907629000023,2,1.7058635000139475,None,87.39220180001575,87.40710730000865,89.57558230002178,89.55943690001732,89.55947400000878,89.55975950002903,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Half Left,Full Left,Car,Shoe,Horse,Turtle,False,2.629,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,90.67640769999707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.56000560004031,89.57558230002178,90.56003059999784,90.56092519999947,90.67640769999707,90.67640769999707,90.9267238000175,90.9267238000175,90.91081970004598,90.91085200000089,90.9267238000175,91.27681140002096,91.1608613000135,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Half Left,Full Left,Car,Shoe,Horse,Turtle,False,2.629,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,0,1,0,91.27681140002096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.16111710004043,91.27681140002096,91.27681140002096,91.52729920001002,91.52729920001002,91.51109670003643,91.51112850004574,91.52729920001002,91.94513520004693,91.76150820002658,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Half Left,Full Left,Car,Shoe,Horse,Turtle,False,2.629,,,,,,,,,,,,,,,,,,,,,0,3,3,3,2,0,2,0,91.94513520004693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.76199540001107,91.94513520004693,91.94513520004693,92.19444550003391,92.19444550003391,92.17852900002617,92.17856120003853,92.19444550003391,92.61236400000053,92.4286345000146,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,shoe,3,stim//obj2.png,stim//shoe3.png,Full Right,Half Right,Half Left,Full Left,Car,Shoe,Horse,Turtle,False,2.629,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.58571490005124,92.61236400000053,92.61236400000053,92.61236400000053,92.61236400000053,92.61236400000053,92.61236400000053,92.61236400000053,92.61236400000053,92.61236400000053,92.61236400000053,92.61236400000053,92.61236400000053,92.61236400000053,92.61236400000053,95.43067930004327,2,0.7446564999991097,None,95.4318665000028,95.4471007999964,98.08248850004748,98.06658189999871,98.06661160005024,98.06702080002287,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,turtle,2,stim//ori1.png,stim//turtle2.png,Shoe,Turtle,Car,Horse,Half Left,Full Left,Full Right,Half Right,True,2.548,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,99.20208320004167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.06727810000302,98.08248850004748,99.06757460004883,99.06831770000281,99.20208320004167,99.20208320004167,99.45189640001627,99.45189640001627,99.43718639999861,99.43721820000792,99.45189640001627,99.8005122000468,99.68554020003648,,,,,,,,,,,,,,,,,,,,,,,,,,99.20208320004167,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,turtle,2,stim//ori1.png,stim//turtle2.png,Shoe,Turtle,Car,Horse,Half Left,Full Left,Full Right,Half Right,True,2.548,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,0,1,0,99.8005122000468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.68597380002029,99.8005122000468,99.8005122000468,100.05089100002078,100.05089100002078,100.03475400002208,100.03477840003325,100.05089100002078,100.46787380002206,100.28524220001418,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,turtle,2,stim//ori1.png,stim//turtle2.png,Shoe,Turtle,Car,Horse,Half Left,Full Left,Full Right,Half Right,True,2.548,,,,,,,,,,,,,,,,,,,,,0,4,4,4,2,0,2,0,100.46787380002206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.28555620001862,100.46787380002206,100.46787380002206,100.71811270003673,100.71811270003673,100.70190860005096,100.70193390001077,100.71811270003673,101.1349224000005,100.95197940000799,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,turtle,2,stim//ori1.png,stim//turtle2.png,Shoe,Turtle,Car,Horse,Half Left,Full Left,Full Right,Half Right,True,2.548,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.10470110003371,101.1349224000005,101.1349224000005,101.1349224000005,101.1349224000005,101.1349224000005,101.1349224000005,101.1349224000005,101.1349224000005,101.1349224000005,101.1349224000005,101.1349224000005,101.1349224000005,101.1349224000005,101.1349224000005,103.95446740003536,1,1.7422751999692991,None,103.95585349999601,103.9705342000234,106.52298890001839,106.50706450000871,106.50710220000474,106.50738600001205,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,horse,2,stim//obj1.png,stim//horse2.png,Half Right,Full Left,Half Left,Full Right,Turtle,Shoe,Horse,Car,False,2.304,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,107.62366850004764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5076301000081,106.52298890001839,107.50804580003023,107.50862120004604,107.62366850004764,107.62366850004764,107.87410400004592,107.87410400004592,107.85799720004434,107.85802929999772,107.87410400004592,108.2241847999976,108.10792520001996,,,,,,,,,,,,,,,,,,,,,,,,,,107.62366850004764,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,horse,2,stim//obj1.png,stim//horse2.png,Half Right,Full Left,Half Left,Full Right,Turtle,Shoe,Horse,Car,False,2.304,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,0,1,0,108.2241847999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.10830850002822,108.2241847999976,108.2241847999976,108.47424890002003,108.47424890002003,108.45875150000211,108.4587836000137,108.47424890002003,108.89145160000771,108.70900670002447,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,horse,2,stim//obj1.png,stim//horse2.png,Half Right,Full Left,Half Left,Full Right,Turtle,Shoe,Horse,Car,False,2.304,,,,,,,,,,,,,,,,,,,,,0,5,5,5,2,0,2,0,108.89145160000771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.70948170003248,108.89145160000771,108.89145160000771,109.14154470001813,109.14154470001813,109.1257904000231,109.1258220000309,109.14154470001813,109.62751180003397,109.37575610005297,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,horse,2,stim//obj1.png,stim//horse2.png,Half Right,Full Left,Half Left,Full Right,Turtle,Shoe,Horse,Car,False,2.304,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.6029925000039,109.62751180003397,109.62751180003397,109.62751180003397,109.62751180003397,109.62751180003397,109.62751180003397,109.62751180003397,109.62751180003397,109.62751180003397,109.62751180003397,109.62751180003397,109.62751180003397,109.62751180003397,109.62751180003397,112.37812030001078,3,0.9139960000175051,None,112.37928130000364,112.39457390003372,114.7131077000522,114.69735700002639,114.69737370003713,114.697636900004,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,turtle,1,stim//ori2.png,stim//turtle1.png,Horse,Car,Turtle,Shoe,Half Right,Full Right,Half Left,Full Left,True,2.435,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,115.8307974000345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.69788630004041,114.7131077000522,115.69796070002485,115.69845210004132,115.8307974000345,115.8307974000345,116.08090380002977,116.08090380002977,116.0650945000234,116.06512730004033,116.08090380002977,116.43118519999553,116.31502860004548,,,,,,,,,,,,,,,,,,,,,,,,,,115.8307974000345,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,turtle,1,stim//ori2.png,stim//turtle1.png,Horse,Car,Turtle,Shoe,Half Right,Full Right,Half Left,Full Left,True,2.435,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,0,1,0,116.43118519999553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.31529220001539,116.43118519999553,116.43118519999553,116.68146440002602,116.68146440002602,116.66555600002175,116.66558800003259,116.68146440002602,117.09832470002584,116.915820299997,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,turtle,1,stim//ori2.png,stim//turtle1.png,Horse,Car,Turtle,Shoe,Half Right,Full Right,Half Left,Full Left,True,2.435,,,,,,,,,,,,,,,,,,,,,0,6,6,6,2,0,2,0,117.09832470002584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.91626560001168,117.09832470002584,117.09832470002584,117.34865620004712,117.34865620004712,117.33290150004905,117.3329337000032,117.34865620004712,117.78224020003108,117.58278150000842,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,turtle,1,stim//ori2.png,stim//turtle1.png,Horse,Car,Turtle,Shoe,Half Right,Full Right,Half Left,Full Left,True,2.435,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.74277220002841,117.78224020003108,117.78224020003108,117.78224020003108,117.78224020003108,117.78224020003108,117.78224020003108,117.78224020003108,117.78224020003108,117.78224020003108,117.78224020003108,117.78224020003108,117.78224020003108,117.78224020003108,117.78224020003108,120.58482970000478,4,1.4703445000341162,None,120.58597820001887,120.60140480002156,123.03664700000081,123.02056860004086,123.02060670003993,123.02086770004826,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,car,2,stim//ori2.png,stim//car2.png,Full Right,Full Left,Half Right,Half Left,Horse,Shoe,Turtle,Car,False,2.551,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,124.154298700043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.02111319999676,123.03664700000081,124.02106660004938,124.02193520002766,124.154298700043,124.154298700043,124.40455850004219,124.40455850004219,124.38844880001852,124.38848030002555,124.40455850004219,124.7548581000301,124.63874340004986,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,car,2,stim//ori2.png,stim//car2.png,Full Right,Full Left,Half Right,Half Left,Horse,Shoe,Turtle,Car,False,2.551,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,0,1,0,124.7548581000301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.63915160001488,124.7548581000301,124.7548581000301,125.0049109000247,125.0049109000247,124.98880560003454,124.98881900002016,125.0049109000247,125.42197630001465,125.23903240001528,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,car,2,stim//ori2.png,stim//car2.png,Full Right,Full Left,Half Right,Half Left,Horse,Shoe,Turtle,Car,False,2.551,,,,,,,,,,,,,,,,,,,,,0,7,7,7,2,0,2,0,125.42197630001465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.23945560003631,125.42197630001465,125.42197630001465,125.67220070003532,125.67220070003532,125.65637939999579,125.6564117000089,125.67220070003532,126.10655280004721,125.90619990002597,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,car,2,stim//ori2.png,stim//car2.png,Full Right,Full Left,Half Right,Half Left,Horse,Shoe,Turtle,Car,False,2.551,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.07020400004694,126.10655280004721,126.10655280004721,126.10655280004721,126.10655280004721,126.10655280004721,126.10655280004721,126.10655280004721,126.10655280004721,126.10655280004721,126.10655280004721,126.10655280004721,126.10655280004721,126.10655280004721,126.10655280004721,128.90862320002634,4,2.338412999990396,None,128.9099146000226,128.92540390003705,131.4770000000135,131.46071340003982,131.46075090003433,131.46121560002211,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,shoe,4,stim//ori2.png,stim//shoe4.png,Half Right,Full Left,Full Right,Half Left,Shoe,Horse,Turtle,Car,False,3.037,,,,,,,,,,,,,,,,,,,,,0,8,8,8,0,0,0,0,132.5946206000517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.4617507000221,131.4770000000135,132.46133469999768,132.4621504000388,132.5946206000517,132.5946206000517,132.84490930003813,132.84490930003813,132.82889580004849,132.82890960003715,132.84490930003813,133.19497569999658,133.0787307000137,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,shoe,4,stim//ori2.png,stim//shoe4.png,Half Right,Full Left,Full Right,Half Left,Shoe,Horse,Turtle,Car,False,3.037,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,0,1,0,133.19497569999658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0791778000421,133.19497569999658,133.19497569999658,133.4453280000016,133.4453280000016,133.4294962999993,133.42952900001546,133.4453280000016,133.86238120001508,133.67924110003514,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
,,shoe,4,stim//ori2.png,stim//shoe4.png,Half Right,Full Left,Full Right,Half Left,Shoe,Horse,Turtle,Car,False,3.037,,,,,,,,,,,,,,,,,,,,,0,8,8,8,2,0,2,0,133.86238120001508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.67978240002412,133.86238120001508,133.86238120001508,134.11258160002762,134.11258160002762,134.09670900000492,134.09674150001956,134.11258160002762,134.61333280004328,134.3467564000166,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2023-11-07_10h30.57.157,pilotv2,2023.2.3,60.26626844115771,2023-11-07 10h31.07.102068 +0100,
