category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,interval,delete.thisRepN,delete.thisTrialN,delete.thisN,delete.thisIndex,babySteps.thisRepN,babySteps.thisTrialN,babySteps.thisN,babySteps.thisIndex,babyloop.thisRepN,babyloop.thisTrialN,babyloop.thisN,babyloop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,cue.stopped,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,bResponse.started,fixCross_2.started,text1_2.started,text2_2.started,text3_2.started,text4_2.started,text5_2.started,text6_2.started,text7_2.started,text8_2.started,kb_2.started,num1_2.started,num2_2.started,num3_2.started,num4_2.started,key_resp_2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018206299981102347,0.0185912000015378,0.01895409997086972,0.03381759999319911,0.03381759999319911,0.5356296999962069,['5'],[0.4975777000072412],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,2023-11-08_16h05.16.775,pilotv2,2023.2.3,59.61411779892882,2023-11-08 16h05.24.905938 +0100,
car,2,stim//obj2.png,stim//car2.png,Turtle,Horse,Car,Shoe,Full Left,Half Right,Half Left,Full Right,True,2.475,,,,,0,0,0,0,0,0,0,0,1.7353447999921627,,,,,,,,,,,0.5427589999744669,0.5508751000161283,1.7353447999921627,1.5361377999652177,1.536755200009793,1.7353447999921627,1.7353447999921627,1.9857047999976203,1.9857047999976203,1.9697959999903105,1.9698272999958135,1.9857047999976203,2.352761099988129,2.2195876999758184,,,,,,,,,,,,,,,,,15,0,2023-11-08_16h05.16.775,pilotv2,2023.2.3,59.61411779892882,2023-11-08 16h05.24.905938 +0100,
car,2,stim//obj2.png,stim//car2.png,Turtle,Horse,Car,Shoe,Full Left,Half Right,Half Left,Full Right,True,2.475,,,,,0,0,0,0,1,0,1,0,2.352761099988129,,,,,,,,,,,,,,,2.2198949999874458,2.352761099988129,2.352761099988129,2.602865299966652,2.602865299966652,2.5868866000091657,2.586917100008577,2.602865299966652,3.0195812999736518,2.8368844999931753,,,,,,,,,,,,,,,,,15,0,2023-11-08_16h05.16.775,pilotv2,2023.2.3,59.61411779892882,2023-11-08 16h05.24.905938 +0100,
car,2,stim//obj2.png,stim//car2.png,Turtle,Horse,Car,Shoe,Full Left,Half Right,Half Left,Full Right,True,2.475,,,,,0,0,0,0,2,0,2,0,3.0195812999736518,,,,,,,,,,,,,,,2.837298300000839,3.0195812999736518,3.0195812999736518,3.2699882999877445,3.2699882999877445,3.2538815999869257,3.2538940999656916,3.2699882999877445,3.5697855000034906,3.5040383000159636,,,,,,,,,,,,,,,,,15,0,2023-11-08_16h05.16.775,pilotv2,2023.2.3,59.61411779892882,2023-11-08 16h05.24.905938 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5196891999803483,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,3.5697855000034906,,,,,,,,
