2.4814 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
5.4781 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
6.2341 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF07BA5070>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF07B916A0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DF07B91EB0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001DF08107F10>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.2342 	EXP 	window1: mouseVisible = True
6.2342 	EXP 	window1: backgroundImage = ''
6.2342 	EXP 	window1: backgroundFit = 'none'
6.2358 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.2358 	EXP 	window1: recordFrameIntervals = False
6.4004 	EXP 	window1: recordFrameIntervals = True
6.5833 	EXP 	Screen (0) actual frame rate measured at 60.07Hz
6.5833 	EXP 	window1: recordFrameIntervals = False
6.5834 	EXP 	window1: mouseVisible = False
8.6964 	EXP 	pilotv2: status = STARTED
8.6968 	EXP 	window1: mouseVisible = True
8.7068 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.96, 0.54]), texRes=128.0, units='height', win=Window(...))
8.7070 	EXP 	window1: mouseVisible = True
8.7072 	EXP 	window1: mouseVisible = True
8.7076 	EXP 	window1: mouseVisible = True
8.7080 	EXP 	window1: mouseVisible = True
8.7234 	EXP 	window1: mouseVisible = True
8.7236 	EXP 	window1: mouseVisible = True
8.7240 	EXP 	window1: mouseVisible = True
8.7244 	EXP 	window1: mouseVisible = True
8.7393 	EXP 	window1: mouseVisible = True
8.7396 	EXP 	window1: mouseVisible = True
8.7397 	EXP 	window1: mouseVisible = True
8.7401 	EXP 	window1: mouseVisible = True
8.7405 	EXP 	window1: mouseVisible = True
8.7536 	EXP 	window1: mouseVisible = True
8.7537 	EXP 	window1: mouseVisible = True
8.7542 	EXP 	window1: mouseVisible = True
8.7546 	EXP 	window1: mouseVisible = True
8.7670 	EXP 	window1: mouseVisible = True
