2.3561 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
5.4606 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
6.2487 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C80C405E50>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C80C405DF0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C80C405C10>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C80C936DC0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.2488 	EXP 	window1: mouseVisible = True
6.2488 	EXP 	window1: backgroundImage = ''
6.2488 	EXP 	window1: backgroundFit = 'none'
6.2504 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.2504 	EXP 	window1: recordFrameIntervals = False
6.4146 	EXP 	window1: recordFrameIntervals = True
6.5986 	EXP 	Screen (0) actual frame rate measured at 59.95Hz
6.5986 	EXP 	window1: recordFrameIntervals = False
6.5987 	EXP 	window1: mouseVisible = False
8.7152 	EXP 	pilotv2: status = STARTED
8.7155 	EXP 	window1: mouseVisible = True
8.7255 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.96, 0.54]), texRes=128.0, units='height', win=Window(...))
8.7257 	EXP 	window1: mouseVisible = True
8.7258 	EXP 	window1: mouseVisible = True
8.7263 	EXP 	window1: mouseVisible = True
8.7267 	EXP 	window1: mouseVisible = True
8.7497 	EXP 	window1: mouseVisible = True
8.7499 	EXP 	window1: mouseVisible = True
8.7503 	EXP 	window1: mouseVisible = True
8.7507 	EXP 	window1: mouseVisible = True
8.7735 	EXP 	window1: mouseVisible = True
8.7737 	EXP 	window1: mouseVisible = True
8.7739 	EXP 	window1: mouseVisible = True
8.7743 	EXP 	window1: mouseVisible = True
8.7747 	EXP 	window1: mouseVisible = True
8.7956 	EXP 	window1: mouseVisible = True
8.7958 	EXP 	window1: mouseVisible = True
8.7962 	EXP 	window1: mouseVisible = True
8.7966 	EXP 	window1: mouseVisible = True
8.8166 	EXP 	window1: mouseVisible = True
8.8168 	EXP 	window1: mouseVisible = True
8.8791 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.8793 	EXP 	window1: mouseVisible = True
8.8794 	EXP 	window1: mouseVisible = True
8.8799 	EXP 	window1: mouseVisible = True
8.8803 	EXP 	window1: mouseVisible = True
8.9032 	EXP 	window1: mouseVisible = True
8.9033 	EXP 	window1: mouseVisible = True
8.9037 	EXP 	window1: mouseVisible = True
