trialstest.thisRepN,trialstest.thisTrialN,trialstest.thisN,trialstest.thisIndex,thisRow.t,notes,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.029301400005351752,0.04383909999160096,0.04383909999160096,1.411941600003047,['5'],[1.3526845999876969],[None],,001,2023-11-06_06h17.23.462,pilotv1,2023.2.3,59.89555413925702,2023-11-06 06h17.40.339438 +0100,
