category,orientation,taskOrientation,stimfile,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,fixCrossR_2.started,fixCrossR_2.stopped,image.started,image.stopped,fixCrossR_4.started,fixCrossR_4.stopped,fixCrossR_3.started,fixCrossR_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
cat,2,0,stim//cat2.png,0,3,3,3,1,0,1,0,13.202947300000233,None,13.202947300000233,None,13.36980549999953,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,2,0,stim//cat2.png,0,3,3,3,2,0,2,0,13.70377069999995,None,13.70377069999995,None,13.870568499999536,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,2,0,stim//cat2.png,0,3,3,3,,,,,,,,,14.120467200000348,None,14.370616500000324,None,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,3,1,stim//cat3.png,0,4,4,4,0,0,0,0,14.704590399999688,None,14.704590399999688,None,14.871055100000376,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,3,1,stim//cat3.png,0,4,4,4,1,0,1,0,15.204869899999721,None,15.204869899999721,None,15.37204329999986,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,3,1,stim//cat3.png,0,4,4,4,2,0,2,0,15.705396100000144,None,15.705396100000144,None,15.872136500000124,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,3,1,stim//cat3.png,0,4,4,4,,,,,,,,,16.122461799999655,None,16.372628400000394,None,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,3,0,stim//cat3.png,0,5,5,5,0,0,0,0,16.70617459999994,None,16.70617459999994,None,16.87262600000031,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,3,0,stim//cat3.png,0,5,5,5,1,0,1,0,17.20673210000041,None,17.20673210000041,None,17.373150100000203,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,3,0,stim//cat3.png,0,5,5,5,2,0,2,0,17.706791200000225,None,17.706791200000225,None,17.87386129999959,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,3,0,stim//cat3.png,0,5,5,5,,,,,,,,,18.124136700000236,None,18.374471899999662,None,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,4,1,stim//cat4.png,0,6,6,6,0,0,0,0,18.707716199999595,None,18.707716199999595,None,18.874778700000206,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,4,1,stim//cat4.png,0,6,6,6,1,0,1,0,19.20800700000018,None,19.20800700000018,None,19.358174500000132,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,4,1,stim//cat4.png,0,6,6,6,2,0,2,0,19.69248189999962,None,19.69248189999962,None,19.858538999999837,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,4,1,stim//cat4.png,0,6,6,6,,,,,,,,,20.108720500000345,None,20.35901339999964,None,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,4,0,stim//cat4.png,0,7,7,7,0,0,0,0,20.69265280000036,None,20.69265280000036,None,20.8593450999997,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,4,0,stim//cat4.png,0,7,7,7,1,0,1,0,21.192953099999613,None,21.192953099999613,None,21.3598678999997,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,4,0,stim//cat4.png,0,7,7,7,2,0,2,0,21.693461699999716,None,21.693461699999716,None,21.860242699999617,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
cat,4,0,stim//cat4.png,0,7,7,7,,,,,,,,,22.11043040000004,None,22.3608334999999,None,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,1,1,stim//auto1.png,0,8,8,8,0,0,0,0,22.694450199999665,None,22.694450199999665,None,22.86127000000033,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,1,1,stim//auto1.png,0,8,8,8,1,0,1,0,23.194612700000107,None,23.194612700000107,None,23.361683699999958,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,1,1,stim//auto1.png,0,8,8,8,2,0,2,0,23.69527190000008,None,23.69527190000008,None,23.862045599999874,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,1,1,stim//auto1.png,0,8,8,8,,,,,,,,,24.11213560000033,None,24.36255710000023,None,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,1,0,stim//auto1.png,0,9,9,9,0,0,0,0,24.6962395999999,None,24.6962395999999,None,24.86271450000004,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,1,0,stim//auto1.png,0,9,9,9,1,0,1,0,25.196348899999975,None,25.196348899999975,None,25.363091000000168,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,1,0,stim//auto1.png,0,9,9,9,2,0,2,0,25.69701559999976,None,25.69701559999976,None,25.863529399999607,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,1,0,stim//auto1.png,0,9,9,9,,,,,,,,,26.114184699999896,None,26.363973200000146,None,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,2,1,stim//auto2.png,0,10,10,10,0,0,0,0,26.697828200000004,None,26.697828200000004,None,26.864858799999638,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,2,1,stim//auto2.png,0,10,10,10,1,0,1,0,27.198209500000303,None,27.198209500000303,None,27.36507789999996,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,2,1,stim//auto2.png,0,10,10,10,2,0,2,0,27.698663699999997,None,27.698663699999997,None,27.865520800000013,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,2,1,stim//auto2.png,0,10,10,10,,,,,,,,,28.115379900000335,None,28.36552909999955,None,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,2,0,stim//auto2.png,0,11,11,11,0,0,0,0,28.699409799999557,None,28.699409799999557,None,28.86599430000024,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,2,0,stim//auto2.png,0,11,11,11,1,0,1,0,29.19990229999985,None,29.19990229999985,None,29.36696740000025,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,2,0,stim//auto2.png,0,11,11,11,2,0,2,0,29.700231599999825,None,29.700231599999825,None,29.86683770000036,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,2,0,stim//auto2.png,0,11,11,11,,,,,,,,,30.117290399999547,None,30.36770030000025,None,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,3,1,stim//auto3.png,0,12,12,12,0,0,0,0,30.70128250000016,None,30.70128250000016,None,30.867653500000415,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,3,1,stim//auto3.png,0,12,12,12,1,0,1,0,31.201290699999845,None,31.201290699999845,None,31.368089300000065,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,3,1,stim//auto3.png,0,12,12,12,2,0,2,0,31.702057599999534,None,31.702057599999534,None,31.86876719999964,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,3,1,stim//auto3.png,0,12,12,12,,,,,,,,,32.119071400000394,None,32.369311200000084,None,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
auto,3,0,stim//auto3.png,0,13,13,13,0,0,0,0,32.70279829999981,None,32.70279829999981,None,32.86960350000027,None,,,,001,2023-10-11_14h41.32.864,untitled,2022.1.4,59.94556942307401,
