InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide1.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.0201093000068795,1.02010190000874,0.0
instructions//slide2.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,0.6866084999928717,0.6866034000122454,1.0
instructions//slide3.png,1.0,1.0,1.0,0.0,0.9407829999981914,0.9407777999876998,0.0,0.0,0.0,'','',2.0
instructions//slide4.png,1.0,1.0,1.0,0.0,0.5656663000117987,0.5656607999990229,0.0,0.0,0.0,'','',3.0
instructions//slide5.png,1.0,1.0,1.0,0.0,5.351062899979297,5.351055299979635,0.0,0.0,0.0,'','',4.0
instructions//slide6.png,1.0,1.0,1.0,0.0,1.2210928999993484,1.2210878999903798,0.0,0.0,0.0,'','',5.0

extraInfo
participant,
session,
date,2023-11-06_22h14.56.107
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,59.96943956778834
expStart,2023-11-06 22h15.00.828626 +0100
