InstructionsFilepath,instructionsCont.thisRepN,instructionsCont.thisTrialN,instructionsCont.thisN,instructionsCont.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,Instructions1.stopped,buttonNext.numClicks,buttonNext.timesOn,buttonNext.timesOff,buttonBack.numClicks,buttonBack.timesOn,buttonBack.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
instructions//slide1.png,0,0,0,0,0,0,0,0,0.13477000000420958,,0.02756240000599064,0.02794739999808371,0.032664199999999255,0.13477000000420958,0.13477000000420958,0.13477000000420958,2.2219343000033405,1,[2.119415699999081],[2.1194214000133798],0,,,,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
instructions//slide2.png,1,0,1,0,0,0,0,0,2.3408311000093818,,2.2521377000084613,2.2524632000131533,2.2564306000131182,2.3408311000093818,2.3408311000093818,2.3408311000093818,2.807557500025723,1,[0.4823692000063602],[0.48237340000923723],0,,,,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
instructions//slide3.png,2,0,2,0,0,0,0,0,2.9543493000091985,,2.8446424000139814,2.8450545000087004,2.849038800020935,2.9543493000091985,2.9543493000091985,2.9543493000091985,3.8567249000188895,1,[0.9174705999903381],[0.9174748999939766],0,,,,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
instructions//slide4.png,3,0,3,0,0,0,0,0,4.01721840002574,,3.900046499999007,3.900520900002448,3.904567000019597,4.01721840002574,4.01721840002574,4.01721840002574,4.602167900011409,1,[0.6064714000094682],[0.60648059999221],0,,,,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
instructions//slide5.png,4,0,4,0,0,0,0,0,4.739869000011822,,4.65063430002192,4.651062200020533,4.655314100004034,4.739869000011822,4.739869000011822,4.739869000011822,5.906648500007577,0,,,1,[1.1814173000166193],[1.1814229000010528],,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
instructions//slide4.png,5,0,5,0,0,0,0,0,6.067035800020676,,5.96815610001795,5.968566299998201,5.9726330999983475,6.067035800020676,6.067035800020676,6.067035800020676,9.468294500024058,0,,,1,[3.4248455000051763],[3.4248500999819953],,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,2023-11-06_22h24.31.520,pilotv2,2023.2.3,59.71282907243393,2023-11-06 22h24.36.715796 +0100,
,,,,,,,,,9.617025300016394,,9.522793800017098,9.523187600017991,9.527136100019561,9.617025300016394,9.617025300016394,9.617025300016394,,,,,,,,,,,,,,,
