category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,interval,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,thisRow.t,notes,welcome.started,welcometext.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Instructions.started,instr_2.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,key_resp_3.started,text_2.started,image_2.started,instr2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,symb1.started,key_resp_4.started,image_3.started,image_4.started,image_5.started,image_6.started,image_22.started,image_23.started,text_3.started,symb1.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,symb2.started,image_7.started,image_8.started,image_9.started,image_10.started,image_11.started,image_12.started,text_4.started,key_resp_6.started,symb2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,memor.started,key_resp_7.started,text_5.started,image_13.started,image_14.started,image_15.started,image_16.started,text_6.started,text_7.started,memor.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,test1.started,text_8.started,button.started,button_2.started,image_17.started,test1.stopped,button.numClicks,button.timesOn,button.timesOff,button_2.numClicks,button_2.timesOn,button_2.timesOff,test2.started,text_9.started,button_3.started,button_4.started,image_18.started,test2.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,button_4.numClicks,button_4.timesOn,button_4.timesOff,test3.started,text_10.started,button_5.started,button_7.started,image_19.started,test3.stopped,button_5.numClicks,button_5.timesOn,button_5.timesOff,button_7.numClicks,button_7.timesOn,button_7.timesOff,test4.started,text_11.started,button_6.started,button_8.started,image_20.started,test4.stopped,button_6.numClicks,button_6.timesOn,button_6.timesOff,button_8.numClicks,button_8.timesOn,button_8.timesOff,gratz.started,text_12.started,key_resp_8.started,gratz.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,respo1.started,key_resp_9.started,text_13.started,image_25.started,respo1.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,respo2.started,key_resp_10.started,text_14.started,image_24.started,respo2.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,respo3.started,key_resp_11.started,text_15.started,image_21.started,respo3.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,response.started,fixCross.started,text1.started,text2.started,text3.started,text4.started,text5.started,text6.started,text7.started,text8.started,kb.started,num1.started,num2.started,num3.started,num4.started,response.stopped,kb.keys,ITI.started,fixCrossR.started,fixCrossR.stopped,ITI.stopped,codeAcc.started,cue.stopped,kb.rt,kb.duration,codeAcc.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
horse,4,stim//obj1.png,stim//horse4.png,full right,slight right,slight left,full left,horse,car,shoe,turtle,False,2.161,0,2,2,2,1,0,1,0,84.10504970001057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.97267550000106,84.10504970001057,84.10504970001057,84.35550629999489,84.35550629999489,84.33884899999248,84.33887529998901,84.35550629999489,84.7716541000118,84.58923529999447,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
horse,4,stim//obj1.png,stim//horse4.png,full right,slight right,slight left,full left,horse,car,shoe,turtle,False,2.161,0,2,2,2,2,0,2,0,84.7716541000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.58948339999188,84.7716541000118,84.7716541000118,85.02195570000913,85.02195570000913,85.00560540001607,85.00561970000854,85.02195570000913,85.28835710001295,85.25564779998967,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
horse,4,stim//obj1.png,stim//horse4.png,full right,slight right,slight left,full left,horse,car,shoe,turtle,False,2.161,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.25577489999705,85.28835710001295,85.28835710001295,85.28835710001295,85.28835710001295,85.28835710001295,85.28835710001295,85.28835710001295,85.28835710001295,85.28835710001295,85.28835710001295,85.28835710001295,85.28835710001295,85.28835710001295,85.28835710001295,88.27186229999643,1,88.27368810001644,88.28833380001015,90.45521400001599,90.43875850000768,90.4387895000109,,1.2565759000135586,None,90.43906249999418,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
turtle,1,stim//obj1.png,stim//turtle1.png,full left,full right,slight left,slight right,shoe,turtle,horse,car,False,2.629,0,3,3,3,0,0,0,0,91.55483519998961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.43955179999466,90.45521400001599,91.43873789999634,91.43942169999355,91.55483519998961,91.55483519998961,91.80511479999404,91.80511479999404,91.78915510000661,91.78916939999908,91.80511479999404,92.17159820001689,92.03902379999636,,,,,,,,,,,,,,,,,,,,,,,91.55483519998961,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
turtle,1,stim//obj1.png,stim//turtle1.png,full left,full right,slight left,slight right,shoe,turtle,horse,car,False,2.629,0,3,3,3,1,0,1,0,92.17159820001689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.03940629999852,92.17159820001689,92.17159820001689,92.42168359999778,92.42168359999778,92.4060213000048,92.40605449999566,92.42168359999778,92.83810100000119,92.65579479999724,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
turtle,1,stim//obj1.png,stim//turtle1.png,full left,full right,slight left,slight right,shoe,turtle,horse,car,False,2.629,0,3,3,3,2,0,2,0,92.83810100000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.65605910000158,92.83810100000119,92.83810100000119,93.08815890000551,93.08815890000551,93.07239469999331,93.07241960000829,93.08815890000551,93.35513300000457,93.32246299998951,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
turtle,1,stim//obj1.png,stim//turtle1.png,full left,full right,slight left,slight right,shoe,turtle,horse,car,False,2.629,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.32262349998928,93.35513300000457,93.35513300000457,93.35513300000457,93.35513300000457,93.35513300000457,93.35513300000457,93.35513300000457,93.35513300000457,93.35513300000457,93.35513300000457,93.35513300000457,93.35513300000457,93.35513300000457,93.35513300000457,96.33871470001759,2,96.34011859999737,96.35514610001701,98.98844919999829,98.97261850000359,98.97265899999184,,1.1757967000012286,None,98.97295970001142,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,2,stim//obj1.png,stim//car2.png,car,shoe,horse,turtle,slight left,full right,full left,slight right,True,2.548,0,4,4,4,0,0,0,0,100.08835410000756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.97337449999759,98.98844919999829,99.97220370001742,99.97269280001638,100.08835410000756,100.08835410000756,100.33834849999403,100.33834849999403,100.3220927999937,100.32211010000901,100.33834849999403,100.68915419999394,100.57248279999476,,,,,,,,,,,,,,,,,,,,,,,100.08835410000756,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,2,stim//obj1.png,stim//car2.png,car,shoe,horse,turtle,slight left,full right,full left,slight right,True,2.548,0,4,4,4,1,0,1,0,100.68915419999394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.57289260000107,100.68915419999394,100.68915419999394,100.94080209999811,100.94080209999811,100.92667570000049,100.92668979999144,100.94080209999811,101.3713367000164,101.17500049999217,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,2,stim//obj1.png,stim//car2.png,car,shoe,horse,turtle,slight left,full right,full left,slight right,True,2.548,0,4,4,4,2,0,2,0,101.3713367000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1752506000048,101.3713367000164,101.3713367000164,101.62143860000651,101.62143860000651,101.60546700001578,101.60548210001434,101.62143860000651,101.88828949999879,101.85562750001554,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,2,stim//obj1.png,stim//car2.png,car,shoe,horse,turtle,slight left,full right,full left,slight right,True,2.548,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8557121999911,101.88828949999879,101.88828949999879,101.88828949999879,101.88828949999879,101.88828949999879,101.88828949999879,101.88828949999879,101.88828949999879,101.88828949999879,101.88828949999879,101.88828949999879,101.88828949999879,101.88828949999879,101.88828949999879,104.87191180000082,1,104.87296830001287,104.88799250000739,107.4381882000016,107.42209760000696,107.42211580000003,,0.9813488000072539,None,107.42238410000573,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,1,stim//ori1.png,stim//car1.png,slight right,full left,slight left,full right,horse,turtle,shoe,car,False,2.304,0,5,5,5,0,0,0,0,108.5377240999951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.42262540000957,107.4381882000016,108.42225370000233,108.4227407000144,108.5377240999951,108.5377240999951,108.78812690000632,108.78812690000632,108.7723762000096,108.77241090001189,108.78812690000632,109.15490300001693,109.0218176000053,,,,,,,,,,,,,,,,,,,,,,,108.5377240999951,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,1,stim//ori1.png,stim//car1.png,slight right,full left,slight left,full right,horse,turtle,shoe,car,False,2.304,0,5,5,5,1,0,1,0,109.15490300001693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.02210590001778,109.15490300001693,109.15490300001693,109.40462330001174,109.40462330001174,109.38868340000045,109.38871080000536,109.40462330001174,109.87146120000398,109.63901350001106,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,1,stim//ori1.png,stim//car1.png,slight right,full left,slight left,full right,horse,turtle,shoe,car,False,2.304,0,5,5,5,2,0,2,0,109.87146120000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.63937019999139,109.87146120000398,109.87146120000398,110.12148980001803,110.12148980001803,110.10549419999006,110.10550850001164,110.12148980001803,110.38795790000586,110.35532110001077,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,1,stim//ori1.png,stim//car1.png,slight right,full left,slight left,full right,horse,turtle,shoe,car,False,2.304,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.35544889999437,110.38795790000586,110.38795790000586,110.38795790000586,110.38795790000586,110.38795790000586,110.38795790000586,110.38795790000586,110.38795790000586,110.38795790000586,110.38795790000586,110.38795790000586,110.38795790000586,110.38795790000586,110.38795790000586,113.37163989999681,2,113.3728856999951,113.38809389999369,115.70470699999714,115.68838830001187,115.68842690001475,,1.0434328000119422,None,115.68871230000514,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
shoe,2,stim//obj2.png,stim//shoe2.png,shoe,turtle,horse,car,full right,slight right,slight left,full left,True,2.435,0,6,6,6,0,0,0,0,116.80796890001511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.68898189999163,115.70470699999714,116.68858620000537,116.68949769999017,116.80796890001511,116.80796890001511,117.05710370000452,117.05710370000452,117.0428407000145,117.04287460001069,117.05710370000452,117.42121440000483,117.29108180000912,,,,,,,,,,,,,,,,,,,,,,,116.80796890001511,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
shoe,2,stim//obj2.png,stim//shoe2.png,shoe,turtle,horse,car,full right,slight right,slight left,full left,True,2.435,0,6,6,6,1,0,1,0,117.42121440000483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.291504599998,117.42121440000483,117.42121440000483,117.67134669999359,117.67134669999359,117.6550283000106,117.65505540001323,117.67134669999359,118.25444540000171,117.90506200000527,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
shoe,2,stim//obj2.png,stim//shoe2.png,shoe,turtle,horse,car,full right,slight right,slight left,full left,True,2.435,0,6,6,6,2,0,2,0,118.25444540000171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.90548230000422,118.25444540000171,118.25444540000171,118.50469930001418,118.50469930001418,118.48839909999515,118.48842840001453,118.50469930001418,118.77125059999526,118.73882480000611,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
shoe,2,stim//obj2.png,stim//shoe2.png,shoe,turtle,horse,car,full right,slight right,slight left,full left,True,2.435,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.73896859999513,118.77125059999526,118.77125059999526,118.77125059999526,118.77125059999526,118.77125059999526,118.77125059999526,118.77125059999526,118.77125059999526,118.77125059999526,118.77125059999526,118.77125059999526,118.77125059999526,118.77125059999526,118.77125059999526,121.75474890001351,1,121.75604790000943,121.7717682000075,124.2214285999944,124.2052432000055,124.2052643999923,,1.1493046999967191,None,124.20557749998989,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,turtle,car,horse,shoe,slight right,slight left,full right,full left,True,2.551,0,7,7,7,0,0,0,0,125.32234980000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.2058348999999,124.2214285999944,125.20514549998916,125.20573570000124,125.32234980000067,125.32234980000067,125.57372370001394,125.57372370001394,125.55965770001058,125.55968470001244,125.57372370001394,125.92202600001474,125.80752490001032,,,,,,,,,,,,,,,,,,,,,,,125.32234980000067,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,turtle,car,horse,shoe,slight right,slight left,full right,full left,True,2.551,0,7,7,7,1,0,1,0,125.92202600001474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.8079640000069,125.92202600001474,125.92202600001474,126.17367610000656,126.17367610000656,126.15934270000434,126.15935810000519,126.17367610000656,126.58781130000716,126.40783020001254,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,turtle,car,horse,shoe,slight right,slight left,full right,full left,True,2.551,0,7,7,7,2,0,2,0,126.58781130000716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.40826450000168,126.58781130000716,126.58781130000716,126.8379402999999,126.8379402999999,126.82206760000554,126.82210170000326,126.8379402999999,127.10450670000864,127.07199260001653,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
turtle,3,stim//ori1.png,stim//turtle3.png,turtle,car,horse,shoe,slight right,slight left,full right,full left,True,2.551,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.07216949999565,127.10450670000864,127.10450670000864,127.10450670000864,127.10450670000864,127.10450670000864,127.10450670000864,127.10450670000864,127.10450670000864,127.10450670000864,127.10450670000864,127.10450670000864,127.10450670000864,127.10450670000864,127.10450670000864,130.08777390001342,1,130.0889906999946,130.1042693000054,132.65426549999393,132.63836800001445,132.63838590000523,,1.2919036999810487,None,132.63865020000958,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,3,stim//ori1.png,stim//car3.png,slight left,slight right,full left,full right,car,turtle,horse,shoe,False,3.037,0,8,8,8,0,0,0,0,133.75427930001752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.63890920000267,132.65426549999393,133.63837369999965,133.6388627999986,133.75427930001752,133.75427930001752,134.0042728999979,134.0042728999979,133.98795750000863,133.9879718000011,134.0042728999979,134.37087909999536,134.2384541000065,,,,,,,,,,,,,,,,,,,,,,,133.75427930001752,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,3,stim//ori1.png,stim//car3.png,slight left,slight right,full left,full right,car,turtle,horse,shoe,False,3.037,0,8,8,8,1,0,1,0,134.37087909999536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.2387361000001,134.37087909999536,134.37087909999536,134.6210728000151,134.6210728000151,134.60516199999256,134.60517600001185,134.6210728000151,135.0376363999967,134.8548837999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,3,stim//ori1.png,stim//car3.png,slight left,slight right,full left,full right,car,turtle,horse,shoe,False,3.037,0,8,8,8,2,0,2,0,135.0376363999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.855453199998,135.0376363999967,135.0376363999967,135.28772510000272,135.28772510000272,135.27156990001095,135.27160450001247,135.28772510000272,135.55421960001695,135.5216303000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
car,3,stim//ori1.png,stim//car3.png,slight left,slight right,full left,full right,car,turtle,horse,shoe,False,3.037,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.52175869999337,135.55421960001695,135.55421960001695,135.55421960001695,135.55421960001695,135.55421960001695,135.55421960001695,135.55421960001695,135.55421960001695,135.55421960001695,135.55421960001695,135.55421960001695,135.55421960001695,135.55421960001695,135.55421960001695,138.53782960001263,2,138.53883160001715,138.55426540001645,141.6042454999988,141.5879486000049,141.58798209999804,,1.381104400003096,None,141.58826220000628,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
shoe,4,stim//obj2.png,stim//shoe4.png,slight right,full left,slight left,full right,car,horse,shoe,turtle,False,2.915,0,9,9,9,0,0,0,0,142.7040360000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.58852779999143,141.6042454999988,142.58791540001403,142.58850790001452,142.7040360000101,142.7040360000101,142.95428480001283,142.95428480001283,142.93836759999976,142.93838219999452,142.95428480001283,143.3207398999948,143.18844860000536,,,,,,,,,,,,,,,,,,,,,,,142.7040360000101,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
shoe,4,stim//obj2.png,stim//shoe4.png,slight right,full left,slight left,full right,car,horse,shoe,turtle,False,2.915,0,9,9,9,1,0,1,0,143.3207398999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.18869939999422,143.3207398999948,143.3207398999948,143.57078499998897,143.57078499998897,143.55514589999802,143.55517579999287,143.57078499998897,143.98736570001347,143.80497769999783,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_17h03.00.658,pilotv1,2023.2.3,59.644945558630155,2023-11-06 17h04.00.197390 +0100,
