InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide1.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,4.167911299970001,4.167907199996989,0.0

extraInfo
participant,44
session,0
date,2023-11-07_10h30.57.157
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.26626844115771
expStart,2023-11-07 10h31.07.102068 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide2.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.9129630999523215,1.912958599976264,0.0

extraInfo
participant,44
session,0
date,2023-11-07_10h30.57.157
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.26626844115771
expStart,2023-11-07 10h31.07.102068 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide3.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,3.3614061000407673,3.3613949000136927,0.0

extraInfo
participant,44
session,0
date,2023-11-07_10h30.57.157
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.26626844115771
expStart,2023-11-07 10h31.07.102068 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide4.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,3.394059600017499,3.3940476999850944,0.0

extraInfo
participant,44
session,0
date,2023-11-07_10h30.57.157
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.26626844115771
expStart,2023-11-07 10h31.07.102068 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide5.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,2.4039403999922797,2.4039364000200294,0.0

extraInfo
participant,44
session,0
date,2023-11-07_10h30.57.157
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.26626844115771
expStart,2023-11-07 10h31.07.102068 +0100
﻿InstructionsFilepath,n,buttonBack.numClicks_mean,buttonBack.numClicks_raw,buttonBack.numClicks_std,buttonBack.timesOff_raw,buttonBack.timesOn_raw,buttonNext.numClicks_mean,buttonNext.numClicks_raw,buttonNext.numClicks_std,buttonNext.timesOff_raw,buttonNext.timesOn_raw,order
instructions//slide6.png,1.0,0.0,0.0,0.0,'','',1.0,1.0,0.0,1.9352792000281624,1.9352709000231698,0.0

extraInfo
participant,44
session,0
date,2023-11-07_10h30.57.157
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,60.26626844115771
expStart,2023-11-07 10h31.07.102068 +0100
