2.4599 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
5.7280 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
6.5099 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000299AE1370D0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000299AE137070>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000299AE120F10>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000299AE64A070>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.5101 	EXP 	window1: mouseVisible = True
6.5102 	EXP 	window1: backgroundImage = ''
6.5102 	EXP 	window1: backgroundFit = 'none'
6.5118 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.5118 	EXP 	window1: recordFrameIntervals = False
6.6758 	EXP 	window1: recordFrameIntervals = True
6.8591 	EXP 	Screen (0) actual frame rate measured at 60.20Hz
6.8592 	EXP 	window1: recordFrameIntervals = False
6.8593 	EXP 	window1: mouseVisible = False
9.0844 	EXP 	pilotv2: status = STARTED
9.0848 	EXP 	window1: mouseVisible = True
9.0945 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.96, 0.54]), texRes=128.0, units='height', win=Window(...))
9.0948 	EXP 	window1: mouseVisible = True
9.0949 	EXP 	window1: mouseVisible = True
9.0953 	EXP 	window1: mouseVisible = True
9.0957 	EXP 	window1: mouseVisible = True
9.1188 	EXP 	window1: mouseVisible = True
9.1189 	EXP 	window1: mouseVisible = True
9.1193 	EXP 	window1: mouseVisible = True
9.1197 	EXP 	window1: mouseVisible = True
9.1422 	EXP 	window1: mouseVisible = True
9.1425 	EXP 	window1: mouseVisible = True
9.1426 	EXP 	window1: mouseVisible = True
9.1430 	EXP 	window1: mouseVisible = True
9.1434 	EXP 	window1: mouseVisible = True
9.1637 	EXP 	window1: mouseVisible = True
9.1639 	EXP 	window1: mouseVisible = True
9.1643 	EXP 	window1: mouseVisible = True
9.1647 	EXP 	window1: mouseVisible = True
9.1845 	EXP 	window1: mouseVisible = True
9.1847 	EXP 	window1: mouseVisible = True
