1.7869 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
21.9898 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [2560, 1440]. Using actual size
22.6667 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021C3B987B80>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021C3B987B20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021C3B987940>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000021C3BD2B550>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([2560, 1440]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
22.6670 	EXP 	window1: mouseVisible = True
22.6670 	EXP 	window1: backgroundImage = ''
22.6671 	EXP 	window1: backgroundFit = 'none'
22.6720 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
22.6721 	EXP 	window1: recordFrameIntervals = False
22.8313 	EXP 	window1: recordFrameIntervals = True
23.0145 	EXP 	Screen (0) actual frame rate measured at 60.15Hz
23.0145 	EXP 	window1: recordFrameIntervals = False
23.0146 	EXP 	window1: mouseVisible = False
24.4960 	EXP 	pilotv2: status = STARTED
24.4966 	EXP 	window1: mouseVisible = True
24.5079 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
24.5082 	EXP 	window1: mouseVisible = True
24.5083 	EXP 	window1: mouseVisible = True
24.5087 	EXP 	window1: mouseVisible = True
