InstructionsFilepath,instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,Instructions1.stopped,buttonNext.numClicks,buttonNext.timesOn,buttonNext.timesOff,buttonBack.numClicks,buttonBack.timesOn,buttonBack.timesOff,test1.started,text_8.started,button.started,button_2.started,image_17.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
instructions//slide1.png,0,0,0,0,0,0,0,0,0.05727770001976751,,0.01783540000906214,0.01830960001097992,0.022933200001716614,0.05727770001976751,0.05727770001976751,0.05727770001976751,4.045359500014456,1,[4.011418099980801],[4.011424800002715],0,,,,,,,,,,2023-11-06_22h00.51.133,pilotv2,2023.2.3,60.20592835539498,2023-11-06 22h00.56.089721 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,4.086639900022419,4.1077567000174895,4.1077567000174895,4.1077567000174895,4.1077567000174895,,,,,,,,
