instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,IntructionsFilepath,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.026745399984065443,0.02707799998461269,0.03175080000073649,,,,,,,,
