instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.02576230000704527,0.026186400005826727,,,,,,,,
