n,order,,
3.0,0.0, 1.0, 2.0

extraInfo
participant,69
session,1
date,2023-11-06_23h31.11.660
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,59.895123641784544
expStart,2023-11-06 23h31.20.566540 +0100
﻿n,order,,
3.0,0.0, 1.0, 2.0

extraInfo
participant,69
session,1
date,2023-11-06_23h31.11.660
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,59.895123641784544
expStart,2023-11-06 23h31.20.566540 +0100
﻿n,order,,
3.0,0.0, 1.0, 2.0

extraInfo
participant,69
session,1
date,2023-11-06_23h31.11.660
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,59.895123641784544
expStart,2023-11-06 23h31.20.566540 +0100
﻿n,order,,
3.0,0.0, 1.0, 2.0

extraInfo
participant,69
session,1
date,2023-11-06_23h31.11.660
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,59.895123641784544
expStart,2023-11-06 23h31.20.566540 +0100
﻿n,order,,
3.0,0.0, 1.0, 2.0

extraInfo
participant,69
session,1
date,2023-11-06_23h31.11.660
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,59.895123641784544
expStart,2023-11-06 23h31.20.566540 +0100
﻿n,order,,
3.0,0.0, 1.0, 2.0

extraInfo
participant,69
session,1
date,2023-11-06_23h31.11.660
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,59.895123641784544
expStart,2023-11-06 23h31.20.566540 +0100
﻿n,order,,
3.0,0.0, 1.0, 2.0

extraInfo
participant,69
session,1
date,2023-11-06_23h31.11.660
expName,pilotv2
psychopyVersion,2023.2.3
frameRate,59.895123641784544
expStart,2023-11-06 23h31.20.566540 +0100
