2.4871 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
6.4806 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
7.2292 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023A53A45E20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023A53A45DC0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023A53A45BE0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023A53F76D90>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.2293 	EXP 	window1: mouseVisible = True
7.2293 	EXP 	window1: backgroundImage = ''
7.2293 	EXP 	window1: backgroundFit = 'none'
7.2309 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.2309 	EXP 	window1: recordFrameIntervals = False
7.3944 	EXP 	window1: recordFrameIntervals = True
7.5780 	EXP 	Screen (0) actual frame rate measured at 60.11Hz
7.5780 	EXP 	window1: recordFrameIntervals = False
7.5781 	EXP 	window1: mouseVisible = False
9.6937 	EXP 	pilotv2: status = STARTED
9.6941 	EXP 	window1: mouseVisible = True
9.7037 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
9.7040 	EXP 	window1: mouseVisible = True
9.7041 	EXP 	window1: mouseVisible = True
9.7045 	EXP 	window1: mouseVisible = True
9.7049 	EXP 	window1: mouseVisible = True
9.7253 	EXP 	window1: mouseVisible = True
9.7254 	EXP 	window1: mouseVisible = True
9.7258 	EXP 	window1: mouseVisible = True
9.7262 	EXP 	window1: mouseVisible = True
9.7442 	EXP 	window1: mouseVisible = True
9.7444 	EXP 	window1: mouseVisible = True
9.7445 	EXP 	window1: mouseVisible = True
9.7449 	EXP 	window1: mouseVisible = True
9.7453 	EXP 	window1: mouseVisible = True
9.7615 	EXP 	window1: mouseVisible = True
9.7617 	EXP 	window1: mouseVisible = True
9.7621 	EXP 	window1: mouseVisible = True
9.7624 	EXP 	window1: mouseVisible = True
9.7657 	EXP 	window1: mouseVisible = True
9.7658 	EXP 	window1: mouseVisible = True
9.8295 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.8297 	EXP 	window1: mouseVisible = True
9.8299 	EXP 	window1: mouseVisible = True
9.8303 	EXP 	window1: mouseVisible = True
9.8307 	EXP 	window1: mouseVisible = True
9.8534 	EXP 	window1: mouseVisible = True
9.8535 	EXP 	window1: mouseVisible = True
9.8539 	EXP 	window1: mouseVisible = True
9.8543 	EXP 	window1: mouseVisible = True
9.8642 	EXP 	window1: mouseVisible = True
9.8644 	EXP 	window1: mouseVisible = True
9.8645 	EXP 	window1: mouseVisible = True
9.8649 	EXP 	window1: mouseVisible = True
9.8653 	EXP 	window1: mouseVisible = True
9.8735 	EXP 	window1: mouseVisible = True
9.8737 	EXP 	window1: mouseVisible = True
9.8741 	EXP 	window1: mouseVisible = True
9.8745 	EXP 	window1: mouseVisible = True
9.8777 	EXP 	window1: mouseVisible = True
9.8778 	EXP 	window1: mouseVisible = True
9.8814 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
9.8816 	EXP 	window1: mouseVisible = True
9.8862 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.8864 	EXP 	window1: mouseVisible = True
9.8865 	EXP 	window1: mouseVisible = True
9.8869 	EXP 	window1: mouseVisible = True
9.8873 	EXP 	window1: mouseVisible = True
9.8910 	EXP 	window1: mouseVisible = True
9.8911 	EXP 	window1: mouseVisible = True
9.8915 	EXP 	window1: mouseVisible = True
9.8919 	EXP 	window1: mouseVisible = True
9.8953 	EXP 	window1: mouseVisible = True
9.8955 	EXP 	window1: mouseVisible = True
9.8956 	EXP 	window1: mouseVisible = True
9.8960 	EXP 	window1: mouseVisible = True
9.8964 	EXP 	window1: mouseVisible = True
9.9002 	EXP 	window1: mouseVisible = True
9.9004 	EXP 	window1: mouseVisible = True
9.9008 	EXP 	window1: mouseVisible = True
9.9011 	EXP 	window1: mouseVisible = True
9.9043 	EXP 	window1: mouseVisible = True
9.9044 	EXP 	window1: mouseVisible = True
9.9081 	EXP 	Created image_18 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj2.png', interpolate=True, mask=None, maskParams=None, name='image_18', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
9.9083 	EXP 	window1: mouseVisible = True
