instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,instruction_slide_loop.thisRepN,instruction_slide_loop.thisTrialN,instruction_slide_loop.thisN,instruction_slide_loop.thisIndex,InstructionsFilepath,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,Instructions1.started,imageInstruct.started,buttonNext.started,buttonBack.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.11191480001434684,,0.021154700021725148,0.02153230001567863,0.026274300005752593,0.11191480001434684,0.11191480001434684,0.11191480001434684,,,,,,,,
