category,orientation,taskOrientation,stimfile,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,text.started,text.stopped,image.started,image.stopped,fixCrossR_2.started,fixCrossR_2.stopped,fixCrossR_4.started,fixCrossR_4.stopped,fixCrossR_3.started,fixCrossR_3.stopped,cat.started,cat.stopped,turtle.started,turtle.stopped,auto.started,auto.stopped,hand.started,hand.stopped,farleft.started,farleft.stopped,farright.started,farright.stopped,nearleft.started,nearleft.stopped,nearright.started,nearright.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
cat,4,1,stim//cat4.png,0,6,6,6,,,,,,,,,,,,,28.987807399999838,None,28.987807399999838,None,28.987807399999838,None,28.987807399999838,None,28.987807399999838,None,28.987807399999838,None,28.987807399999838,None,28.987807399999838,None,28.987807399999838,None,8,2.7963953000007677,28.987807399999838,None,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
cat,4,0,stim//cat4.png,0,7,7,7,0,0,0,0,,,31.906704799999716,None,31.906704799999716,None,32.15674390000004,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
cat,4,0,stim//cat4.png,0,7,7,7,1,0,1,0,,,32.50720319999982,None,32.50720319999982,None,32.75758179999957,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
cat,4,0,stim//cat4.png,0,7,7,7,2,0,2,0,,,33.10765259999971,None,33.10765259999971,None,33.357742099999996,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
cat,4,0,stim//cat4.png,0,7,7,7,,,,,,,,,,,,,33.608253699999295,None,33.608253699999295,None,33.608253699999295,None,33.608253699999295,None,33.608253699999295,None,33.608253699999295,None,33.608253699999295,None,33.608253699999295,None,33.608253699999295,None,8,0.29523080000126356,33.608253699999295,None,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,1,1,stim//auto1.png,0,8,8,8,0,0,0,0,,,34.025060799999665,None,34.025060799999665,None,34.27548389999993,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,1,1,stim//auto1.png,0,8,8,8,1,0,1,0,,,34.62586829999964,None,34.62586829999964,None,34.87576689999969,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,1,1,stim//auto1.png,0,8,8,8,2,0,2,0,,,35.22630599999957,None,35.22630599999957,None,35.47649309999997,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,1,1,stim//auto1.png,0,8,8,8,,,,,,,,,,,,,35.72678359999918,None,35.72678359999918,None,35.72678359999918,None,35.72678359999918,None,35.72678359999918,None,35.72678359999918,None,35.72678359999918,None,35.72678359999918,None,35.72678359999918,None,2,0.2487533000003168,35.72678359999918,None,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,1,0,stim//auto1.png,0,9,9,9,0,0,0,0,,,36.09373699999924,None,36.09373699999924,None,36.34401329999946,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,1,0,stim//auto1.png,0,9,9,9,1,0,1,0,,,36.67805699999917,None,36.67805699999917,None,36.927683399999296,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,1,0,stim//auto1.png,0,9,9,9,2,0,2,0,,,37.27801839999938,None,37.27801839999938,None,37.528305299999374,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,1,0,stim//auto1.png,0,9,9,9,,,,,,,,,,,,,37.77842959999998,None,37.77842959999998,None,37.77842959999998,None,37.77842959999998,None,37.77842959999998,None,37.77842959999998,None,37.77842959999998,None,37.77842959999998,None,37.77842959999998,None,3,0.3572483000007196,37.77842959999998,None,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,2,1,stim//auto2.png,0,10,10,10,0,0,0,0,,,38.26188689999981,None,38.26188689999981,None,38.5123580999998,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,2,1,stim//auto2.png,0,10,10,10,1,0,1,0,,,38.847743599999376,None,38.847743599999376,None,39.11284449999948,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,2,1,stim//auto2.png,0,10,10,10,2,0,2,0,,,39.46325329999945,None,39.46325329999945,None,39.713448499999686,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,2,1,stim//auto2.png,0,10,10,10,,,,,,,,,,,,,39.963583599999765,None,39.963583599999765,None,39.963583599999765,None,39.963583599999765,None,39.963583599999765,None,39.963583599999765,None,39.963583599999765,None,39.963583599999765,None,39.963583599999765,None,1,0.12429960000008577,39.963583599999765,None,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,2,0,stim//auto2.png,0,11,11,11,0,0,0,0,,,40.21357329999955,None,40.21357329999955,None,40.46370349999961,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,2,0,stim//auto2.png,0,11,11,11,1,0,1,0,,,40.79859419999957,None,40.79859419999957,None,41.04970890000004,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,2,0,stim//auto2.png,0,11,11,11,2,0,2,0,,,41.39822159999949,None,41.39822159999949,None,41.64850899999965,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,2,0,stim//auto2.png,0,11,11,11,,,,,,,,,,,,,41.89825839999958,None,41.89825839999958,None,41.89825839999958,None,41.89825839999958,None,41.89825839999958,None,41.89825839999958,None,41.89825839999958,None,41.89825839999958,None,41.89825839999958,None,2,0.10951990000012302,41.89825839999958,None,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
auto,3,1,stim//auto3.png,0,12,12,12,0,0,0,0,,,42.13184469999942,None,42.13184469999942,None,42.38230359999943,None,,,,,,,,,,,,,,,,,,,,,,,,001,2023-10-11_15h35.38.983,untitled,2022.1.4,59.99934000725476,
,,,,,,,,,,,,,,42.71634039999935,None,42.71634039999935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
