delete.thisRepN,delete.thisTrialN,delete.thisN,delete.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.011382500000763685,0.01175659999717027,0.012742399994749576,0.0284512999933213,0.0284512999933213,1.0787909999489784,['5'],[1.0363455999759026],[None],12,0,2023-11-08_17h35.50.847,pilotv2,2023.2.3,60.11826465492261,2023-11-08 17h36.03.210322 +0100,
