category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,correctButton,interval,trainingLoop.thisRepN,trainingLoop.thisTrialN,trainingLoop.thisN,trainingLoop.thisIndex,babyEnter.thisRepN,babyEnter.thisTrialN,babyEnter.thisN,babyEnter.thisIndex,babySteps.thisRepN,babySteps.thisTrialN,babySteps.thisN,babySteps.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,thisRow.t,notes,trainingPrep.started,trainingPrep.stopped,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,fixCrossR_6.started,cue.stopped,fixCrossR_6.stopped,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,response.started,fixCross.started,text1.started,text2.started,text3.started,text4.started,text5.started,text6.started,text7.started,text8.started,kb.started,num1.started,num2.started,num3.started,num4.started,response.stopped,kb.keys,kb.rt,kb.duration,codeAcc.started,codeAcc.stopped,ITI.started,fixCrossR.started,fixCrossR.stopped,ITI.stopped,tybb.started,key_resp_13.started,fixCrossR_5.started,tybb.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025287000025855377,0.0027592999977059662,0.010418999998364598,0.01377900000079535,0.01377900000079535,4.286058099998627,['5'],[4.27021319999767],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1,2023-11-10_16h08.43.821,pilotv2,2023.2.3,60.04480543071892,2023-11-10 16h08.53.194670 +0100,
turtle,2,stim//ori2.png,stim//turtle2.png,Car,Shoe,Horse,Turtle,Full Left,Half Right,Half Left,Full Right,True,3,2.497,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5.551950799999759,,,,,,,,,,,4.322127699997509,4.327829899993958,4.327829899993958,5.551950799999759,5.551950799999759,5.300616499996977,5.301658299998962,5.551950799999759,5.551950799999759,5.799775599996792,5.799775599996792,5.7843509999947855,5.7843920000013895,5.799775599996792,6.148277100000996,6.034076700001606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1,2023-11-10_16h08.43.821,pilotv2,2023.2.3,60.04480543071892,2023-11-10 16h08.53.194670 +0100,
turtle,2,stim//ori2.png,stim//turtle2.png,Car,Shoe,Horse,Turtle,Full Left,Half Right,Half Left,Full Right,True,3,2.497,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,6.148277100000996,,,,,,,,,,,,,,,,,6.034719999996014,6.148277100000996,6.148277100000996,6.383027199990465,6.383027199990465,6.367389299994102,6.36742699999013,6.383027199990465,6.725174399995012,6.617222699991544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1,2023-11-10_16h08.43.821,pilotv2,2023.2.3,60.04480543071892,2023-11-10 16h08.53.194670 +0100,
turtle,2,stim//ori2.png,stim//turtle2.png,Car,Shoe,Horse,Turtle,Full Left,Half Right,Half Left,Full Right,True,3,2.497,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,6.725174399995012,,,,,,,,,,,,,,,,,6.617862200000673,6.725174399995012,6.725174399995012,6.965953699997044,6.965953699997044,6.94997180000064,6.950000899989391,6.965953699997044,7.258667299989611,7.200132500001928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1,2023-11-10_16h08.43.821,pilotv2,2023.2.3,60.04480543071892,2023-11-10 16h08.53.194670 +0100,
turtle,2,stim//ori2.png,stim//turtle2.png,Car,Shoe,Horse,Turtle,Full Left,Half Right,Half Left,Full Right,True,3,2.497,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.223062299992307,7.258667299989611,7.258667299989611,7.258667299989611,7.258667299989611,7.258667299989611,7.258667299989611,7.258667299989611,7.258667299989611,7.258667299989611,7.258667299989611,7.258667299989611,7.258667299989611,7.258667299989611,7.258667299989611,10.20037510000111,1,1.2655209000076866,None,10.201345699999365,10.201613500001258,10.201624900000752,10.21653819999483,12.713925799995195,12.699901899992255,,,,,,,,92,1,2023-11-10_16h08.43.821,pilotv2,2023.2.3,60.04480543071892,2023-11-10 16h08.53.194670 +0100,
horse,3,stim//obj2.png,stim//horse3.png,Full Right,Half Left,Half Right,Full Left,Shoe,Horse,Turtle,Car,False,2,2.341,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,13.808212399992044,,,,,,,,,,,12.700135399994906,12.713925799995195,12.713925799995195,13.808212399992044,13.808212399992044,13.697888199996669,13.698957399989013,13.808212399992044,13.808212399992044,14.046668099996168,14.046668099996168,14.031866199991782,14.031917000000249,14.046668099996168,14.39313859998947,14.281279799994081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1,2023-11-10_16h08.43.821,pilotv2,2023.2.3,60.04480543071892,2023-11-10 16h08.53.194670 +0100,
horse,3,stim//obj2.png,stim//horse3.png,Full Right,Half Left,Half Right,Full Left,Shoe,Horse,Turtle,Car,False,2,2.341,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,0,14.39313859998947,,,,,,,,,,,,,,,,,14.281845899997279,14.39313859998947,14.39313859998947,14.630104600000777,14.630104600000777,14.61444949998986,14.614480199990794,14.630104600000777,14.978527699990082,14.864916299993638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1,2023-11-10_16h08.43.821,pilotv2,2023.2.3,60.04480543071892,2023-11-10 16h08.53.194670 +0100,
horse,3,stim//obj2.png,stim//horse3.png,Full Right,Half Left,Half Right,Full Left,Shoe,Horse,Turtle,Car,False,2,2.341,,,,,,,,,,,,,,,,,0,1,1,1,2,0,2,0,14.978527699990082,,,,,,,,,,,,,,,,,14.865736799998558,14.978527699990082,14.978527699990082,15.213394099992001,15.213394099992001,15.197860399988713,15.197897399993963,15.213394099992001,15.518227199994726,15.447609800001374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1,2023-11-10_16h08.43.821,pilotv2,2023.2.3,60.04480543071892,2023-11-10 16h08.53.194670 +0100,
horse,3,stim//obj2.png,stim//horse3.png,Full Right,Half Left,Half Right,Full Left,Shoe,Horse,Turtle,Car,False,2,2.341,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.492586899999878,15.518227199994726,15.518227199994726,15.518227199994726,15.518227199994726,15.518227199994726,15.518227199994726,15.518227199994726,15.518227199994726,15.518227199994726,15.518227199994726,15.518227199994726,15.518227199994726,15.518227199994726,15.518227199994726,18.448048599995673,2,1.0389763999992283,None,18.44916309999826,18.44949220000126,18.449507799989078,18.46325099999376,20.811335299993516,20.795830999995815,,,,,,,,92,1,2023-11-10_16h08.43.821,pilotv2,2023.2.3,60.04480543071892,2023-11-10 16h08.53.194670 +0100,
horse,4,stim//ori2.png,stim//horse4.png,Horse,Turtle,Shoe,Car,Full Left,Full Right,Half Right,Half Left,True,2,2.614,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,21.90465630000108,,,,,,,,,,,20.796174199989764,20.811335299993516,20.811335299993516,21.90465630000108,21.90465630000108,21.795386300000246,21.7964132999914,21.90465630000108,21.90465630000108,22.144403300000704,22.144403300000704,22.12852159999602,22.1285535999923,22.144403300000704,22.491178299998865,22.378590099993744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1,2023-11-10_16h08.43.821,pilotv2,2023.2.3,60.04480543071892,2023-11-10 16h08.53.194670 +0100,
