instructionsController.thisRepN,instructionsController.thisTrialN,instructionsController.thisN,instructionsController.thisIndex,thisRow.t,notes,instructionPrep.started,instructionPrep.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.01079790000221692,0.011248900002101436,,,,,,,,
