category,orientation,taskCue,stimfile,resp1,resp2,resp3,resp4,resp5,resp6,resp7,resp8,objFirst,interval,trialstest.thisRepN,trialstest.thisTrialN,trialstest.thisN,trialstest.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,stimloop.thisRepN,stimloop.thisTrialN,stimloop.thisN,stimloop.thisIndex,testcancel.thisRepN,testcancel.thisTrialN,testcancel.thisN,testcancel.thisIndex,thisRow.t,notes,Intro.started,text.started,key_resp_5.started,Intro.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,taskcue.started,cue.started,taskcue.stopped,stim.started,image.started,fixCrossR_2.started,image.stopped,fixCrossR_2.stopped,stim.stopped,delay.started,fixCrossR_4.started,fixCrossR_4.stopped,delay.stopped,response.started,fixCross.started,text1.started,text2.started,text3.started,text4.started,text5.started,text6.started,text7.started,text8.started,kb.started,num1.started,num2.started,num3.started,num4.started,response.stopped,kb.keys,kb.rt,kb.duration,accCheck.started,text_18.started,text_19.started,accCheck.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050273000000743195,0.06449710001470521,0.06449710001470521,1.8990511000156403,['5'],[1.8202499999897555],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_16h41.44.778,pilotv1,2023.2.3,59.85790929654588,2023-11-06 16h41.57.719585 +0100,
shoe,4,stim//obj1.png,stim//shoe4.png,turtle,shoe,car,horse,full left,slight right,full right,slight left,True,2.581,,,,,0,0,0,0,0,0,0,0,,,,,3.131383800006006,,,,,,,,,1.931612500018673,1.9479222999943886,2.914489200018579,2.916086000012001,3.131383800006006,3.131383800006006,3.381320100015728,3.381320100015728,3.364989699999569,3.365002900012769,3.381320100015728,3.7812162000045646,3.6152845000033267,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_16h41.44.778,pilotv1,2023.2.3,59.85790929654588,2023-11-06 16h41.57.719585 +0100,
shoe,4,stim//obj1.png,stim//shoe4.png,turtle,shoe,car,horse,full left,slight right,full right,slight left,True,2.581,,,,,0,0,0,0,1,0,1,0,,,,,3.7812162000045646,,,,,,,,,,,,3.6158193000010215,3.7812162000045646,3.7812162000045646,4.031395700003486,4.031395700003486,4.015224800008582,4.015255200007232,4.031395700003486,4.647828000015579,4.265193900006125,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_16h41.44.778,pilotv1,2023.2.3,59.85790929654588,2023-11-06 16h41.57.719585 +0100,
shoe,4,stim//obj1.png,stim//shoe4.png,turtle,shoe,car,horse,full left,slight right,full right,slight left,True,2.581,,,,,0,0,0,0,2,0,2,0,,,,,4.647828000015579,,,,,,,,,,,,4.265434400003869,4.647828000015579,4.647828000015579,4.897856099996716,4.897856099996716,4.881541400012793,4.881565599993337,4.897856099996716,5.182567600015318,5.132015200011665,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_16h41.44.778,pilotv1,2023.2.3,59.85790929654588,2023-11-06 16h41.57.719585 +0100,
shoe,4,stim//obj1.png,stim//shoe4.png,turtle,shoe,car,horse,full left,slight right,full right,slight left,True,2.581,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1326727000123356,5.182567600015318,5.182567600015318,5.182567600015318,5.182567600015318,5.182567600015318,5.182567600015318,5.182567600015318,5.182567600015318,5.182567600015318,5.182567600015318,5.182567600015318,5.182567600015318,5.182567600015318,5.182567600015318,8.133993099996587,2,0.6960915000236128,None,8.146896799997194,8.164498800004367,8.164498800004367,9.147983400005614,,001,2023-11-06_16h41.44.778,pilotv1,2023.2.3,59.85790929654588,2023-11-06 16h41.57.719585 +0100,
turtle,4,stim//ori1.png,stim//turtle4.png,full left,full right,slight left,slight right,shoe,car,horse,turtle,False,2.775,,,,,0,1,1,1,0,0,0,0,,,,,10.34803870000178,,,,,,,,,9.148452499997802,9.181179700011853,10.147999000007985,10.14865240000654,10.34803870000178,10.34803870000178,10.597687900008168,10.597687900008168,10.581855199998245,10.581885799998417,10.597687900008168,11.030941500008339,10.83178730000509,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_16h41.44.778,pilotv1,2023.2.3,59.85790929654588,2023-11-06 16h41.57.719585 +0100,
turtle,4,stim//ori1.png,stim//turtle4.png,full left,full right,slight left,slight right,shoe,car,horse,turtle,False,2.775,,,,,0,1,1,1,1,0,1,0,,,,,11.030941500008339,,,,,,,,,,,,10.832034799997928,11.030941500008339,11.030941500008339,11.281235300004482,11.281235300004482,11.265011700015748,11.265025200002128,11.281235300004482,11.930948699999135,11.514824500016402,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_16h41.44.778,pilotv1,2023.2.3,59.85790929654588,2023-11-06 16h41.57.719585 +0100,
turtle,4,stim//ori1.png,stim//turtle4.png,full left,full right,slight left,slight right,shoe,car,horse,turtle,False,2.775,,,,,0,1,1,1,2,0,2,0,,,,,11.930948699999135,,,,,,,,,,,,11.515073600021424,11.930948699999135,11.930948699999135,12.1809193000081,12.1809193000081,12.164734599995427,12.164756500016665,12.1809193000081,12.447609700000612,12.414855800016085,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_16h41.44.778,pilotv1,2023.2.3,59.85790929654588,2023-11-06 16h41.57.719585 +0100,
turtle,4,stim//ori1.png,stim//turtle4.png,full left,full right,slight left,slight right,shoe,car,horse,turtle,False,2.775,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.415010199998505,12.447609700000612,12.447609700000612,12.447609700000612,12.447609700000612,12.447609700000612,12.447609700000612,12.447609700000612,12.447609700000612,12.447609700000612,12.447609700000612,12.447609700000612,12.447609700000612,12.447609700000612,12.447609700000612,15.431451100012055,2,2.044720600009896,None,15.433348299993668,15.44775779999327,15.44775779999327,16.431276200019056,,001,2023-11-06_16h41.44.778,pilotv1,2023.2.3,59.85790929654588,2023-11-06 16h41.57.719585 +0100,
horse,4,stim//obj1.png,stim//horse4.png,full right,slight right,slight left,full left,horse,car,shoe,turtle,False,2.161,,,,,0,2,2,2,0,0,0,0,,,,,17.5640432999935,,,,,,,,,16.431744700006675,16.44767550000688,17.431237600016175,17.432266599993454,17.5640432999935,17.5640432999935,17.814348700019764,17.814348700019764,17.798629600001732,17.79865979999886,17.814348700019764,18.167848300014157,18.04815079999389,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-11-06_16h41.44.778,pilotv1,2023.2.3,59.85790929654588,2023-11-06 16h41.57.719585 +0100,
