2.6129 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
65.3503 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
65.6724 	DATA 	Keypress: lalt
66.1398 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000219D2007C10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000219D2007BB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000219D20079D0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000219D2538A30>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
66.1399 	EXP 	window1: mouseVisible = True
66.1399 	EXP 	window1: backgroundImage = ''
66.1399 	EXP 	window1: backgroundFit = 'none'
66.1415 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
66.1415 	EXP 	window1: recordFrameIntervals = False
66.4251 	EXP 	window1: recordFrameIntervals = True
66.6088 	EXP 	Screen (0) actual frame rate measured at 59.98Hz
66.6088 	EXP 	window1: recordFrameIntervals = False
66.6089 	EXP 	window1: mouseVisible = False
68.7288 	EXP 	pilotv2: status = STARTED
68.7289 	EXP 	window1: mouseVisible = True
68.7386 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
68.7389 	EXP 	window1: mouseVisible = True
68.7390 	EXP 	window1: mouseVisible = True
68.7394 	EXP 	window1: mouseVisible = True
68.7398 	EXP 	window1: mouseVisible = True
68.7529 	EXP 	window1: mouseVisible = True
68.7530 	EXP 	window1: mouseVisible = True
68.7534 	EXP 	window1: mouseVisible = True
68.7538 	EXP 	window1: mouseVisible = True
68.7651 	EXP 	window1: mouseVisible = True
68.7656 	EXP 	window1: mouseVisible = True
68.7659 	EXP 	window1: mouseVisible = True
68.7665 	EXP 	window1: mouseVisible = True
68.7669 	EXP 	window1: mouseVisible = True
68.7779 	EXP 	window1: mouseVisible = True
68.7780 	EXP 	window1: mouseVisible = True
68.7784 	EXP 	window1: mouseVisible = True
68.7788 	EXP 	window1: mouseVisible = True
68.7822 	EXP 	window1: mouseVisible = True
68.7824 	EXP 	window1: mouseVisible = True
68.8402 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
68.8404 	EXP 	window1: mouseVisible = True
68.8405 	EXP 	window1: mouseVisible = True
68.8410 	EXP 	window1: mouseVisible = True
68.8414 	EXP 	window1: mouseVisible = True
68.8650 	EXP 	window1: mouseVisible = True
68.8651 	EXP 	window1: mouseVisible = True
68.8655 	EXP 	window1: mouseVisible = True
68.8659 	EXP 	window1: mouseVisible = True
68.8760 	EXP 	window1: mouseVisible = True
68.8762 	EXP 	window1: mouseVisible = True
68.8764 	EXP 	window1: mouseVisible = True
